# 字 3000-3499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=3
 3332 | graffiti                       | 塗鴉                             | 🖌️       | chunks=['graf', 'fi', 'ti'] | py=ㄍㄌㄜ-ㄈㄧ-ㄊㄧ | theme=art | stage=2
 3333 | mosaic                         | 馬賽克                            | 🧩        | chunks=['mo', 'sa', 'ic'] | py=ㄇㄛ-ㄗㄝ-ㄧㄎ | theme=art | stage=3
 3334 | collage                        | 拼貼                             | 🖼️       | chunks=['col', 'lage'] | py=ㄎㄜ-ㄌㄚㄐ | theme=art | stage=3
 3335 | abstract                       | 抽象                             | 🎨        | chunks=['ab', 'stract'] | py=ㄚㄅ-ㄙㄉㄌㄚㄎㄊ | theme=art | stage=2
 3336 | realism                        | 寫實主義                           | 📷        | chunks=['re', 'al', 'ism'] | py=ㄌㄧ-ㄦ-ㄧㄗㄣ | theme=art | stage=3 base=real
 3337 | impressionism                  | 印象派                            | 🌅        | chunks=['im', 'pres', 'sion', 'ism'] | py=ㄧㄇ-ㄆㄌㄝ-ㄒㄣ-ㄧㄗㄣ | theme=art | stage=2
 3338 | expressionism                  | 表現主義                           | 😱        | chunks=['ex', 'pres', 'sion', 'ism'] | py=ㄧㄎ-ㄙㄆㄌㄝ-ㄒㄣ-ㄧㄗㄣ | theme=art | stage=3
 3339 | surrealism                     | 超現實                            | 🌀        | chunks=['sur', 're', 'al', 'ism'] | py=ㄙㄜ-ㄌㄧ-ㄦ-ㄧㄗㄣ | theme=art | stage=2
 3340 | cubism                         | 立體派                            | 🔷        | chunks=['cub', 'ism'] | py=ㄎㄧㄨ-ㄅㄧㄗㄣ | theme=art | stage=3
 3341 | exhibition                     | 展覽                             | 🖼️       | chunks=['ex', 'hi', 'bi', 'tion'] | py=ㄝㄎ-ㄙㄜ-ㄅㄧ-ㄒㄣ | theme=art | stage=2
 3342 | exhibit                        | 展覽                             | 🖼️       | chunks=['ex', 'hib', 'it'] | py=ㄧㄍ-ㄗㄜ-ㄅㄧㄊ | theme=art | stage=2
 3343 | masterpiece                    | 傑作                             | 🏆        | chunks=['mas', 'ter', 'piece'] | py=ㄇㄚㄙ-ㄊㄜ-ㄆㄧㄙ | theme=art | stage=2
 3344 | sculptor                       | 雕刻家                            | 🗿        | chunks=['sculp', 'tor'] | py=ㄙㄎㄚㄦㄆ-ㄊㄜ | theme=art | stage=3 base=sculpt
 3345 | illustrator                    | 插畫家                            | 🎨        | chunks=['il', 'lus', 'tra', 'tor'] | py=ㄧ-ㄌㄚㄙ-ㄊㄌㄝ-ㄊㄜ | theme=art | stage=2 base=illustrate
 3346 | animator                       | 動畫師                            | 🎬        | chunks=['an', 'i', 'ma', 'tor'] | py=ㄚ-ㄋㄜ-ㄇㄝ-ㄊㄜ | theme=art | stage=2 base=animate
 3347 | calligraphy                    | 書法                             | ✒️       | chunks=['cal', 'lig', 'ra', 'phy'] | py=ㄎㄜ-ㄌㄧ-ㄍㄌㄚ-ㄈㄧ | theme=art | stage=3
 3348 | calligrapher                   | 書法家                            | ✒️       | chunks=['cal', 'lig', 'ra', 'pher'] | py=ㄎㄜ-ㄌㄧ-ㄍㄌㄚ-ㄈㄜ | theme=art | stage=3
 3349 | origami                        | 摺紙                             | 📄        | chunks=['or', 'i', 'ga', 'mi'] | py=ㄛㄦ-ㄜ-ㄍㄚ-ㄇㄧ | theme=art | stage=1
 3350 | pottery                        | 陶藝                             | 🏺        | chunks=['pot', 'ter', 'y'] | py=ㄆㄚ-ㄊㄜ-ㄌㄧ | theme=art | stage=2
 3351 | ceramics                       | 陶瓷                             | 🏺        | chunks=['ce', 'ram', 'ics'] | py=ㄙㄜ-ㄌㄚ-ㄇㄧㄎㄙ | theme=art | stage=2
 3352 | paintbrush                     | 畫筆                             | 🖌️       | chunks=['paint', 'brush'] | py=ㄆㄟㄣㄊ-ㄅㄌㄚㄒ | theme=art | stage=1
 3353 | easel                          | 畫架                             | 🖼️       | chunks=['ea', 'sel'] | py=ㄧ-ㄗㄜ | theme=art | stage=2
 3354 | palette                        | 調色盤                            | 🎨        | chunks=['pal', 'ette'] | py=ㄆㄚ-ㄌㄝㄊ | theme=art | stage=2 [有易混提示]
 3355 | canvas                         | 畫布                             | 🖼️       | chunks=['can', 'vas'] | py=ㄎㄢ-ㄈㄜㄙ | theme=art | stage=2 [有易混提示]
 3356 | sketchbook                     | 素描本                            | 📓        | chunks=['sketch', 'book'] | py=ㄙㄎㄝㄑ-ㄅㄨㄎ | theme=art | stage=1
 3357 | ink                            | 墨水                             | 🖋️       | chunks=['i', 'nk'] | py=ㄧㄣㄎ | theme=art | stage=1
 3358 | watercolor                     | 水彩                             | 🎨        | chunks=['wa', 'ter', 'col', 'or'] | py=ㄨㄛ-ㄊㄜ-ㄎㄚ-ㄌㄜ | theme=art | stage=2
 3359 | oilpaint                       | 油畫                             | 🎨        | chunks=['oil', 'paint'] | py=ㄛㄧㄦ-ㄆㄟㄣㄊ | theme=art | stage=2
 3360 | acrylic                        | 壓克力                            | 🎨        | chunks=['a', 'cryl', 'ic'] | py=ㄚ-ㄎㄌㄧ-ㄌㄧㄎ | theme=art | stage=2
 3361 | pigment                        | 顏料                             | 🎨        | chunks=['pig', 'ment'] | py=ㄆㄧㄍ-ㄇㄣㄊ | theme=art | stage=3 base=pig
 3362 | varnish                        | 亮光漆                            | 🖌️       | chunks=['var', 'nish'] | py=ㄈㄚㄦ-ㄋㄧㄒ | theme=art | stage=3
 3363 | doodle                         | 塗鴉                             | ✏️       | chunks=['doo', 'dle'] | py=ㄉㄨ-ㄉㄜ | theme=art | stage=2
 3364 | design                         | 設計                             | 📐        | chunks=['de', 'sign'] | py=ㄉㄧ-ㄗㄞㄣ | theme=art | stage=1
 3365 | draft                          | 草稿、徵兵                          | 📝        | chunks=['dr', 'aft'] | py=ㄉㄌㄚㄈㄊ | theme=art | stage=2
 3366 | fingerpaint                    | 手指畫                            | 🎨        | chunks=['fin', 'ger', 'paint'] | py=ㄈㄧㄥ-ㄍㄜ-ㄆㄟㄣㄊ | theme=art | stage=1
 3367 | gardening                      | 園藝                             | 🌷        | chunks=['gar', 'den', 'ing'] | py=ㄍㄚㄦ-ㄉㄣ-ㄧㄥ | theme=hobbies | stage=1 base=garden
 3368 | knitting                       | 編織                             | 🧶        | chunks=['knit', 'ting'] | py=ㄋㄧ-ㄊㄧㄥ | theme=hobbies | stage=1 base=knit
 3369 | sewing                         | 縫紉                             | 🪡        | chunks=['sew', 'ing'] | py=ㄙㄛ-ㄧㄥ | theme=hobbies | stage=1 base=sew
 3370 | crocheting                     | 鉤針                             | 🧶        | chunks=['cro', 'chet', 'ing'] | py=ㄎㄌㄛ-ㄒㄝ-ㄧㄥ | theme=hobbies | stage=3
 3371 | embroidery                     | 刺繡                             | 🧵        | chunks=['em', 'broi', 'der', 'y'] | py=ㄝㄇ-ㄅㄌㄛㄧ-ㄉㄜ-ㄌㄧ | theme=hobbies | stage=3
 3372 | quilting                       | 拼布                             | 🪡        | chunks=['quilt', 'ing'] | py=ㄎㄨㄧㄦㄊ-ㄧㄥ | theme=hobbies | stage=3 base=quilt
 3373 | scrapbooking                   | 剪貼簿                            | 📔        | chunks=['scrap', 'book', 'ing'] | py=ㄙㄎㄌㄚㄆ-ㄅㄨㄎ-ㄧㄥ | theme=hobbies | stage=3 base=scrapbook
 3374 | journaling                     | 寫日記                            | 📔        | chunks=['jour', 'nal', 'ing'] | py=ㄐㄜ-ㄋㄦ-ㄧㄥ | theme=hobbies | stage=2 base=journal
 3375 | woodworking                    | 木工                             | 🪚        | chunks=['wood', 'work', 'ing'] | py=ㄨㄨㄉ-ㄨㄜㄎ-ㄧㄥ | theme=hobbies | stage=2
 3376 | crafting                       | 手作                             | ✂️       | chunks=['craft', 'ing'] | py=ㄎㄌㄚㄈㄊ-ㄧㄥ | theme=hobbies | stage=1 base=craft
 3377 | photography                    | 攝影                             | 📷        | chunks=['pho', 'tog', 'ra', 'phy'] | py=ㄈㄜ-ㄊㄚ-ㄍㄌㄚ-ㄈㄧ | theme=hobbies | stage=1
 3378 | videography                    | 錄影                             | 📹        | chunks=['vid', 'e', 'og', 'ra', 'phy'] | py=ㄈㄧ-ㄉㄧ-ㄚ-ㄍㄌㄚ-ㄈㄧ | theme=hobbies | stage=3
 3379 | baking                         | 烘焙                             | 🥐        | chunks=['bak', 'ing'] | py=ㄅㄝ-ㄎㄧㄥ | theme=hobbies | stage=1 base=bake
 3380 | brewing                        | 釀造                             | 🍺        | chunks=['brew', 'ing'] | py=ㄅㄌㄨ-ㄧㄥ | theme=hobbies | stage=2 base=brew
 3381 | fermenting                     | 發酵                             | 🫙        | chunks=['fer', 'ment', 'ing'] | py=ㄈㄜ-ㄇㄣㄊ-ㄧㄥ | theme=hobbies | stage=3
 3382 | birding                        | 賞鳥                             | 🦅        | chunks=['bird', 'ing'] | py=ㄅㄜㄉ-ㄧㄥ | theme=hobbies | stage=2 base=bird
 3383 | birdwatching                   | 賞鳥                             | 🦅        | chunks=['bird', 'watch', 'ing'] | py=ㄅㄜㄉ-ㄨㄚㄑ-ㄧㄥ | theme=hobbies | stage=2
 3384 | stargazing                     | 觀星                             | ⭐        | chunks=['star', 'gaz', 'ing'] | py=ㄙㄉㄚㄦ-ㄍㄝㄗ-ㄧㄥ | theme=hobbies | stage=2
 3385 | geocaching                     | 地理藏寶                           | 🗺️       | chunks=['ge', 'o', 'cach', 'ing'] | py=ㄐㄧ-ㄛ-ㄎㄚㄒ-ㄧㄥ | theme=hobbies | stage=3
 3386 | beekeeping                     | 養蜂                             | 🐝        | chunks=['bee', 'keep', 'ing'] | py=ㄅㄧ-ㄎㄧㄆ-ㄧㄥ | theme=hobbies | stage=3
 3387 | composting                     | 堆肥                             | 🌱        | chunks=['com', 'post', 'ing'] | py=ㄎㄚㄇ-ㄆㄛㄙㄊ-ㄧㄥ | theme=hobbies | stage=3 base=compost
 3388 | collecting                     | 收集                             | 🗃️       | chunks=['col', 'lect', 'ing'] | py=ㄎㄜ-ㄌㄝㄎㄊ-ㄧㄥ | theme=hobbies | stage=1 base=collect
 3389 | hoarding                       | 囤積                             | 📦        | chunks=['hoard', 'ing'] | py=ㄏㄛㄦㄉ-ㄧㄥ | theme=hobbies | stage=3 base=hoard
 3390 | fossilhunting                  | 化石尋寶                           | 🦴        | chunks=['fos', 'sil', 'hunt', 'ing'] | py=ㄈㄚ-ㄗㄦ-ㄏㄚㄣㄊ-ㄧㄥ | theme=hobbies | stage=3
 3391 | reading                        | 閱讀                             | 📖        | chunks=['read', 'ing'] | py=ㄌㄧㄉ-ㄧㄥ | theme=hobbies | stage=0 base=read
 3392 | writing                        | 寫作                             | ✍️       | chunks=['writ', 'ing'] | py=ㄌㄞㄊ-ㄧㄥ | theme=hobbies | stage=0 base=write
 3393 | blogging                       | 寫部落格                           | 💻        | chunks=['blog', 'ging'] | py=ㄅㄌㄚ-ㄍㄧㄥ | theme=hobbies | stage=1
 3394 | meditation                     | 冥想                             | 🧘        | chunks=['med', 'i', 'ta', 'tion'] | py=ㄇㄝ-ㄉㄜ-ㄊㄝ-ㄒㄣ | theme=hobbies | stage=1
 3395 | pilates                        | 皮拉提斯                           | 🧘        | chunks=['pi', 'la', 'tes'] | py=ㄆㄜ-ㄌㄚ-ㄊㄧㄗ | theme=hobbies | stage=2
 3396 | taichi                         | 太極                             | 🧘        | chunks=['tai', 'chi'] | py=ㄊㄞ-ㄑㄧ | theme=hobbies | stage=1
 3397 | qigong                         | 氣功                             | 🧘        | chunks=['qi', 'gong'] | py=ㄑㄧ-ㄍㄚㄥ | theme=hobbies | stage=2
 3398 | karaoke                        | 卡拉OK                           | 🎤        | chunks=['kar', 'a', 'o', 'ke'] | py=ㄎㄚ-ㄌㄚ-ㄛ-ㄎㄝ | theme=hobbies | stage=0
 3399 | busking                        | 街頭表演                           | 🎵        | chunks=['busk', 'ing'] | py=ㄅㄚㄙㄎ-ㄧㄥ | theme=hobbies | stage=3
 3400 | hobby                          | 嗜好                             | 🎨        | chunks=['hob', 'by'] | py=ㄏㄚ-ㄅㄧ | theme=hobbies | stage=0
 3401 | pastime                        | 消遣                             | 🎨        | chunks=['pas', 'time'] | py=ㄆㄚㄙ-ㄊㄞㄇ | theme=hobbies | stage=2
 3402 | leisure                        | 閒暇                             | 🛋️       | chunks=['lei', 'sure'] | py=ㄌㄧ-ㄓㄜ | theme=hobbies | stage=2
 3403 | recreation                     | 娛樂                             | 🎢        | chunks=['rec', 're', 'a', 'tion'] | py=ㄌㄝ-ㄎㄌㄧ-ㄝ-ㄒㄣ | theme=hobbies | stage=2
 3404 | amateur                        | 業餘者                            | 🔰        | chunks=['am', 'a', 'teur'] | py=ㄚ-ㄇㄜ-ㄑㄜ | theme=hobbies | stage=2
 3405 | enthusiast                     | 愛好者                            | 🤩        | chunks=['en', 'thu', 'si', 'ast'] | py=ㄧㄣ-ㄙㄧㄨ-ㄗㄧ-ㄚㄙㄊ | theme=hobbies | stage=2
 3406 | fanatic                        | 狂熱者                            | 🤩        | chunks=['fa', 'na', 'tic'] | py=ㄈㄜ-ㄋㄚ-ㄊㄧㄎ | theme=hobbies | stage=2
 3407 | devotee                        | 愛好者                            | 🙌        | chunks=['dev', 'o', 'tee'] | py=ㄉㄝ-ㄈㄜ-ㄊㄧ | theme=hobbies | stage=3
 3408 | novice                         | 新手                             | 🆕        | chunks=['nov', 'ice'] | py=ㄋㄚ-ㄈㄧㄙ | theme=hobbies | stage=2
 3409 | expert                         | 專家                             | 🏆        | chunks=['ex', 'pert'] | py=ㄝㄎ-ㄙㄆㄜㄊ | theme=hobbies | stage=1
 3410 | knitter                        | 編織者                            | 🧶        | chunks=['knit', 'ter'] | py=ㄋㄧ-ㄊㄜ | theme=hobbies | stage=3 base=knit
 3411 | weaving                        | 編織                             | 🧵        | chunks=['weav', 'ing'] | py=ㄨㄧ-ㄈㄧㄥ | theme=hobbies | stage=3 base=weave
 3412 | doodling                       | 塗鴉                             | ✏️       | chunks=['doo', 'dling'] | py=ㄉㄨ-ㄉㄌㄧㄥ | theme=hobbies | stage=2 base=doodle
 3413 | scrapbook                      | 剪貼簿                            | 📔        | chunks=['scrap', 'book'] | py=ㄙㄎㄌㄚㄆ-ㄅㄨㄎ | theme=hobbies | stage=3
 3414 | tinkering                      | 修補                             | 🔧        | chunks=['tin', 'ker', 'ing'] | py=ㄊㄧㄣ-ㄎㄜ-ㄧㄥ | theme=hobbies | stage=3
 3415 | hobbyist                       | 愛好者                            | 🎨        | chunks=['hob', 'by', 'ist'] | py=ㄏㄚ-ㄅㄧ-ㄧㄙㄊ | theme=hobbies | stage=3
 3416 | vlogging                       | 拍影音部落格、拍 vlog                  | 📹        | chunks=['vlog', 'ging'] | py=ㄈㄌㄚ-ㄍㄧㄥ | theme=hobbies | stage=2
 3417 | videogame                      | 電玩                             | 🎮        | chunks=['vid', 'e', 'o', 'game'] | py=ㄈㄧ-ㄉㄧ-ㄛ-ㄍㄝㄇ | theme=games | stage=1
 3418 | esports                        | 電競                             | 🎮        | chunks=['e', 'sports'] | py=ㄧ-ㄙㄆㄛㄦㄗ | theme=games | stage=1
 3419 | mmo                            | 大型多人連線                         | 🌐        | chunks=['m', 'm', 'o'] | py=ㄝㄇ-ㄝㄇ-ㄛ | theme=games | stage=2
 3420 | rpg                            | 角色扮演                           | ⚔️       | chunks=['r', 'p', 'g'] | py=ㄚㄦ-ㄆㄧ-ㄐㄧ | theme=games | stage=2
 3421 | fps                            | 第一人稱射擊                         | 🔫        | chunks=['f', 'p', 's'] | py=ㄝㄈ-ㄆㄧ-ㄝㄙ | theme=games | stage=2
 3422 | mmorpg                         | 大型多人線上角色扮演遊戲                   | ⚔️       | chunks=['mmo', 'r', 'p', 'g'] | py=ㄝㄇ-ㄝㄇ-ㄛ-ㄚㄦ-ㄆㄧ-ㄐㄧ | theme=games | stage=3
 3423 | gameplay                       | 遊戲玩法                           | 🎮        | chunks=['game', 'play'] | py=ㄍㄝㄇ-ㄆㄌㄟ | theme=games | stage=2
 3424 | levelup                        | 升級                             | ⬆️       | chunks=['lev', 'el', 'up'] | py=ㄌㄝ-ㄈㄦ-ㄚㄆ | theme=games | stage=1
 3425 | miniboss                       | 小頭目                            | 👾        | chunks=['mi', 'ni', 'boss'] | py=ㄇㄧ-ㄋㄜ-ㄅㄚㄙ | theme=games | stage=2
 3426 | npc                            | 非玩家角色                          | 🤖        | chunks=['n', 'p', 'c'] | py=ㄝㄣ-ㄆㄧ-ㄒㄧ | theme=games | stage=2
 3427 | character                      | 角色                             | 🧙        | chunks=['char', 'ac', 'ter'] | py=ㄎㄝ-ㄦㄎ-ㄊㄜ | theme=games | stage=1
 3428 | avatar                         | 頭像                             | 👤        | chunks=['av', 'a', 'tar'] | py=ㄚ-ㄈㄜ-ㄊㄚㄦ | theme=games | stage=2
 3429 | loot                           | 戰利品                            | 💰        | chunks=['l', 'oot'] | py=ㄌㄨㄊ | theme=games | stage=2
 3430 | quest                          | 任務                             | 📜        | chunks=['qu', 'est'] | py=ㄎㄨㄝㄙㄊ | theme=games | stage=1
 3431 | mission                        | 任務                             | 🎯        | chunks=['mis', 'sion'] | py=ㄇㄧ-ㄒㄣ | theme=games | stage=1
 3432 | dungeon                        | 地下城                            | 🏰        | chunks=['dun', 'geon'] | py=ㄉㄚㄣ-ㄐㄣ | theme=games | stage=2
 3433 | raid                           | 突襲                             | ⚔️       | chunks=['r', 'aid'] | py=ㄌㄝㄉ | theme=games | stage=2
 3434 | multiplayer                    | 多人遊戲                           | 👥        | chunks=['mul', 'ti', 'play', 'er'] | py=ㄇㄚㄦ-ㄊㄜ-ㄆㄌㄟ-ㄜ | theme=games | stage=2
 3435 | singleplayer                   | 單人遊戲                           | 🧑        | chunks=['sin', 'gle', 'play', 'er'] | py=ㄒㄧㄣ-ㄍㄜ-ㄆㄌㄟ-ㄜ | theme=games | stage=2
 3436 | lobby                          | 大廳                             | 🏨        | chunks=['lob', 'by'] | py=ㄌㄚ-ㄅㄧ | theme=games | stage=2
 3437 | lag                            | 延遲                             | ⏱️       | chunks=['l', 'ag'] | py=ㄌㄚㄍ | theme=games | stage=2
 3438 | ping                           | 網路延遲                           | 📡        | chunks=['p', 'ing'] | py=ㄆㄧㄥ | theme=games | stage=2
 3439 | framerate                      | 畫面更新率                          | 📊        | chunks=['frame', 'rate'] | py=ㄈㄌㄝㄇ-ㄌㄝㄊ | theme=games | stage=3
 3440 | graphics                       | 畫面                             | 🖼️       | chunks=['graph', 'ics'] | py=ㄍㄌㄚ-ㄈㄧㄎㄙ | theme=games | stage=2
 3441 | gamer                          | 玩家                             | 🎮        | chunks=['gam', 'er'] | py=ㄍㄝ-ㄇㄜ | theme=games | stage=1 base=game
 3442 | streamer                       | 實況主                            | 📹        | chunks=['stream', 'er'] | py=ㄙㄉㄌㄧㄇ-ㄜ | theme=games | stage=1 base=stream
 3443 | walkthrough                    | 攻略                             | 📜        | chunks=['walk', 'through'] | py=ㄨㄛㄎ-ㄙㄌㄨ | theme=games | stage=2
 3444 | cheatcode                      | 作弊密技                           | 🃏        | chunks=['cheat', 'code'] | py=ㄑㄧㄊ-ㄎㄛㄉ | theme=games | stage=2
 3445 | glitch                         | 程式錯誤                           | 🐛        | chunks=['gl', 'itch'] | py=ㄍㄌㄧㄑ | theme=games | stage=2
 3446 | patch                          | 修補檔、補丁                         | 🩹        | chunks=['p', 'atch'] | py=ㄆㄚㄑ | theme=games | stage=2
 3447 | mod                            | 模組                             | ⚙️       | chunks=['m', 'od'] | py=ㄇㄚㄉ | theme=games | stage=2
 3448 | expansion                      | 資料片                            | ➕        | chunks=['ex', 'pan', 'sion'] | py=ㄝㄎ-ㄙㄆㄢ-ㄒㄣ | theme=games | stage=2
 3449 | dlc                            | 下載內容                           | 📥        | chunks=['d', 'l', 'c'] | py=ㄉㄧ-ㄝㄦ-ㄒㄧ | theme=games | stage=2
 3450 | beta                           | 測試版                            | 🧪        | chunks=['be', 'ta'] | py=ㄅㄝ-ㄊㄚ | theme=games | stage=2
 3451 | alpha                          | 早期測試                           | 🧪        | chunks=['al', 'pha'] | py=ㄚㄦ-ㄈㄚ | theme=games | stage=2
 3452 | indie                          | 獨立遊戲                           | 🎮        | chunks=['in', 'die'] | py=ㄧㄣ-ㄉㄧ | theme=games | stage=2
 3453 | openworld                      | 開放世界                           | 🌐        | chunks=['o', 'pen', 'world'] | py=ㄛ-ㄆㄣ-ㄨㄜㄦㄉ | theme=games | stage=2
 3454 | retro                          | 復古                             | 🕹️       | chunks=['ret', 'ro'] | py=ㄌㄝㄊ-ㄌㄛ | theme=games | stage=2
 3455 | arcade                         | 街機                             | 🕹️       | chunks=['ar', 'cade'] | py=ㄚㄦ-ㄎㄝㄉ | theme=games | stage=2
 3456 | mahjong                        | 麻將                             | 🀄        | chunks=['mah', 'jong'] | py=ㄇㄚ-ㄓㄚㄥ | theme=games | stage=1
 3457 | poker                          | 撲克                             | 🃏        | chunks=['po', 'ker'] | py=ㄆㄛ-ㄎㄜ | theme=games | stage=1 base=poke
 3458 | blackjack                      | 21點                            | 🃏        | chunks=['black', 'jack'] | py=ㄅㄌㄚㄎ-ㄐㄚㄎ | theme=games | stage=2
 3459 | solitaire                      | 接龍                             | 🃏        | chunks=['sol', 'i', 'taire'] | py=ㄙㄚ-ㄌㄜ-ㄊㄝㄜ | theme=games | stage=2
 3460 | bingo                          | 賓果                             | 🎯        | chunks=['bin', 'go'] | py=ㄅㄧㄥ-ㄍㄛ | theme=games | stage=1
 3461 | charades                       | 比手畫腳                           | 🎭        | chunks=['cha', 'rades'] | py=ㄒㄜ-ㄌㄝㄉㄗ | theme=games | stage=3
 3462 | scrabble                       | 拼字遊戲                           | 🔤        | chunks=['scrab', 'ble'] | py=ㄙㄎㄌㄚ-ㄅㄜ | theme=games | stage=3
 3463 | sudoku                         | 數獨                             | 🔢        | chunks=['su', 'do', 'ku'] | py=ㄙㄨ-ㄉㄛ-ㄎㄨ | theme=games | stage=1
 3464 | hangman                        | 猜字                             | 🪢        | chunks=['hang', 'man'] | py=ㄏㄚㄥ-ㄇㄢ | theme=games | stage=2
 3465 | tournament                     | 錦標賽                            | 🏆        | chunks=['tour', 'na', 'ment'] | py=ㄊㄨㄦ-ㄋㄜ-ㄇㄣㄊ | theme=games | stage=2
 3466 | replay                         | 重玩                             | 🔁        | chunks=['re', 'play'] | py=ㄌㄧ-ㄆㄌㄟ | theme=games | stage=2
 3467 | film                           | 電影                             | 🎬        | chunks=['f', 'ilm'] | py=ㄈㄧㄦㄇ | theme=movies-tv | stage=0
 3468 | movie                          | 電影                             | 🎬        | chunks=['mov', 'ie'] | py=ㄇㄨ-ㄈㄧ | theme=movies-tv | stage=0
 3469 | screening                      | 放映                             | 🎬        | chunks=['screen', 'ing'] | py=ㄙㄎㄌㄧㄣ-ㄧㄥ | theme=movies-tv | stage=2 base=screen
 3470 | premier                        | 總理、首映(premiere)                | 🎬        | chunks=['pre', 'mier'] | py=ㄆㄌㄧ-ㄇㄧㄜ | theme=movies-tv | stage=2
 3471 | trailer                        | 預告片                            | 🎬        | chunks=['trai', 'ler'] | py=ㄊㄌㄝ-ㄌㄜ | theme=movies-tv | stage=1 base=trail
 3472 | sequel                         | 續集                             | ▶️       | chunks=['se', 'quel'] | py=ㄒㄧ-ㄎㄨㄝㄦ | theme=movies-tv | stage=2
 3473 | prequel                        | 前傳                             | ◀️       | chunks=['pre', 'quel'] | py=ㄆㄌㄧ-ㄎㄨㄝㄦ | theme=movies-tv | stage=2
 3474 | spinoff                        | 衍生作                            | 🔄        | chunks=['spin', 'off'] | py=ㄙㄆㄧㄣ-ㄛㄈ | theme=movies-tv | stage=3
 3475 | remake                         | 翻拍                             | 🔄        | chunks=['re', 'make'] | py=ㄌㄧ-ㄇㄝㄎ | theme=movies-tv | stage=2
 3476 | reboot                         | 重啟                             | 🔄        | chunks=['re', 'boot'] | py=ㄌㄧ-ㄅㄨㄊ | theme=movies-tv | stage=2
 3477 | genre                          | 類型                             | 📚        | chunks=['gen', 're'] | py=ㄓㄚㄣ-ㄌㄜ | theme=movies-tv | stage=2
 3478 | comedy                         | 喜劇                             | 😂        | chunks=['com', 'e', 'dy'] | py=ㄎㄚ-ㄇㄜ-ㄉㄧ | theme=movies-tv | stage=1
 3479 | tragedy                        | 悲劇                             | 😢        | chunks=['trag', 'e', 'dy'] | py=ㄊㄌㄚ-ㄐㄜ-ㄉㄧ | theme=movies-tv | stage=1
 3480 | thriller                       | 驚悚片                            | 😱        | chunks=['thril', 'ler'] | py=ㄙㄌㄧ-ㄌㄜ | theme=movies-tv | stage=1 base=thrill
 3481 | horror                         | 恐怖片                            | 👻        | chunks=['hor', 'ror'] | py=ㄏㄛ-ㄌㄜ | theme=movies-tv | stage=1
 3482 | mystery                        | 懸疑                             | 🕵️       | chunks=['mys', 'ter', 'y'] | py=ㄇㄧㄙ-ㄊㄜ-ㄌㄧ | theme=movies-tv | stage=1
 3483 | action                         | 動作片                            | 💥        | chunks=['ac', 'tion'] | py=ㄚㄎ-ㄒㄣ | theme=movies-tv | stage=1 base=act
 3484 | scifi                          | 科幻                             | 🚀        | chunks=['sci', 'fi'] | py=ㄙㄞ-ㄈㄞ | theme=movies-tv | stage=1
 3485 | fantasy                        | 奇幻                             | 🧙        | chunks=['fan', 'ta', 'sy'] | py=ㄈㄚㄣ-ㄊㄜ-ㄒㄧ | theme=movies-tv | stage=1
 3486 | documentary                    | 紀錄片                            | 🎬        | chunks=['doc', 'u', 'men', 'ta', 'ry'] | py=ㄉㄚ-ㄐㄨ-ㄇㄣ-ㄊㄜ-ㄌㄧ | theme=movies-tv | stage=1
 3487 | biopic                         | 傳記片                            | 🎬        | chunks=['bi', 'o', 'pic'] | py=ㄅㄞ-ㄛ-ㄆㄧㄎ | theme=movies-tv | stage=3
 3488 | animation                      | 動畫                             | 🎞️       | chunks=['an', 'i', 'ma', 'tion'] | py=ㄚ-ㄋㄜ-ㄇㄝ-ㄒㄣ | theme=movies-tv | stage=1 base=animate
 3489 | musical                        | 音樂劇                            | 🎭        | chunks=['mu', 'si', 'cal'] | py=ㄇㄧㄨ-ㄗㄜ-ㄎㄜ | theme=movies-tv | stage=1 base=music
 3490 | western                        | 西部片                            | 🤠        | chunks=['west', 'ern'] | py=ㄨㄝㄙ-ㄊㄣ | theme=movies-tv | stage=2
 3491 | screenwriter                   | 編劇                             | ✍️       | chunks=['screen', 'writ', 'er'] | py=ㄙㄎㄌㄧㄣ-ㄌㄞㄊ-ㄜ | theme=movies-tv | stage=2
 3492 | cinematographer                | 攝影指導                           | 🎥        | chunks=['cin', 'e', 'ma', 'tog', 'ra', 'pher'] | py=ㄒㄧ-ㄋㄜ-ㄇㄚ-ㄊㄚ-ㄍㄌㄚ-ㄈㄜ | theme=movies-tv | stage=3
 3493 | soundtrack                     | 原聲帶                            | 🎵        | chunks=['sound', 'track'] | py=ㄙㄠㄣㄉ-ㄊㄌㄚㄎ | theme=movies-tv | stage=2
 3494 | casting                        | 選角                             | 🎭        | chunks=['cast', 'ing'] | py=ㄎㄚㄙㄊ-ㄧㄥ | theme=movies-tv | stage=2 base=cast
 3495 | cast                           | 演員陣容                           | 🎭        | chunks=['c', 'ast'] | py=ㄎㄚㄙㄊ | theme=movies-tv | stage=2 base=cast [有易混提示]
 3496 | crew                           | 劇組                             | 🎬        | chunks=['cr', 'ew'] | py=ㄎㄌㄨ | theme=movies-tv | stage=2
 3497 | lead                           | 主角                             | ⭐        | chunks=['l', 'ead'] | py=ㄌㄧㄉ | theme=movies-tv | stage=1 [有易混提示]
