# 字 6000-6499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 6360 | holder                         | 持有者                            | 👨‍⚕️     | chunks=['hol', 'der'] | py=ㄏㄚ-ㄉㄜ | theme=jobs | stage=2 base=hold
 6361 | homesick                       | 懷鄉病的                           | 🎨        | chunks=['ho', 'me', 'sick'] | py=ㄏㄚ-ㄇㄝ-ㄒㄧㄎ | theme=adjectives | stage=2
 6362 | hop                            | 單足跳                            | 🏃        | chunks=['h', 'op'] | py=ㄝㄑ-ㄚㄆ | theme=actions | stage=2
 6363 | hum                            | 發嗡嗡聲                           | 🏃        | chunks=['h', 'um'] | py=ㄝㄑ-ㄜㄇ | theme=actions | stage=2
 6364 | humor                          | 幽默感                            | 🏃        | chunks=['hu', 'mor'] | py=ㄏㄧㄨ-ㄇㄜ | theme=actions | stage=2
 6365 | hunger                         | 飢餓                             | 🏃        | chunks=['hun', 'ger'] | py=ㄏㄚㄣ-ㄍㄜ | theme=actions | stage=2
 6366 | hunt                           | 追獵                             | 🏃        | chunks=['h', 'unt'] | py=ㄝㄑ-ㄚㄋㄊ | theme=actions | stage=2
 6367 | hunter                         | 獵人                             | 👨‍⚕️     | chunks=['hun', 'ter'] | py=ㄏㄚㄣ-ㄊㄜ | theme=jobs | stage=2 base=hunt
 6368 | hurry                          | 催促                             | 🏃        | chunks=['hur', 'ry'] | py=ㄏㄜ-ㄌㄧ | theme=actions | stage=2
 6369 | ignore                         | 忽視                             | 🏃        | chunks=['ig', 'no', 're'] | py=ㄧㄍ-ㄋㄛ-ㄌㄧ | theme=actions | stage=2
 6370 | ill                            | 生病的                            | 🎨        | chunks=['il', 'l'] | py=ㄧ-ㄝㄦ | theme=adjectives | stage=2
 6371 | imagine                        | 想像                             | 🎨        | chunks=['i', 'ma', 'gi', 'ne'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄧ | theme=adjectives | stage=2
 6372 | importance                     | 重要性                            | 🎓        | chunks=['im', 'por', 'tan', 'ce'] | py=ㄧㄇ-ㄆㄜ-ㄊㄢ-ㄙㄜ | theme=academic-words | stage=2 base=important
 6373 | include                        | 包含                             | 🏃        | chunks=['in', 'clu', 'de'] | py=ㄧㄣ-ㄎㄌㄨ-ㄉㄧ | theme=actions | stage=2
 6374 | increase                       | 增加                             | 🏃        | chunks=['in', 'crea', 'se'] | py=ㄧㄣ-ㄎㄖㄧ-ㄙㄜ | theme=actions | stage=2
 6375 | influence                      | 影響                             | 🎓        | chunks=['in', 'fluen', 'ce'] | py=ㄧㄣ-ㄈㄌㄩㄋ-ㄙㄜ | theme=academic-words | stage=2
 6376 | insect                         | 昆蟲                             | 🐾        | chunks=['in', 'sect'] | py=ㄧㄣ-ㄙㄝㄎㄊ | theme=animals | stage=2
 6377 | insist                         | 堅持                             | 🏃        | chunks=['in', 'sist'] | py=ㄧㄣ-ㄙㄧㄙㄊ | theme=actions | stage=2
 6378 | introduce                      | 介紹                             | 🏃        | chunks=['in', 'tro', 'du', 'ce'] | py=ㄧㄣ-ㄊㄌㄛ-ㄉㄨ-ㄙㄜ | theme=actions | stage=2
 6379 | invent                         | 發明                             | 🎨        | chunks=['in', 'vent'] | py=ㄧㄣ-ㄈㄣㄊ | theme=adjectives | stage=2
 6380 | invite                         | 邀請                             | 🏃        | chunks=['in', 'vi', 'te'] | py=ㄧㄣ-ㄈㄞ-ㄊㄧ | theme=actions | stage=2
 6381 | jeep                           | 吉普車                            | 🏃        | chunks=['j', 'eep'] | py=ㄐ-ㄧㄆ | theme=actions | stage=2
 6382 | jog                            | 慢跑                             | 🏃        | chunks=['j', 'og'] | py=ㄐ-ㄚ | theme=sports | stage=2
 6383 | catsup                         | 番茄醬                            | 🍅        | chunks=['cat', 'sup'] | py=ㄎㄚ-ㄙㄜ | theme=food | stage=3
 6384 | knock                          | 敲、敲門                           | 🏃        | chunks=['kn', 'ock'] | py=ㄎㄋ-ㄛㄎ | theme=actions | stage=2
 6385 | language                       | 語言                             | 🏃        | chunks=['lan', 'gua', 'ge'] | py=ㄌㄢ-ㄍㄨㄚ-ㄐㄧ | theme=actions | stage=2
 6386 | lantern                        | 燈籠                             | 🛋️       | chunks=['lan', 'tern'] | py=ㄌㄢ-ㄊㄜㄣ | theme=home-items | stage=2
 6387 | lap                            | 重疊部分                           | 🏃        | chunks=['l', 'ap'] | py=ㄝㄦ-ㄚ | theme=actions | stage=2 [有易混提示]
 6388 | leadership                     | 領導                             | 🎓        | chunks=['lea', 'der', 'ship'] | py=ㄌㄝ-ㄉㄜ-ㄒㄧㄆ | theme=academic-words | stage=2 base=leader
 6389 | lend                           | 把……借給                          | 🏃        | chunks=['l', 'end'] | py=ㄝㄦ-ㄝㄣㄉ | theme=actions | stage=2 [有易混提示]
 6390 | lick                           | 舔                              | 🏃        | chunks=['l', 'ick'] | py=ㄝㄦ-ㄧㄎ | theme=actions | stage=2
 6391 | limit                          | 界限、限制                          | 🏃        | chunks=['li', 'mit'] | py=ㄌㄧ-ㄇㄧㄊ | theme=actions | stage=2
 6392 | listener                       | 傾聽者                            | 👨‍⚕️     | chunks=['lis', 'te', 'ner'] | py=ㄌㄧㄙ-ㄊㄧ-ㄋㄜ | theme=jobs | stage=2 base=listen
 6393 | loaf                           | 一條                             | 🍞        | chunks=['l', 'oaf'] | py=ㄝㄦ-ㄛㄈ | theme=food | stage=2
 6394 | local                          | 地方性的                           | 🎨        | chunks=['lo', 'cal'] | py=ㄌㄛ-ㄎㄜ | theme=adjectives | stage=2
 6395 | lock                           | 鎖                              | 🏃        | chunks=['l', 'ock'] | py=ㄝㄦ-ㄛㄎ | theme=actions | stage=2
 6396 | log                            | 圓木                             | 🏃        | chunks=['l', 'og'] | py=ㄝㄦ-ㄚ | theme=actions | stage=2
 6397 | lovely                         | 可愛的                            | 💁        | chunks=['lo', 've', 'ly'] | py=ㄌㄛ-ㄈㄜ-ㄌㄧ | theme=appearance | stage=2 base=love
 6398 | lower                          | 較低的                            | 🎨        | chunks=['lo', 'wer'] | py=ㄌㄛ-ㄜ | theme=adjectives | stage=2 base=low
 6399 | luck                           | 運氣                             | 🏃        | chunks=['l', 'uck'] | py=ㄝㄦ-ㄚㄎ | theme=actions | stage=2
 6400 | magic                          | 魔法                             | ✨        | chunks=['ma', 'gic'] | py=ㄇㄚ-ㄐㄧㄎ | theme=law | stage=2
 6401 | magician                       | 魔術師                            | 👨‍⚕️     | chunks=['ma', 'gi', 'cian'] | py=ㄇㄚ-ㄐㄜ-ㄒㄢ | theme=jobs | stage=2
 6402 | main                           | 主要的                            | 🎨        | chunks=['m', 'ain'] | py=ㄝㄇ-ㄟㄋ | theme=adjectives | stage=2 [有易混提示]
 6403 | male                           | 男性                             | 🏃        | chunks=['ma', 'le'] | py=ㄇㄚ-ㄌㄧ | theme=actions | stage=2 [有易混提示]
 6404 | manner                         | 方法                             | 🛠️       | chunks=['man', 'ner'] | py=ㄇㄢ-ㄋㄜ | theme=law | stage=2
 6405 | mark                           | 痕跡、標記                          | 🏃        | chunks=['m', 'ark'] | py=ㄝㄇ-ㄚㄜㄎ | theme=actions | stage=2
 6406 | mask                           | 假面具                            | 🏃        | chunks=['m', 'ask'] | py=ㄝㄇ-ㄚㄙㄎ | theme=actions | stage=2
 6407 | means                          | 手段                             | 🏃        | chunks=['m', 'eans'] | py=ㄝㄇ-ㄧㄋㄙ | theme=actions | stage=2
 6408 | measurable                     | 可測量的                           | 🎨        | chunks=['mea', 'su', 'rab', 'le'] | py=ㄇㄧ-ㄙㄨ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=2 base=measure
 6409 | memory                         | 記憶                             | 🎨        | chunks=['me', 'mo', 'ry'] | py=ㄇㄝ-ㄇㄛ-ㄌㄧ | theme=adjectives | stage=2
 6410 | message                        | 消息                             | 🏃        | chunks=['mes', 'sa', 'ge'] | py=ㄇㄝㄙ-ㄙㄚ-ㄐㄧ | theme=actions | stage=2
 6411 | military                       | 軍事的                            | 🎨        | chunks=['mi', 'li', 'ta', 'ry'] | py=ㄇㄞ-ㄌㄧ-ㄊㄝ-ㄌㄧ | theme=adjectives | stage=2
 6412 | mix                            | 混和                             | 🏃        | chunks=['m', 'ix'] | py=ㄝㄇ-ㄧㄎㄙ | theme=actions | stage=2
 6413 | monster                        | 怪物                             | 🏃        | chunks=['mon', 'ster'] | py=ㄇㄚ-ㄙㄉㄜ | theme=actions | stage=2
 6414 | motion                         | 姿態                             | 🎓        | chunks=['mo', 'tion'] | py=ㄇㄛ-ㄒㄣ | theme=academic-words | stage=2
 6415 | movable                        | 可移動的                           | 🎨        | chunks=['mo', 'vab', 'le'] | py=ㄇㄛ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=2 base=move
 6416 | mule                           | 騾                              | 🦓        | chunks=['mu', 'le'] | py=ㄇㄧㄨ-ㄌㄧ | theme=actions | stage=2
 6417 | naked                          | 裸體的                            | 🎨        | chunks=['na', 'ked'] | py=ㄋㄚ-ㄎㄝㄉ | theme=adjectives | stage=2
 6418 | national                       | 全國性的                           | 🌍        | chunks=['na', 'tio', 'nal'] | py=ㄋㄚ-ㄒㄛ-ㄋㄦ | theme=countries | stage=2 base=nation
 6419 | natural                        | 自然的                            | 🌳        | chunks=['na', 'tu', 'ral'] | py=ㄋㄚ-ㄑㄨ-ㄦ | theme=nature | stage=2 base=nature
 6420 | naughty                        | 頑皮的                            | 🎨        | chunks=['naug', 'hty'] | py=ㄋㄛㄍ-ㄏㄊㄧ | theme=adjectives | stage=2
 6421 | necessary                      | 必要的                            | 🎨        | chunks=['ne', 'ces', 'sa', 'ry'] | py=ㄋㄧ-ㄙㄝ-ㄙㄚ-ㄌㄧ | theme=adjectives | stage=2
 6422 | necklace                       | 項鍊                             | 📿        | chunks=['nec', 'kla', 'ce'] | py=ㄋㄝㄎ-ㄎㄌㄚ-ㄙㄜ | theme=actions | stage=2
 6423 | needle                         | 針                              | 🏃        | chunks=['need', 'le'] | py=ㄋㄧㄉ-ㄌㄧ | theme=actions | stage=2
 6424 | negative                       | 否定的                            | 🎨        | chunks=['ne', 'ga', 'ti', 've'] | py=ㄋㄧ-ㄍㄚ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=2 base=negate
 6425 | nest                           | 巢                              | 🏃        | chunks=['n', 'est'] | py=ㄝㄣ-ㄝㄙㄊ | theme=actions | stage=2
 6426 | net                            | 網                              | 🏃        | chunks=['n', 'et'] | py=ㄝㄣ-ㄝㄊ | theme=actions | stage=2
 6427 | nod                            | 點頭                             | 🦵        | chunks=['n', 'od'] | py=ㄝㄣ-ㄚㄉ | theme=body | stage=2
 6428 | noodle                         | 麵條                             | 🍜        | chunks=['nood', 'le'] | py=ㄋㄨㄉ-ㄌㄧ | theme=food | stage=2
 6429 | northern                       | 北方的                            | 🧭        | chunks=['nor', 'thern'] | py=ㄋㄜ-ㄒㄜㄋ | theme=directions | stage=2
 6430 | obey                           | 服從                             | 🏃        | chunks=['o', 'bey'] | py=ㄛ-ㄅㄧ | theme=actions | stage=2
 6431 | official                       | 官方的                            | 🎨        | chunks=['of', 'fi', 'cial'] | py=ㄚㄈ-ㄈㄜ-ㄒㄦ | theme=adjectives | stage=2 base=office
 6432 | omit                           | 省略                             | 🏃        | chunks=['o', 'mit'] | py=ㄛ-ㄇㄧㄊ | theme=actions | stage=2
 6433 | operate                        | 營運                             | 🏃        | chunks=['o', 'pe', 'ra', 'te'] | py=ㄛ-ㄆㄜ-ㄌㄚ-ㄊㄧ | theme=actions | stage=2
 6434 | organization                   | 機構                             | 🎓        | chunks=['or', 'ga', 'ni', 'za', 'tion'] | py=ㄛㄦ-ㄍㄚ-ㄋㄜ-ㄗㄝ-ㄒㄣ | theme=academic-words | stage=2 base=organize
 6435 | organize                       | 組織                             | 🏃        | chunks=['or', 'ga', 'ni', 'ze'] | py=ㄛㄦ-ㄍㄚ-ㄋㄜ-ㄗㄧ | theme=actions | stage=2 base=organ
 6436 | overpass                       | 越過                             | 🏃        | chunks=['o', 'ver', 'pass'] | py=ㄛ-ㄈㄜ-ㄆㄚㄙ | theme=actions | stage=2
 6437 | ox                             | 公牛                             | 🐂        | chunks=['o', 'x'] | py=ㄛ-ㄝㄎㄙ | theme=animals | stage=2
 6438 | pack                           | 包                              | 🏃        | chunks=['p', 'ack'] | py=ㄆㄧ-ㄚ | theme=actions | stage=2 [有易混提示]
 6439 | painful                        | 疼痛的                            | 🎨        | chunks=['pain', 'ful'] | py=ㄆㄟㄣ-ㄈㄜ | theme=adjectives | stage=2 base=pain
 6440 | pardon                         | 原諒                             | 🏃        | chunks=['par', 'don'] | py=ㄆㄚㄦ-ㄉㄣ | theme=actions | stage=2
 6441 | passenger                      | 乘客                             | 🚗        | chunks=['pas', 'sen', 'ger'] | py=ㄆㄚㄙ-ㄙㄝㄣ-ㄍㄜ | theme=transportation | stage=2
 6442 | paste                          | 用漿糊黏貼糊狀物                       | 🏃        | chunks=['pas', 'te'] | py=ㄆㄚㄙ-ㄊㄧ | theme=actions | stage=2
 6443 | pat                            | 輕拍                             | 🏃        | chunks=['p', 'at'] | py=ㄆㄧ-ㄚ | theme=actions | stage=2
 6444 | pattern                        | 圖案                             | 🏃        | chunks=['pat', 'tern'] | py=ㄆㄚ-ㄊㄜㄣ | theme=actions | stage=2
 6445 | per                            | 透過                             | 🏃        | chunks=['p', 'er'] | py=ㄆㄧ-ㄜ | theme=actions | stage=2
 6446 | personal                       | 私人的                            | 🎨        | chunks=['per', 'so', 'nal'] | py=ㄆㄜ-ㄙㄛ-ㄋㄦ | theme=adjectives | stage=2 base=person
 6447 | pin                            | 大頭針釘住                          | 📌        | chunks=['p', 'in'] | py=ㄆㄧ-ㄧㄣ | theme=body | stage=2
 6448 | pipe                           | 管                              | 🏃        | chunks=['pi', 'pe'] | py=ㄆㄧ-ㄆㄜ | theme=actions | stage=2
 6449 | pitch                          | 音高扔                            | ⚾        | chunks=['p', 'itch'] | py=ㄆㄧ-ㄧㄊㄔ | theme=appearance | stage=2
 6450 | playful                        | 愛玩耍的                           | 🎨        | chunks=['play', 'ful'] | py=ㄆㄌㄟ-ㄈㄜ | theme=adjectives | stage=2 base=play
 6451 | pleasant                       | 舒適的                            | 🎨        | chunks=['plea', 'sant'] | py=ㄆㄌㄧ-ㄙㄚㄋㄊ | theme=adjectives | stage=2 base=please
 6452 | pleasure                       | 愉快                             | 🎓        | chunks=['plea', 'su', 're'] | py=ㄆㄌㄧ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=2 base=please
 6453 | popular                        | 大眾的                            | 🎨        | chunks=['po', 'pu', 'lar'] | py=ㄆㄛ-ㄆㄧㄨ-ㄌㄜ | theme=adjectives | stage=2
 6454 | possibility                    | 可能性                            | 🎓        | chunks=['pos', 'si', 'bi', 'li', 'ty'] | py=ㄆㄚ-ㄗㄜ-ㄅㄞ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2 base=possible
 6455 | powerful                       | 強大的                            | 🎨        | chunks=['po', 'wer', 'ful'] | py=ㄆㄛ-ㄜ-ㄈㄜ | theme=adjectives | stage=2 base=power
 6456 | praise                         | 讚揚                             | 🏃        | chunks=['prai', 'se'] | py=ㄆㄌㄝ-ㄙㄜ | theme=actions | stage=2
 6457 | presence                       | 出席                             | 🎓        | chunks=['pre', 'sen', 'ce'] | py=ㄆㄌㄧ-ㄙㄝㄣ-ㄙㄜ | theme=academic-words | stage=2 base=present
 6458 | pride                          | 得意                             | 🏃        | chunks=['pri', 'de'] | py=ㄆㄌㄞ-ㄉㄧ | theme=actions | stage=2
 6459 | prisoner                       | 囚犯                             | 🏃        | chunks=['pri', 'so', 'ner'] | py=ㄆㄌㄞ-ㄙㄛ-ㄋㄜ | theme=crime | stage=2 base=prison
 6460 | private                        | 私人的                            | 🎨        | chunks=['pri', 'va', 'te'] | py=ㄆㄌㄞ-ㄈㄚ-ㄊㄧ | theme=adjectives | stage=2
 6461 | prize                          | 獎賞                             | 🏃        | chunks=['pri', 'ze'] | py=ㄆㄌㄞ-ㄗㄧ | theme=actions | stage=2
 6462 | produce                        | 出產、農產品                         | 🏃        | chunks=['pro', 'du', 'ce'] | py=ㄆㄜ-ㄉㄨ-ㄙㄜ | theme=actions | stage=2 [有易混提示]
 6463 | progress                       | 進行、進步                          | 🏃        | chunks=['prog', 'ress'] | py=ㄆㄖㄛㄍ-ㄖㄝㄙㄙ | theme=actions | stage=2 [有易混提示]
 6464 | promise                        | 承諾                             | 🏃        | chunks=['pro', 'mi', 'se'] | py=ㄆㄜ-ㄇㄞ-ㄙㄜ | theme=actions | stage=2
 6465 | pronounce                      | 發音                             | 🏃        | chunks=['pro', 'noun', 'ce'] | py=ㄆㄜ-ㄋㄠㄋ-ㄙㄜ | theme=actions | stage=2
 6466 | protect                        | 保護                             | 🏃        | chunks=['pro', 'tect'] | py=ㄆㄜ-ㄊㄝㄎㄊ | theme=actions | stage=2
 6467 | provide                        | 提供                             | 🏃        | chunks=['pro', 'vi', 'de'] | py=ㄆㄜ-ㄈㄞ-ㄉㄧ | theme=actions | stage=2
 6468 | pump                           | 打氣                             | 🏃        | chunks=['p', 'ump'] | py=ㄆㄧ-ㄚㄇㄆ | theme=actions | stage=2
 6469 | puppet                         | 木偶                             | 🏃        | chunks=['pup', 'pet'] | py=ㄆㄚㄆ-ㄆㄝㄊ | theme=actions | stage=2
 6470 | puppy                          | 小狗                             | 🐶        | chunks=['pup', 'py'] | py=ㄆㄚㄆ-ㄆㄧ | theme=animals | stage=2
 6471 | quantity                       | 數量                             | 🎓        | chunks=['quan', 'ti', 'ty'] | py=ㄎㄨㄢ-ㄊㄜ-ㄊㄧ | theme=academic-words | stage=2
 6472 | quit                           | 退出                             | 🏃        | chunks=['q', 'uit'] | py=ㄎㄧㄨ-ㄨㄊ | theme=actions | stage=2 base=quit
 6473 | rapid                          | 迅速的                            | 🎨        | chunks=['ra', 'pid'] | py=ㄌㄚ-ㄆㄜㄉ | theme=adjectives | stage=2
 6474 | reality                        | 現實                             | 🎓        | chunks=['rea', 'li', 'ty'] | py=ㄌㄝ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
 6475 | realize                        | 了解                             | 🏃        | chunks=['rea', 'li', 'ze'] | py=ㄌㄝ-ㄌㄧ-ㄗㄧ | theme=actions | stage=2 base=real
 6476 | refrigerator                   | 冰箱                             | 🏃        | chunks=['ref', 'ri', 'ge', 'ra', 'tor'] | py=ㄌㄝ-ㄌㄧ-ㄐㄧ-ㄌㄚ-ㄊㄜ | theme=actions | stage=2
 6477 | icebox                         | 冰箱                             | 🏃        | chunks=['i', 'ce', 'box'] | py=ㄌㄜ-ㄙㄜ-ㄅㄚㄎㄙ | theme=actions | stage=3
 6478 | refuse                         | 拒絕                             | 🏃        | chunks=['re', 'fu', 'se'] | py=ㄌㄧ-ㄈㄧㄨ-ㄙㄜ | theme=actions | stage=2 [有易混提示]
 6479 | regard                         | 關心、注重                          | 🏃        | chunks=['re', 'gard'] | py=ㄌㄧ-ㄍㄚㄦㄉ | theme=actions | stage=2
 6480 | regular                        | 有規律的                           | 🎨        | chunks=['re', 'gu', 'lar'] | py=ㄌㄧ-ㄍㄧㄨ-ㄌㄜ | theme=adjectives | stage=2
 6481 | relation                       | 關係                             | 💞        | chunks=['re', 'la', 'tion'] | py=ㄌㄧ-ㄌㄚ-ㄒㄣ | theme=relationships | stage=2 base=relate
 6482 | relationship                   | 關係                             | 💞        | chunks=['re', 'la', 'tion', 'ship'] | py=ㄌㄧ-ㄌㄚ-ㄒㄣ-ㄒㄧㄆ | theme=relationships | stage=2
 6483 | repeat                         | 重複                             | 🏃        | chunks=['re', 'peat'] | py=ㄌㄧ-ㄆㄧㄊ | theme=actions | stage=2
 6484 | reply                          | 答覆                             | 💬        | chunks=['rep', 'ly'] | py=ㄌㄝ-ㄌㄧ | theme=sight-words | stage=2
 6485 | respect                        | 敬重                             | 🏃        | chunks=['res', 'pect'] | py=ㄌㄝㄙ-ㄙㄆㄝㄎㄊ | theme=actions | stage=2
 6486 | responsible                    | 負責任的                           | 🎨        | chunks=['res', 'pon', 'sib', 'le'] | py=ㄌㄝㄙ-ㄆㄚㄣ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=2 base=response
 6487 | restroom                       | 洗手間                            | 🏃        | chunks=['res', 'troom'] | py=ㄌㄝㄙ-ㄊㄖㄨㄇ | theme=actions | stage=2
 6488 | rest room                      | 洗手間                            | 🔗        | chunks=['rest', 'room'] | py=ㄖㄝㄙㄊ-ㄖㄨㄇ | theme=phrasal-verbs | stage=2
 6489 | riches                         | 財富                             | 🏃        | chunks=['ric', 'hes'] | py=ㄌㄧㄎ-ㄏㄝ | theme=actions | stage=2
 6490 | rocky                          | 多岩石的                           | 🌳        | chunks=['roc', 'ky'] | py=ㄌㄚ-ㄎㄧ | theme=nature | stage=2 base=rock
 6491 | runner                         | 跑步者                            | ⚽        | chunks=['run', 'ner'] | py=ㄌㄚㄣ-ㄋㄜ | theme=sports | stage=2 base=run
 6492 | rush                           | 奔                              | 🏃        | chunks=['r', 'ush'] | py=ㄚㄦ-ㄚㄒ | theme=actions | stage=2
 6493 | safety                         | 安全                             | 🏃        | chunks=['sa', 'fe', 'ty'] | py=ㄙㄚ-ㄈㄧ-ㄊㄧ | theme=actions | stage=2 base=safe
 6494 | satisfy                        | 使滿意                            | 🏃        | chunks=['sa', 'tis', 'fy'] | py=ㄙㄚ-ㄊㄜㄙ-ㄈㄞ | theme=actions | stage=2
 6495 | scissors                       | 剪刀                             | ✂️       | chunks=['scis', 'sors'] | py=ㄙㄎㄧㄙ-ㄙㄛㄜㄙ | theme=kitchen-utensils | stage=2
 6496 | selection                      | 選拔                             | 🎓        | chunks=['se', 'lec', 'tion'] | py=ㄙㄜ-ㄌㄝㄎ-ㄒㄣ | theme=academic-words | stage=2 base=select
 6497 | servant                        | 僕人                             | 🎨        | chunks=['ser', 'vant'] | py=ㄗㄜ-ㄨㄣㄊ | theme=adjectives | stage=2
 6498 | shell                          | 殼                              | 🏃        | chunks=['sh', 'ell'] | py=ㄒ-ㄝㄌㄌ | theme=actions | stage=2
 6499 | shock                          | 衝撞                             | 🏃        | chunks=['sh', 'ock'] | py=ㄒ-ㄛㄎ | theme=actions | stage=2
