# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9551 | answerable                     | 有責任的                           | 🎨        | chunks=['an', 'swe', 'rab', 'le'] | py=ㄢ-ㄙㄨㄧ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=answer
 9552 | appealing                      | 吸引人的                           | 🎨        | chunks=['ap', 'pea', 'ling'] | py=ㄚ-ㄆㄧ-ㄌㄧㄥ | theme=adjectives | stage=3
 9553 | archaic                        | 古老的                            | 🎨        | chunks=['ar', 'chaic'] | py=ㄚㄦ-ㄔㄟㄎ | theme=adjectives | stage=3
 9554 | arid                           | 乾旱的                            | 🎨        | chunks=['a', 'rid'] | py=ㄜ-ㄌㄧ | theme=adjectives | stage=3
 9555 | aromatic                       | 芳香的                            | 🎨        | chunks=['a', 'ro', 'ma', 'tic'] | py=ㄜ-ㄌㄛ-ㄇㄚ-ㄊㄧㄎ | theme=adjectives | stage=3
 9556 | assertive                      | 果斷的                            | 🎨        | chunks=['as', 'ser', 'ti', 've'] | py=ㄚ-ㄗㄜ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=3 base=assert
 9557 | astonishing                    | 驚人的                            | 🎨        | chunks=['as', 'to', 'nis', 'hing'] | py=ㄚ-ㄊㄛ-ㄋㄧㄙ-ㄏㄧㄥ | theme=adjectives | stage=3
 9558 | astronomical                   | 天文的                            | 🎨        | chunks=['as', 'tro', 'no', 'mi', 'cal'] | py=ㄚ-ㄊㄌㄛ-ㄋㄛ-ㄇㄞ-ㄎㄜ | theme=adjectives | stage=3
 9559 | audible                        | 可聽見的                           | 🎨        | chunks=['au', 'dib', 'le'] | py=ㄛ-ㄉㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9560 | autonomous                     | 自治的                            | 🎨        | chunks=['au', 'to', 'no', 'mous'] | py=ㄛ-ㄊㄛ-ㄋㄛ-ㄇㄚㄙ | theme=adjectives | stage=3
 9561 | mindful                        | 留心的                            | 🎨        | chunks=['min', 'dful'] | py=ㄇㄧ-ㄉㄈㄚㄛ | theme=adjectives | stage=3 base=mind
 9562 | purposeful                     | 有目的的                           | 🎨        | chunks=['pur', 'po', 'se', 'ful'] | py=ㄆㄜ-ㄆㄛ-ㄙㄜ-ㄈㄜ | theme=adjectives | stage=3 base=purpose
 9563 | regretful                      | 後悔的                            | 😞        | chunks=['reg', 'ret', 'ful'] | py=ㄌㄝ-ㄌㄝㄊ-ㄈㄜ | theme=directions | stage=3 base=regret
 9564 | resourceful                    | 足智多謀的                          | 🎨        | chunks=['re', 'sour', 'ce', 'ful'] | py=ㄌㄧ-ㄙㄠㄜ-ㄙㄜ-ㄈㄜ | theme=adjectives | stage=3 base=resource
 9565 | tearful                        | 含淚的                            | 🎨        | chunks=['tear', 'ful'] | py=ㄊㄧㄜ-ㄈㄜ | theme=adjectives | stage=3
 9566 | vengeful                       | 報復的                            | 🎨        | chunks=['ven', 'ge', 'ful'] | py=ㄈㄣ-ㄐㄧ-ㄈㄜ | theme=adjectives | stage=3
 9567 | wakeful                        | 警覺的                            | 🎨        | chunks=['wa', 'ke', 'ful'] | py=ㄨㄛ-ㄎㄟ-ㄈㄜ | theme=adjectives | stage=3 base=wake
 9568 | watchful                       | 警戒的                            | 🎨        | chunks=['watc', 'hful'] | py=ㄨㄚㄊㄎ-ㄏㄈㄚㄛ | theme=adjectives | stage=3 base=watch
 9569 | wishful                        | 渴望的                            | 🎨        | chunks=['wis', 'hful'] | py=ㄨㄧㄗ-ㄏㄈㄚㄛ | theme=adjectives | stage=3 base=wish
 9570 | wrongful                       | 不正當的                           | 🎨        | chunks=['wron', 'gful'] | py=ㄨㄖㄛㄋ-ㄍㄈㄚㄛ | theme=adjectives | stage=3 base=wrong
 9571 | aimless                        | 無目的的                           | 🎨        | chunks=['aim', 'less'] | py=ㄟㄇ-ㄌㄝㄙ | theme=adjectives | stage=3 base=aim
 9572 | blameless                      | 無可指責的                          | 🎨        | chunks=['bla', 'me', 'less'] | py=ㄅㄌㄟ-ㄇㄝ-ㄌㄝㄙ | theme=adjectives | stage=3 base=blame
 9573 | boundless                      | 無邊的                            | 🎨        | chunks=['boun', 'dless'] | py=ㄅㄠㄋ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=bound
 9574 | breathless                     | 喘不過氣的                          | 🎨        | chunks=['breat', 'hless'] | py=ㄅㄖㄧㄊ-ㄏㄌㄝㄙ | theme=adjectives | stage=3 base=breath
 9575 | careless                       | 粗心的                            | 🎨        | chunks=['ca', 're', 'less'] | py=ㄎㄚ-ㄌㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=care
 9576 | childless                      | 無子女的                           | 🎨        | chunks=['chil', 'dless'] | py=ㄑㄧ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=child
 9577 | clueless                       | 毫無頭緒的                          | 🤷        | chunks=['clue', 'less'] | py=ㄎㄌㄩ-ㄌㄝㄙ | theme=body | stage=3 base=clue
 9578 | countless                      | 無數的                            | 🎨        | chunks=['coun', 'tless'] | py=ㄎㄠㄣ-ㄊㄌㄝㄙ | theme=adjectives | stage=3 base=count
 9579 | endless                        | 無盡的                            | 🎨        | chunks=['en', 'dless'] | py=ㄣ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=end
 9580 | fearless                       | 無畏的                            | 🎨        | chunks=['fear', 'less'] | py=ㄈㄧㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=fear
 9581 | flawless                       | 無瑕的                            | 🎨        | chunks=['flaw', 'less'] | py=ㄈㄌㄛ-ㄌㄝㄙ | theme=adjectives | stage=3 base=flaw
 9582 | formless                       | 無形的                            | 🎨        | chunks=['for', 'mless'] | py=ㄈㄛ-ㄇㄌㄝㄙ | theme=adjectives | stage=3 base=form
 9583 | friendless                     | 沒朋友的                           | 🎨        | chunks=['frien', 'dless'] | py=ㄈㄖㄞㄋ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=friend
 9584 | fruitless                      | 徒勞的                            | 🎨        | chunks=['fruit', 'less'] | py=ㄈㄌㄨㄊ-ㄌㄝㄙ | theme=adjectives | stage=3 base=fruit
 9585 | groundless                     | 無根據的                           | 🎨        | chunks=['groun', 'dless'] | py=ㄍㄖㄠㄋ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=ground
 9586 | harmless                       | 無害的                            | 🎨        | chunks=['har', 'mless'] | py=ㄏㄚㄦ-ㄇㄌㄝㄙ | theme=adjectives | stage=3 base=harm
 9587 | helpless                       | 無助的                            | 🎨        | chunks=['hel', 'pless'] | py=ㄏㄝ-ㄆㄌㄝㄙ | theme=adjectives | stage=3 base=help
 9588 | homeless                       | 無家可歸的                          | 🎨        | chunks=['ho', 'me', 'less'] | py=ㄏㄚ-ㄇㄝ-ㄌㄝㄙ | theme=adjectives | stage=3 base=home
 9589 | hopeless                       | 絕望的                            | 🎨        | chunks=['ho', 'pe', 'less'] | py=ㄏㄚ-ㄆㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=hope
 9590 | lifeless                       | 無生命的                           | 🎨        | chunks=['li', 'fe', 'less'] | py=ㄌㄧ-ㄈㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=life
 9591 | lawless                        | 無法無天的、不守法的                     | ⚖️       | chunks=['law', 'less'] | py=ㄌㄛ-ㄌㄝㄙ | theme=law | stage=3 base=law
 9592 | limitless                      | 無限的                            | 🎨        | chunks=['li', 'mit', 'less'] | py=ㄌㄧ-ㄇㄧㄊ-ㄌㄝㄙ | theme=adjectives | stage=3 base=limit
 9593 | meaningless                    | 無意義的                           | 🎨        | chunks=['mea', 'nin', 'gless'] | py=ㄇㄧ-ㄋㄧㄣ-ㄍㄌㄝㄙ | theme=adjectives | stage=3 base=meaning
 9594 | motherless                     | 無母的                            | 🎨        | chunks=['mot', 'her', 'less'] | py=ㄇㄛㄊ-ㄏㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=mother
 9595 | motionless                     | 靜止的                            | 🎨        | chunks=['mo', 'tion', 'less'] | py=ㄇㄛ-ㄒㄣ-ㄌㄝㄙ | theme=adjectives | stage=3 base=motion
 9596 | nameless                       | 無名的                            | 🎨        | chunks=['na', 'me', 'less'] | py=ㄋㄚ-ㄇㄝ-ㄌㄝㄙ | theme=adjectives | stage=3 base=name
 9597 | needless                       | 不必要的                           | 🎨        | chunks=['need', 'less'] | py=ㄋㄧㄉ-ㄌㄝㄙ | theme=adjectives | stage=3 base=need
 9598 | numberless                     | 無數的                            | 🎨        | chunks=['num', 'ber', 'less'] | py=ㄋㄚㄇ-ㄅㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=number
 9599 | odorless                       | 無味的                            | 🎨        | chunks=['o', 'dor', 'less'] | py=ㄛ-ㄉㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=odor
 9600 | painless                       | 無痛的                            | 🎨        | chunks=['pain', 'less'] | py=ㄆㄟㄣ-ㄌㄝㄙ | theme=adjectives | stage=3 base=pain
 9601 | peerless                       | 無比的                            | 🎨        | chunks=['peer', 'less'] | py=ㄆㄧㄖ-ㄌㄝㄙ | theme=adjectives | stage=3 base=peer
 9602 | pointless                      | 無意義的                           | 🎨        | chunks=['poin', 'tless'] | py=ㄆㄛㄧㄣ-ㄊㄌㄝㄙ | theme=adjectives | stage=3 base=point
 9603 | restless                       | 不安的                            | 🎨        | chunks=['res', 'tless'] | py=ㄌㄝㄙ-ㄊㄌㄝㄙ | theme=adjectives | stage=3 base=rest
 9604 | ruthless                       | 無情的                            | 🎨        | chunks=['rut', 'hless'] | py=ㄖㄚㄊ-ㄏㄌㄝㄙ | theme=adjectives | stage=3
 9605 | seamless                       | 無縫的                            | 🎨        | chunks=['seam', 'less'] | py=ㄙㄧㄇ-ㄌㄝㄙ | theme=adjectives | stage=3
 9606 | senseless                      | 無意義的                           | 🎨        | chunks=['sen', 'se', 'less'] | py=ㄙㄝㄣ-ㄙㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=sense
 9607 | shameless                      | 無恥的                            | 🎨        | chunks=['sha', 'me', 'less'] | py=ㄒㄚ-ㄇㄝ-ㄌㄝㄙ | theme=adjectives | stage=3 base=shame
 9608 | sleepless                      | 失眠的                            | 😴        | chunks=['sleep', 'less'] | py=ㄙㄌㄧ-ㄌㄝㄙ | theme=diseases | stage=3 base=sleep
 9609 | soundless                      | 無聲的                            | 🎨        | chunks=['soun', 'dless'] | py=ㄙㄠㄋ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=sound
 9610 | speechless                     | 說不出話的                          | 🎨        | chunks=['speec', 'hless'] | py=ㄙㄆㄧㄎ-ㄏㄌㄝㄙ | theme=adjectives | stage=3 base=speech
 9611 | stainless                      | 不鏽的                            | 🎨        | chunks=['stain', 'less'] | py=ㄙㄊㄟㄋ-ㄌㄝㄙ | theme=adjectives | stage=3 base=stain
 9612 | stateless                      | 無國籍的                           | 🌍        | chunks=['sta', 'te', 'less'] | py=ㄙㄉㄝ-ㄊㄧ-ㄌㄝㄙ | theme=countries | stage=3 base=state
 9613 | tasteless                      | 無味的                            | 🎨        | chunks=['tas', 'te', 'less'] | py=ㄊㄚㄙ-ㄊㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=taste
 9614 | thankless                      | 吃力不討好的                         | 🎨        | chunks=['than', 'kless'] | py=ㄉㄢ-ㄎㄌㄝㄙ | theme=adjectives | stage=3 base=thank
 9615 | timeless                       | 永恆的                            | 🎨        | chunks=['ti', 'me', 'less'] | py=ㄊㄜ-ㄇㄝ-ㄌㄝㄙ | theme=adjectives | stage=3 base=time
 9616 | tireless                       | 不知疲倦的                          | 🎨        | chunks=['ti', 're', 'less'] | py=ㄊㄜ-ㄌㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=tire
 9617 | toothless                      | 沒牙的                            | 🎨        | chunks=['toot', 'hless'] | py=ㄊㄨㄊ-ㄏㄌㄝㄙ | theme=adjectives | stage=3 base=tooth
 9618 | useless                        | 無用的                            | 🎨        | chunks=['u', 'se', 'less'] | py=ㄧㄨ-ㄙㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=use
 9619 | voiceless                      | 沒聲音的                           | 🎨        | chunks=['voi', 'ce', 'less'] | py=ㄨㄛㄧ-ㄙㄜ-ㄌㄝㄙ | theme=adjectives | stage=3 base=voice
 9620 | weightless                     | 無重的                            | 🎨        | chunks=['weigh', 'tless'] | py=ㄨㄝ-ㄊㄌㄝㄙ | theme=adjectives | stage=3 base=weight
 9621 | wordless                       | 無言的                            | 🎨        | chunks=['wor', 'dless'] | py=ㄨㄜ-ㄉㄌㄝㄙ | theme=adjectives | stage=3 base=word
 9622 | worthless                      | 無價值的                           | 🎨        | chunks=['wort', 'hless'] | py=ㄨㄛㄜㄊ-ㄏㄌㄝㄙ | theme=adjectives | stage=3 base=worth
 9623 | amorous                        | 多情的                            | 🎨        | chunks=['a', 'mo', 'rous'] | py=ㄜ-ㄇㄛ-ㄌㄨ | theme=adjectives | stage=3
 9624 | barbarous                      | 野蠻的                            | 🎨        | chunks=['bar', 'ba', 'rous'] | py=ㄅㄚㄦ-ㄅㄟ-ㄌㄨ | theme=adjectives | stage=3
 9625 | hideous                        | 醜陋的                            | 🎨        | chunks=['hi', 'deous'] | py=ㄏㄞ-ㄉㄝㄜㄙ | theme=adjectives | stage=3 base=hide
 9626 | infamous                       | 惡名昭彰的                          | 🎨        | chunks=['in', 'fa', 'mous'] | py=ㄧㄣ-ㄈㄚ-ㄇㄚㄙ | theme=adjectives | stage=3
 9627 | obnoxious                      | 令人討厭的                          | 🎨        | chunks=['ob', 'no', 'xious'] | py=ㄚㄅ-ㄋㄛ-ㄎㄙㄧㄜㄙ | theme=adjectives | stage=3
 9628 | ominous                        | 不祥的                            | 🎨        | chunks=['o', 'mi', 'nous'] | py=ㄛ-ㄇㄞ-ㄋㄜㄙ | theme=adjectives | stage=3
 9629 | precarious                     | 危險的                            | 🎨        | chunks=['pre', 'ca', 'rious'] | py=ㄆㄌㄧ-ㄎㄚ-ㄖㄧㄜㄙ | theme=adjectives | stage=3
 9630 | strenuous                      | 費力的                            | 🎨        | chunks=['stre', 'nuous'] | py=ㄙㄊㄖㄝ-ㄋㄚㄜㄙ | theme=adjectives | stage=3
 9631 | studious                       | 勤奮的                            | 🤔        | chunks=['stu', 'dious'] | py=ㄙㄉㄨ-ㄉㄧㄜㄙ | theme=personality | stage=3
 9632 | virtuous                       | 善良的                            | 🤔        | chunks=['vir', 'tuous'] | py=ㄈㄜ-ㄊㄚㄜㄙ | theme=personality | stage=3 base=virtue
 9633 | achievable                     | 可達成的                           | 🎨        | chunks=['ac', 'hie', 'vab', 'le'] | py=ㄚㄎ-ㄏㄞ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=achieve
 9634 | adaptable                      | 適應力強的                          | 🎨        | chunks=['a', 'dap', 'tab', 'le'] | py=ㄜ-ㄉㄚ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=adapt
 9635 | alterable                      | 可改變的                           | 🎨        | chunks=['al', 'te', 'rab', 'le'] | py=ㄦ-ㄊㄧ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=alter
 9636 | approachable                   | 平易近人的                          | 🎨        | chunks=['ap', 'proac', 'hab', 'le'] | py=ㄚ-ㄆㄖㄛㄎ-ㄏㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=approach
 9637 | avoidable                      | 可避免的                           | 🎨        | chunks=['a', 'voi', 'dab', 'le'] | py=ㄜ-ㄨㄛㄧ-ㄉㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=avoid
 9638 | breakable                      | 易碎的                            | 🎨        | chunks=['brea', 'kab', 'le'] | py=ㄅㄖㄧ-ㄎㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=break
 9639 | contestable                    | 可爭辯的                           | 🎨        | chunks=['con', 'tes', 'tab', 'le'] | py=ㄎㄚㄣ-ㄊㄝㄙ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=contest
 9640 | controllable                   | 可控制的                           | 🎨        | chunks=['con', 'trol', 'lab', 'le'] | py=ㄎㄚㄣ-ㄊㄌㄚ-ㄌㄚ-ㄌㄧ | theme=adjectives | stage=3 base=control
 9641 | curable                        | 可治癒的                           | 🎨        | chunks=['cu', 'rab', 'le'] | py=ㄎㄧㄨ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=cure
 9642 | debatable                      | 有爭議的                           | 🎨        | chunks=['de', 'ba', 'tab', 'le'] | py=ㄉㄧ-ㄅㄟ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=debate
 9643 | detectable                     | 可偵測的                           | 🎨        | chunks=['de', 'tec', 'tab', 'le'] | py=ㄉㄧ-ㄊㄝㄎ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=detect
 9644 | disagreeable                   | 令人不快的                          | 🎨        | chunks=['di', 'sag', 'reeab', 'le'] | py=ㄉㄧ-ㄙㄚㄍ-ㄖㄧㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9645 | drinkable                      | 可飲用的                           | 🎨        | chunks=['drin', 'kab', 'le'] | py=ㄉㄖㄧㄋ-ㄎㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=drink
 9646 | eatable                        | 可食用的                           | 🎨        | chunks=['ea', 'tab', 'le'] | py=ㄧ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=eat
 9647 | enviable                       | 令人羡慕的                          | 🎨        | chunks=['en', 'viab', 'le'] | py=ㄣ-ㄨㄧㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9648 | forgivable                     | 可原諒的                           | 🎨        | chunks=['for', 'gi', 'vab', 'le'] | py=ㄈㄛ-ㄐㄜ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=forgive
 9649 | impossible                     | 不可能的                           | 🎨        | chunks=['im', 'pos', 'sib', 'le'] | py=ㄧㄇ-ㄆㄚ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9650 | incredible                     | 令人難以置信的                        | 🎨        | chunks=['in', 'cre', 'dib', 'le'] | py=ㄧㄣ-ㄎㄌㄧ-ㄉㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9651 | inflexible                     | 僵硬的                            | 🎨        | chunks=['in', 'fle', 'xib', 'le'] | py=ㄧㄣ-ㄈㄜ-ㄎㄙㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9652 | invisible                      | 看不見的                           | 🎨        | chunks=['in', 'vi', 'sib', 'le'] | py=ㄧㄣ-ㄈㄞ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9653 | legible                        | 可讀的                            | 🎨        | chunks=['le', 'gib', 'le'] | py=ㄌㄧ-ㄍㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=leg
 9654 | likeable                       | 討人喜歡的                          | 🎨        | chunks=['li', 'keab', 'le'] | py=ㄌㄧ-ㄎㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=like
 9655 | lovable                        | 可愛的                            | 💁        | chunks=['lo', 'vab', 'le'] | py=ㄌㄛ-ㄨㄚㄅ-ㄌㄧ | theme=appearance | stage=3 base=love
 9656 | obtainable                     | 可獲得的                           | 🎨        | chunks=['ob', 'tai', 'nab', 'le'] | py=ㄚㄅ-ㄊㄞ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=obtain
 9657 | passable                       | 可通行的                           | 🎨        | chunks=['pas', 'sab', 'le'] | py=ㄆㄚㄙ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=pass
 9658 | perishable                     | 易腐壞的                           | 🎨        | chunks=['pe', 'ris', 'hab', 'le'] | py=ㄆㄜ-ㄌㄧㄙ-ㄏㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=perish
 9659 | plausible                      | 可信的                            | 🎨        | chunks=['plau', 'sib', 'le'] | py=ㄆㄌㄛ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=3
 9660 | predictable                    | 可預測的                           | 🎨        | chunks=['pre', 'dic', 'tab', 'le'] | py=ㄆㄌㄧ-ㄉㄧㄎ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=predict
 9661 | preventable                    | 可預防的                           | 🎨        | chunks=['pre', 'ven', 'tab', 'le'] | py=ㄆㄌㄧ-ㄈㄣ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=prevent
 9662 | printable                      | 可列印的                           | 🎨        | chunks=['prin', 'tab', 'le'] | py=ㄆㄌㄧㄣ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=print
 9663 | punishable                     | 可懲罰的                           | 🎨        | chunks=['pu', 'nis', 'hab', 'le'] | py=ㄆㄧㄨ-ㄋㄧㄙ-ㄏㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=punish
 9664 | reachable                      | 可達到的                           | 🎨        | chunks=['reac', 'hab', 'le'] | py=ㄖㄧㄎ-ㄏㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=reach
 9665 | readable                       | 可讀的                            | 🎨        | chunks=['rea', 'dab', 'le'] | py=ㄌㄝ-ㄉㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=read
 9666 | recoverable                    | 可恢復的                           | 🎨        | chunks=['re', 'co', 've', 'rab', 'le'] | py=ㄌㄧ-ㄎㄛ-ㄈㄜ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=recover
 9667 | regrettable                    | 令人遺憾的                          | 🎨        | chunks=['reg', 'ret', 'tab', 'le'] | py=ㄌㄝ-ㄌㄝㄊ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=regret
 9668 | reusable                       | 可重複使用的                         | 🎨        | chunks=['reu', 'sab', 'le'] | py=ㄖㄝㄚ-ㄙㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=reuse
 9669 | returnable                     | 可退回的                           | 🎨        | chunks=['re', 'tur', 'nab', 'le'] | py=ㄌㄧ-ㄊㄜ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=return
 9670 | reversible                     | 可逆的                            | 🎨        | chunks=['re', 'ver', 'sib', 'le'] | py=ㄌㄧ-ㄈㄜ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=reverse
 9671 | searchable                     | 可搜尋的                           | 🎨        | chunks=['sear', 'chab', 'le'] | py=ㄙㄧㄜ-ㄔㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=search
 9672 | serviceable                    | 可使用的                           | 🎨        | chunks=['ser', 'vi', 'ceab', 'le'] | py=ㄗㄜ-ㄈㄞ-ㄎㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=service
 9673 | sizeable                       | 相當大的                           | 🎨        | chunks=['si', 'zeab', 'le'] | py=ㄗㄜ-ㄗㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=size
 9674 | solvable                       | 可解決的                           | 🎨        | chunks=['sol', 'vab', 'le'] | py=ㄙㄚ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=solve
 9675 | traceable                      | 可追蹤的                           | 🌐        | chunks=['tra', 'ceab', 'le'] | py=ㄊㄌㄚ-ㄎㄧㄅ-ㄌㄧ | theme=internet | stage=3 base=trace
 9676 | treatable                      | 可治療的                           | 🎨        | chunks=['trea', 'tab', 'le'] | py=ㄊㄌㄧ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3 base=treat
 9677 | unable                         | 不能的                            | 🎨        | chunks=['u', 'nab', 'le'] | py=ㄧㄨ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9678 | unbearable                     | 無法忍受的                          | 😣        | chunks=['un', 'bea', 'rab', 'le'] | py=ㄚㄣ-ㄅㄧ-ㄖㄝ-ㄌㄧ | theme=law | stage=3
 9679 | unbelievable                   | 難以置信的                          | 🎨        | chunks=['un', 'be', 'lie', 'vab', 'le'] | py=ㄚㄣ-ㄅㄧ-ㄌㄞ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9680 | uncomfortable                  | 不舒服的                           | 🎨        | chunks=['un', 'com', 'for', 'tab', 'le'] | py=ㄚㄣ-ㄎㄚㄇ-ㄈㄛ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3
 9681 | unforgettable                  | 難忘的                            | 🎨        | chunks=['un', 'for', 'get', 'tab', 'le'] | py=ㄚㄣ-ㄈㄛ-ㄍㄝㄊ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=3
 9682 | unforgivable                   | 不可原諒的                          | 🎨        | chunks=['un', 'for', 'gi', 'vab', 'le'] | py=ㄚㄣ-ㄈㄛ-ㄐㄜ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9683 | unreliable                     | 不可靠的                           | 🎨        | chunks=['un', 're', 'liab', 'le'] | py=ㄚㄣ-ㄌㄧ-ㄌㄧㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9684 | unstable                       | 不穩定的                           | 🎨        | chunks=['un', 'stab', 'le'] | py=ㄚㄣ-ㄙㄊㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9685 | viable                         | 可行的                            | 🎨        | chunks=['viab', 'le'] | py=ㄨㄧㄚㄅ-ㄌㄧ | theme=adjectives | stage=3
 9686 | washable                       | 可洗的                            | 🎨        | chunks=['was', 'hab', 'le'] | py=ㄨㄚㄙ-ㄏㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=wash
 9687 | alleviate                      | 減輕                             | 🏃        | chunks=['al', 'le', 'via', 'te'] | py=ㄦ-ㄌㄧ-ㄨㄧㄚ-ㄊㄧ | theme=numbers | stage=3
 9688 | appease                        | 安撫                             | 🏃        | chunks=['ap', 'pea', 'se'] | py=ㄚ-ㄆㄧ-ㄙㄜ | theme=actions | stage=3
 9689 | aspire                         | 嚮往                             | 🏃        | chunks=['as', 'pi', 're'] | py=ㄚ-ㄆㄧ-ㄌㄧ | theme=actions | stage=3
 9690 | assail                         | 攻擊                             | 🏃        | chunks=['as', 'sail'] | py=ㄚ-ㄙㄟㄛ | theme=actions | stage=3
 9691 | astound                        | 使震驚                            | 🏃        | chunks=['as', 'tound'] | py=ㄚ-ㄊㄠㄋㄉ | theme=actions | stage=3
 9692 | augment                        | 增加、增強(原本的東西)                   | 🎨        | chunks=['aug', 'ment'] | py=ㄛㄍ-ㄇㄣㄊ | theme=adjectives | stage=3
 9693 | avert                          | 避免                             | 🏃        | chunks=['a', 'vert'] | py=ㄜ-ㄈㄜㄊ | theme=actions | stage=3
 9694 | beam                           | 光束、照射、露齒笑                      | 🏃        | chunks=['be', 'am'] | py=ㄅㄧ-ㄚㄇ | theme=actions | stage=3
 9695 | beguile                        | 欺騙                             | 🎨        | chunks=['be', 'gui', 'le'] | py=ㄅㄧ-ㄍㄧ-ㄌㄧ | theme=adjectives | stage=3
 9696 | belittle                       | 輕視                             | 🏃        | chunks=['be', 'lit', 'tle'] | py=ㄅㄧ-ㄌㄧ-ㄉㄜ | theme=actions | stage=3
 9697 | berate                         | 痛斥                             | 🏃        | chunks=['be', 'ra', 'te'] | py=ㄅㄧ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9698 | bestow                         | 贈與                             | 🏃        | chunks=['bes', 'tow'] | py=ㄅㄝㄙ-ㄊㄠ | theme=actions | stage=3
