# 字 6000-7499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 6750 | feather                        | 羽毛                             | 🏃        | chunks=['feat', 'her'] | py=ㄈㄧㄊ-ㄏㄜ | theme=actions | stage=2
 6751 | fist                           | 拳頭                             | ✊        | chunks=['f', 'ist'] | py=ㄝㄈ-ㄧㄙㄊ | theme=body | stage=2
 6752 | flavor                         | 味道                             | 🏃        | chunks=['fla', 'vor'] | py=ㄈㄌㄝ-ㄈㄜ | theme=actions | stage=2
 6753 | flea                           | 跳蚤                             | 🏃        | chunks=['fl', 'ea'] | py=ㄈㄌ-ㄧ | theme=actions | stage=2
 6754 | flesh                          | 肉，肌肉                           | 🥩        | chunks=['fl', 'esh'] | py=ㄈㄌ-ㄝㄒ | theme=food | stage=2
 6755 | float                          | 浮                              | 🏃        | chunks=['fl', 'oat'] | py=ㄈㄌ-ㄛㄊ | theme=actions | stage=2
 6756 | flock                          | 群聚集                            | 🏃        | chunks=['fl', 'ock'] | py=ㄈㄌ-ㄛㄎ | theme=actions | stage=2
 6757 | fold                           | 摺疊                             | 🏃        | chunks=['f', 'old'] | py=ㄝㄈ-ㄛㄌㄉ | theme=actions | stage=2
 6758 | forth                          | 向前                             | ➡️       | chunks=['f', 'orth'] | py=ㄝㄈ-ㄛㄜㄒ | theme=directions | stage=2
 6759 | fortune                        | 財富                             | 🏃        | chunks=['for', 'tu', 'ne'] | py=ㄈㄛ-ㄑㄨ-ㄋㄧ | theme=actions | stage=2
 6760 | fountain                       | 泉水                             | ⛲        | chunks=['foun', 'tain'] | py=ㄈㄠㄣ-ㄊㄣ | theme=drinks | stage=2
 6761 | freeze                         | 結冰                             | 🏃        | chunks=['free', 'ze'] | py=ㄈㄌㄧ-ㄗㄧ | theme=actions | stage=2
 6762 | frequent                       | 時常發生的，頻繁的                      | 🎨        | chunks=['fre', 'quent'] | py=ㄈㄖㄧ-ㄎㄨㄣㄊ | theme=adjectives | stage=2
 6763 | frustrate                      | 挫敗                             | 🏃        | chunks=['frus', 'tra', 'te'] | py=ㄈㄌㄚㄙ-ㄊㄌㄚ-ㄊㄧ | theme=actions | stage=2
 6764 | fry                            | 油炸，油炒炒菜                        | 🍎        | chunks=['fr', 'y'] | py=ㄈㄖ-ㄌㄧ | theme=food | stage=2
 6765 | fur                            | 毛皮                             | 🏃        | chunks=['f', 'ur'] | py=ㄝㄈ-ㄜ | theme=actions | stage=2
 6766 | furniture                      | 傢俱                             | 🎓        | chunks=['fur', 'ni', 'tu', 're'] | py=ㄈㄦ-ㄋㄜ-ㄑㄨ-ㄌㄧ | theme=academic-words | stage=2
 6767 | gallon                         | 加侖                             | 🏃        | chunks=['gal', 'lon'] | py=ㄍㄚ-ㄌㄚㄣ | theme=numbers | stage=2
 6768 | gamble                         | 賭博                             | 🏃        | chunks=['gam', 'ble'] | py=ㄍㄝ-ㄅㄜ | theme=actions | stage=2
 6769 | gap                            | 裂口，缺口                          | 🏃        | chunks=['g', 'ap'] | py=ㄐㄧ-ㄚ | theme=actions | stage=2
 6770 | gasoline                       | 汽油                             | 🎨        | chunks=['ga', 'so', 'li', 'ne'] | py=ㄍㄚ-ㄙㄛ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=2
 6771 | gesture                        | 姿勢                             | 🎓        | chunks=['ges', 'tu', 're'] | py=ㄐㄝㄙ-ㄑㄨ-ㄌㄧ | theme=academic-words | stage=2
 6772 | glance                         | 一瞥                             | 👀        | chunks=['glan', 'ce'] | py=ㄍㄌㄚㄋ-ㄙㄜ | theme=actions | stage=2
 6773 | global                         | 球狀的                            | 🎨        | chunks=['glo', 'bal'] | py=ㄍㄌㄛ-ㄅㄚ | theme=adjectives | stage=2 base=globe
 6774 | glory                          | 光榮，榮譽                          | 🎨        | chunks=['glo', 'ry'] | py=ㄍㄌㄛ-ㄌㄧ | theme=adjectives | stage=2
 6775 | glow                           | 發光                             | 🏃        | chunks=['gl', 'ow'] | py=ㄍㄌ-ㄛ | theme=actions | stage=2
 6776 | gown                           | 長禮服                            | 👗        | chunks=['g', 'own'] | py=ㄐㄧ-ㄠㄋ | theme=clothing | stage=2
 6777 | grab                           | 攫取，抓取                          | 🏃        | chunks=['gr', 'ab'] | py=ㄍㄖ-ㄚㄅ | theme=actions | stage=2
 6778 | gradual                        | 逐漸的，逐步的                        | 🎨        | chunks=['gra', 'dual'] | py=ㄍㄌㄝ-ㄉㄚㄚㄌ | theme=adjectives | stage=2
 6779 | graduate                       | 准…畢業畢業畢業生                      | 📚        | chunks=['gra', 'dua', 'te'] | py=ㄍㄌㄝ-ㄉㄚㄚ-ㄊㄧ | theme=school | stage=2
 6780 | gram                           | 克                              | 🏃        | chunks=['gr', 'am'] | py=ㄍㄖ-ㄚㄇ | theme=actions | stage=2
 6781 | grasshopper                    | 蚱蜢                             | 🏃        | chunks=['gras', 'shop', 'per'] | py=ㄍㄖㄚㄙ-ㄒㄚㄆ-ㄆㄜ | theme=actions | stage=2
 6782 | grin                           | 露齒而笑                           | 🏃        | chunks=['gr', 'in'] | py=ㄍㄖ-ㄧㄣ | theme=actions | stage=2
 6783 | guardian                       | 保護者                            | 👨‍⚕️     | chunks=['guar', 'dian'] | py=ㄍㄚ-ㄉㄧㄚㄋ | theme=jobs | stage=2
 6784 | guidance                       | 指導                             | 🎓        | chunks=['gui', 'dan', 'ce'] | py=ㄍㄧ-ㄉㄢ-ㄙㄜ | theme=academic-words | stage=2
 6785 | gymnasium                      | 體育館                            | ⚽        | chunks=['gym', 'na', 'sium'] | py=ㄐㄧㄇ-ㄋㄚ-ㄙㄧㄚㄇ | theme=sports | stage=2
 6786 | hairdresser                    | 美髮師                            | 💇        | chunks=['hair', 'dres', 'ser'] | py=ㄏㄝㄜ-ㄉㄌㄝ-ㄗㄜ | theme=appearance | stage=2
 6787 | handful                        | 一把、一握                          | 🔢        | chunks=['han', 'dful'] | py=ㄏㄢ-ㄉㄈㄚㄛ | theme=numbers | stage=2 base=hand
 6788 | handy                          | 手邊的                            | 🎨        | chunks=['han', 'dy'] | py=ㄏㄢ-ㄉㄧ | theme=adjectives | stage=2
 6789 | harm                           | 損傷，傷害                          | 🏃        | chunks=['h', 'arm'] | py=ㄝㄑ-ㄚㄦㄇ | theme=actions | stage=2
 6790 | harmful                        | 有害的                            | 🎨        | chunks=['har', 'mful'] | py=ㄏㄚㄦ-ㄇㄈㄚㄛ | theme=adjectives | stage=2 base=harm
 6791 | harvest                        | 收穫                             | 🏃        | chunks=['har', 'vest'] | py=ㄏㄚㄦ-ㄈㄝㄙㄊ | theme=actions | stage=2
 6792 | hasty                          | 匆忙的，急忙的                        | 🎨        | chunks=['has', 'ty'] | py=ㄏㄚㄙ-ㄊㄧ | theme=adjectives | stage=2
 6793 | hatch                          | 孵出                             | 🏃        | chunks=['h', 'atch'] | py=ㄝㄑ-ㄚㄊㄔ | theme=actions | stage=2
 6794 | hay                            | 乾草                             | 🏃        | chunks=['h', 'ay'] | py=ㄝㄑ-ㄟ | theme=actions | stage=2
 6795 | heap                           | 堆、堆積                           | 🏃        | chunks=['h', 'eap'] | py=ㄝㄑ-ㄧㄆ | theme=actions | stage=2
 6796 | hike                           | 遠足                             | 🏃        | chunks=['hi', 'ke'] | py=ㄏㄞ-ㄎㄟ | theme=actions | stage=2
 6797 | hint                           | 暗示                             | 🏃        | chunks=['h', 'int'] | py=ㄝㄑ-ㄧㄋㄊ | theme=actions | stage=2
 6798 | historic                       | 歷史上著名的                         | 📜        | chunks=['his', 'to', 'ric'] | py=ㄏㄧㄙ-ㄊㄛ-ㄌㄧㄎ | theme=history | stage=2 [有易混提示]
 6799 | hive                           | 蜂房                             | 🐾        | chunks=['hi', 've'] | py=ㄏㄞ-ㄈㄜ | theme=animals | stage=2
 6800 | honesty                        | 誠實                             | 🤔        | chunks=['ho', 'nes', 'ty'] | py=ㄏㄚ-ㄋㄝㄙ-ㄊㄧ | theme=personality | stage=2
 6801 | honor                          | 榮譽                             | 🏃        | chunks=['ho', 'nor'] | py=ㄏㄚ-ㄋㄜ | theme=actions | stage=2
 6802 | horrible                       | 可怕的                            | 🎨        | chunks=['hor', 'rib', 'le'] | py=ㄏㄚ-ㄌㄧㄅ-ㄌㄧ | theme=adjectives | stage=2
 6803 | housekeeper                    | 管家                             | 👨‍⚕️     | chunks=['hou', 'se', 'kee', 'per'] | py=ㄏㄠ-ㄙㄜ-ㄎㄧ-ㄆㄜ | theme=jobs | stage=2
 6804 | hush                           | 靜寂、使…沉默                        | 🏃        | chunks=['h', 'ush'] | py=ㄝㄑ-ㄚㄒ | theme=actions | stage=2
 6805 | hut                            | 小屋                             | 🏃        | chunks=['h', 'ut'] | py=ㄝㄑ-ㄚ | theme=actions | stage=2
 6806 | icy                            | 多冰的                            | 🎨        | chunks=['i', 'cy'] | py=ㄌㄜ-ㄒㄧ | theme=adjectives | stage=2 base=ice
 6807 | ideal                          | 理想的理想                          | 🏃        | chunks=['i', 'deal'] | py=ㄌㄜ-ㄉㄧ | theme=actions | stage=2
 6808 | image                          | 形象、影像                          | 🖼️       | chunks=['i', 'ma', 'ge'] | py=ㄌㄜ-ㄇㄚ-ㄐㄧ | theme=academic-words | stage=2
 6809 | imagination                    | 想像力                            | 🎓        | chunks=['i', 'ma', 'gi', 'na', 'tion'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=2 base=imagine
 6810 | immediate                      | 立即的，即刻的                        | 🎨        | chunks=['im', 'me', 'dia', 'te'] | py=ㄧㄇ-ㄇㄝ-ㄉㄞ-ㄊㄧ | theme=adjectives | stage=2
 6811 | impress                        | 給…極深的印象                        | ✨        | chunks=['im', 'press'] | py=ㄧㄇ-ㄆㄌㄝㄙ | theme=actions | stage=2
 6812 | impressive                     | 予人深刻印象的                        | ✨        | chunks=['im', 'pres', 'si', 've'] | py=ㄧㄇ-ㄆㄌㄝ-ㄗㄜ-ㄈㄜ | theme=animals | stage=2 base=impress
 6813 | indoor                         | 室內的，戶內的                        | 🎨        | chunks=['in', 'door'] | py=ㄧㄣ-ㄉㄛㄦ | theme=adjectives | stage=2
 6814 | indoors                        | 在室內                            | 🏃        | chunks=['in', 'doors'] | py=ㄧㄣ-ㄉㄨㄖㄙ | theme=actions | stage=2
 6815 | industrial                     | 工業的                            | 🎨        | chunks=['in', 'dus', 'trial'] | py=ㄧㄣ-ㄉㄚㄙ-ㄊㄖㄧㄚㄌ | theme=adjectives | stage=2 base=industry
 6816 | inferior                       | 較差的                            | 🎨        | chunks=['in', 'fe', 'rior'] | py=ㄧㄣ-ㄈㄧ-ㄖㄧㄛㄜ | theme=adjectives | stage=2
 6817 | inform                         | 通知，告知                          | 🏃        | chunks=['in', 'form'] | py=ㄧㄣ-ㄈㄛㄦㄇ | theme=actions | stage=2
 6818 | inner                          | 內部的，裡面的                        | 🎨        | chunks=['in', 'ner'] | py=ㄧㄣ-ㄋㄜ | theme=adjectives | stage=2
 6819 | inspector                      | 檢查員                            | 👨‍⚕️     | chunks=['in', 'spec', 'tor'] | py=ㄧㄣ-ㄙㄆㄝ-ㄊㄜ | theme=jobs | stage=2 base=inspect
 6820 | instruction                    | 教學                             | 🎓        | chunks=['ins', 'truc', 'tion'] | py=ㄧㄋㄙ-ㄊㄖㄚㄎ-ㄒㄣ | theme=academic-words | stage=2
 6821 | interrupt                      | 打斷                             | 🏃        | chunks=['in', 'ter', 'rupt'] | py=ㄧㄣ-ㄊㄜ-ㄌㄚㄆㄊ | theme=actions | stage=2
 6822 | introduction                   | 介紹                             | 🎓        | chunks=['in', 'tro', 'duc', 'tion'] | py=ㄧㄣ-ㄊㄌㄛ-ㄉㄚㄎ-ㄒㄣ | theme=academic-words | stage=2 base=introduce
 6823 | inventor                       | 發明家                            | 👨‍⚕️     | chunks=['in', 'ven', 'tor'] | py=ㄧㄣ-ㄈㄣ-ㄊㄜ | theme=jobs | stage=2 base=invent
 6824 | jewel                          | 寶石                             | 🏃        | chunks=['je', 'wel'] | py=ㄐㄝ-ㄨㄝㄦ | theme=actions | stage=2
 6825 | jewelry                        | 珠寶                             | 🏃        | chunks=['je', 'wel', 'ry'] | py=ㄐㄝ-ㄨㄝㄦ-ㄌㄧ | theme=actions | stage=2
 6826 | joyful                         | 高興的，充滿喜悅的                      | 💁        | chunks=['joy', 'ful'] | py=ㄐㄛㄧ-ㄈㄜ | theme=appearance | stage=2 base=joy
 6827 | kilogram                       | 公斤                             | 🏃        | chunks=['ki', 'log', 'ram'] | py=ㄎㄧ-ㄌㄚㄍ-ㄌㄚ | theme=actions | stage=2
 6828 | kilometer                      | 公里                             | 🏃        | chunks=['ki', 'lo', 'me', 'ter'] | py=ㄎㄧ-ㄌㄛ-ㄇㄝ-ㄊㄜ | theme=actions | stage=2
 6829 | kit                            | 成套工具                           | 🔨        | chunks=['k', 'it'] | py=ㄎㄟ-ㄧㄊ | theme=tools | stage=2
 6830 | kneel                          | 跪                              | 🏃        | chunks=['kn', 'eel'] | py=ㄎㄋ-ㄧㄌ | theme=actions | stage=2
 6831 | knit                           | 編織                             | 🎮        | chunks=['kn', 'it'] | py=ㄎㄋ-ㄧㄊ | theme=hobbies | stage=2
 6832 | knob                           | 球形把手                           | 🏃        | chunks=['kn', 'ob'] | py=ㄎㄋ-ㄚㄅ | theme=actions | stage=2
 6833 | knot                           | 結                              | 🏃        | chunks=['kn', 'ot'] | py=ㄎㄋ-ㄚ | theme=actions | stage=2 [有易混提示]
 6834 | latter                         | 後面的                            | 🧭        | chunks=['lat', 'ter'] | py=ㄌㄚ-ㄊㄜ | theme=directions | stage=2
 6835 | laughter                       | 笑                              | 🏃        | chunks=['laug', 'hter'] | py=ㄌㄛㄍ-ㄏㄊㄜ | theme=actions | stage=2
 6836 | laundry                        | 洗衣店                            | 🏃        | chunks=['laun', 'dry'] | py=ㄌㄛㄋ-ㄉㄌㄞ | theme=clothing | stage=2
 6837 | lawn                           | 草坪，草地                          | 🎨        | chunks=['l', 'awn'] | py=ㄝㄦ-ㄛㄋ | theme=adjectives | stage=2
 6838 | leap                           | 跳，跳躍                           | 🏃        | chunks=['l', 'eap'] | py=ㄝㄦ-ㄧㄆ | theme=actions | stage=2
 6839 | lengthen                       | 加長，延長                          | 🏃        | chunks=['leng', 'then'] | py=ㄌㄝㄥ-ㄒㄝ | theme=actions | stage=2
 6840 | lens                           | 透鏡                             | 🏃        | chunks=['l', 'ens'] | py=ㄝㄦ-ㄝㄋㄙ | theme=actions | stage=2
 6841 | liar                           | 說謊的人                           | 🏃        | chunks=['l', 'iar'] | py=ㄝㄦ-ㄧㄚㄜ | theme=actions | stage=2
 6842 | lifeboat                       | 救生艇                            | 🏃        | chunks=['li', 'fe', 'boat'] | py=ㄌㄧ-ㄈㄧ-ㄅㄛㄊ | theme=actions | stage=2
 6843 | lifeguard                      | 救生員                            | 🏃        | chunks=['li', 'fe', 'guard'] | py=ㄌㄧ-ㄈㄧ-ㄍㄚㄚㄜㄉ | theme=actions | stage=2
 6844 | limb                           | 肢                              | 🏃        | chunks=['l', 'imb'] | py=ㄝㄦ-ㄧㄇㄅ | theme=actions | stage=2
 6845 | lively                         | 活潑的，輕快的                        | 🤔        | chunks=['li', 've', 'ly'] | py=ㄌㄧ-ㄈㄜ-ㄌㄧ | theme=personality | stage=2
 6846 | load                           | 裝載                             | 🏃        | chunks=['l', 'oad'] | py=ㄝㄦ-ㄛㄉ | theme=actions | stage=2
 6847 | loose                          | 鬆的，寬的                          | 🎨        | chunks=['loo', 'se'] | py=ㄌㄨ-ㄙㄜ | theme=adjectives | stage=2 [有易混提示]
 6848 | loosen                         | 鬆開，解開                          | 🏃        | chunks=['loo', 'sen'] | py=ㄌㄨ-ㄙㄝㄣ | theme=actions | stage=2
 6849 | lord                           | 統治者                            | 🏃        | chunks=['l', 'ord'] | py=ㄝㄦ-ㄎㄜㄉ | theme=actions | stage=2
 6850 | loudspeaker                    | 擴聲器，喇叭                         | 🎵        | chunks=['loud', 'spea', 'ker'] | py=ㄌㄠㄉ-ㄙㄆㄧ-ㄎㄜ | theme=music | stage=3
 6851 | lullaby                        | 催眠曲，搖籃曲                        | 🏃        | chunks=['lul', 'la', 'by'] | py=ㄌㄚㄌ-ㄌㄚ-ㄅㄞ | theme=home-items | stage=3
 6852 | magical                        | 魔術的，魔法的                        | ✨        | chunks=['ma', 'gi', 'cal'] | py=ㄇㄚ-ㄐㄜ-ㄎㄜ | theme=law | stage=2 base=magic
 6853 | magnet                         | 磁鐵，磁石                          | 🪨        | chunks=['mag', 'net'] | py=ㄇㄚ-ㄋㄝㄊ | theme=materials | stage=3
 6854 | maid                           | 女僕、少女                          | 🏃        | chunks=['m', 'aid'] | py=ㄝㄇ-ㄝㄉ | theme=actions | stage=2 [有易混提示]
 6855 | majority                       | 大多數，過半數                        | 🎓        | chunks=['ma', 'jo', 'ri', 'ty'] | py=ㄇㄚ-ㄐㄛ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
 6856 | manage                         | 管理                             | 🏃        | chunks=['ma', 'na', 'ge'] | py=ㄇㄚ-ㄋㄚ-ㄐㄧ | theme=actions | stage=2
 6857 | management                     | 管理                             | 🎨        | chunks=['ma', 'na', 'ge', 'ment'] | py=ㄇㄚ-ㄋㄚ-ㄐㄧ-ㄇㄣㄊ | theme=adjectives | stage=2 base=manage
 6858 | manageable                     | 易辦的                            | 🎨        | chunks=['ma', 'na', 'geab', 'le'] | py=ㄇㄚ-ㄋㄚ-ㄍㄧㄅ-ㄌㄧ | theme=adjectives | stage=2 base=manage
 6859 | mankind                        | 人類                             | 🏃        | chunks=['man', 'kind'] | py=ㄇㄢ-ㄎㄞㄣㄉ | theme=actions | stage=2
 6860 | manners                        | 禮貌                             | 🏃        | chunks=['man', 'ners'] | py=ㄇㄢ-ㄋㄜㄙ | theme=actions | stage=2
 6861 | marvelous                      | 令人驚歎的                          | 🎨        | chunks=['mar', 've', 'lous'] | py=ㄇㄚㄦ-ㄈㄜ-ㄌㄚㄙ | theme=adjectives | stage=2 base=marvel
 6862 | mathematical                   | 數學的                            | 🎨        | chunks=['mat', 'he', 'ma', 'ti', 'cal'] | py=ㄇㄚ-ㄏㄝ-ㄇㄚ-ㄊㄜ-ㄎㄜ | theme=adjectives | stage=2 base=mathematics
 6863 | mathematics                    | 數學                             | 🏃        | chunks=['mat', 'he', 'ma', 'tics'] | py=ㄇㄚ-ㄏㄝ-ㄇㄚ-ㄊㄧㄎㄙ | theme=actions | stage=2
 6864 | meaningful                     | 有意義的                           | 🎨        | chunks=['mea', 'nin', 'gful'] | py=ㄇㄧ-ㄋㄧㄣ-ㄍㄈㄚㄛ | theme=adjectives | stage=2 base=meaning
 6865 | medical                        | 醫學的                            | 🎨        | chunks=['me', 'di', 'cal'] | py=ㄇㄝ-ㄉㄧ-ㄎㄜ | theme=adjectives | stage=2 base=medicine
 6866 | medium                         | 中間，中庸                          | 🏃        | chunks=['me', 'dium'] | py=ㄇㄝ-ㄉㄧㄚㄇ | theme=actions | stage=2
 6867 | melt                           | 融化                             | 🏃        | chunks=['m', 'elt'] | py=ㄝㄇ-ㄝㄌㄊ | theme=actions | stage=2
 6868 | memorize                       | 記住                             | 🏃        | chunks=['me', 'mo', 'ri', 'ze'] | py=ㄇㄝ-ㄇㄛ-ㄌㄧ-ㄗㄧ | theme=actions | stage=2
 6869 | mend                           | 修理，修補                          | 🏃        | chunks=['m', 'end'] | py=ㄝㄇ-ㄝㄣㄉ | theme=actions | stage=2
 6870 | merchant                       | 商人                             | 💼        | chunks=['mer', 'chant'] | py=ㄇㄜ-ㄔㄚㄋㄊ | theme=business | stage=2
 6871 | mess                           | 混亂、弄亂                          | 🏃        | chunks=['m', 'ess'] | py=ㄝㄇ-ㄊㄝㄙ | theme=actions | stage=2
 6872 | mighty                         | 強大的                            | 🎨        | chunks=['mig', 'hty'] | py=ㄇㄧㄍ-ㄏㄊㄧ | theme=adjectives | stage=2
 6873 | mill                           | 磨坊                             | 🏃        | chunks=['m', 'ill'] | py=ㄝㄇ-ㄧㄦ | theme=actions | stage=2
 6874 | millionaire                    | 百萬富翁                           | 🔢        | chunks=['mil', 'lio', 'nai', 're'] | py=ㄇㄧ-ㄌㄧㄛ-ㄋㄟ-ㄌㄧ | theme=jobs | stage=2
 6875 | miner                          | 礦工                             | 👨‍⚕️     | chunks=['mi', 'ner'] | py=ㄇㄞ-ㄋㄜ | theme=jobs | stage=2 base=mine [有易混提示]
 6876 | minority                       | 少數                             | 🎓        | chunks=['mi', 'no', 'ri', 'ty'] | py=ㄇㄞ-ㄋㄛ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=2
 6877 | misery                         | 不幸                             | 🏃        | chunks=['mi', 'se', 'ry'] | py=ㄇㄞ-ㄙㄜ-ㄌㄧ | theme=actions | stage=2
 6878 | missile                        | 飛彈                             | 🎨        | chunks=['mis', 'si', 'le'] | py=ㄇㄧㄙ-ㄗㄜ-ㄌㄧ | theme=adjectives | stage=2
 6879 | missing                        | 失蹤的，行蹤不明的                      | 🎨        | chunks=['mis', 'sing'] | py=ㄇㄧㄙ-ㄒㄧㄥ | theme=adjectives | stage=2
 6880 | mobile                         | 可動的，移動式的                       | 🎨        | chunks=['mo', 'bi', 'le'] | py=ㄇㄛ-ㄅㄞ-ㄌㄧ | theme=adjectives | stage=2
 6881 | moist                          | 潮濕的                            | 🎨        | chunks=['m', 'oist'] | py=ㄝㄇ-ㄛㄧㄙㄊ | theme=adjectives | stage=2
 6882 | moisture                       | 濕氣                             | 🎓        | chunks=['mois', 'tu', 're'] | py=ㄇㄛㄧㄙ-ㄑㄨ-ㄌㄧ | theme=academic-words | stage=2
 6883 | motor                          | 馬達，發動機                         | ⚙️       | chunks=['mo', 'tor'] | py=ㄇㄛ-ㄊㄜ | theme=technology | stage=2
 6884 | nanny                          | 保姆                             | 🏃        | chunks=['nan', 'ny'] | py=ㄋㄚ-ㄋㄧ | theme=actions | stage=2
 6885 | nap                            | 打盹兒，午睡                         | 🏃        | chunks=['n', 'ap'] | py=ㄝㄣ-ㄚ | theme=actions | stage=2
 6886 | necessity                      | 需要，必要性                         | 🎓        | chunks=['ne', 'ces', 'si', 'ty'] | py=ㄋㄧ-ㄙㄝ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=2
 6887 | necktie                        | 領帶                             | 👕        | chunks=['nec', 'ktie'] | py=ㄋㄝㄎ-ㄎㄊㄞ | theme=clothing | stage=2
 6888 | nickname                       | 綽號、給…起綽號                       | 🏃        | chunks=['nic', 'kna', 'me'] | py=ㄋㄧㄎ-ㄎㄋㄚ-ㄇㄝ | theme=actions | stage=2
 6889 | oak                            | 橡樹                             | 🏃        | chunks=['o', 'ak'] | py=ㄛ-ㄚㄎ | theme=actions | stage=2
 6890 | odd                            | 奇特的，古怪的                        | 🤪        | chunks=['od', 'd'] | py=ㄚㄉ-ㄉㄧ | theme=adjectives | stage=2
 6891 | operator                       | 操作者                            | 👨‍⚕️     | chunks=['o', 'pe', 'ra', 'tor'] | py=ㄛ-ㄆㄜ-ㄌㄚ-ㄊㄜ | theme=jobs | stage=2 base=operate
 6892 | origin                         | 起源                             | 🏃        | chunks=['o', 'ri', 'gin'] | py=ㄛ-ㄌㄧ-ㄐㄧㄣ | theme=actions | stage=2
 6893 | ought to                       | 應當，應該                          | 🔗        | chunks=['o', 'ught', 'to'] | py=ㄛㄊ-ㄊㄛ | theme=phrasal-verbs | stage=2
 6894 | outdoor                        | 戶外的，露天的                        | 🎨        | chunks=['out', 'door'] | py=ㄠㄊ-ㄉㄛㄦ | theme=adjectives | stage=2
 6895 | outdoors                       | 在戶外，在野外                        | 🏃        | chunks=['out', 'doors'] | py=ㄠㄊ-ㄉㄨㄖㄙ | theme=actions | stage=2
 6896 | outer                          | 外面的，外表的                        | 🎨        | chunks=['ou', 'ter'] | py=ㄠ-ㄊㄜ | theme=adjectives | stage=2
 6897 | outline                        | 外形                             | 🎨        | chunks=['out', 'li', 'ne'] | py=ㄠㄊ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=2
 6898 | overcoat                       | 外套，大衣                          | 👕        | chunks=['o', 'ver', 'coat'] | py=ㄛ-ㄈㄜ-ㄎㄛㄊ | theme=clothing | stage=2
 6899 | owe                            | 欠                              | 🏃        | chunks=['o', 'we'] | py=ㄛ-ㄨㄝ | theme=actions | stage=2
 6900 | ownership                      | 所有權                            | 🎓        | chunks=['ow', 'ner', 'ship'] | py=ㄛ-ㄋㄜ-ㄒㄧㄆ | theme=academic-words | stage=2
 6901 | pail                           | 提桶                             | 🏃        | chunks=['p', 'ail'] | py=ㄆㄧ-ㄝㄦ | theme=home-items | stage=2
 6902 | palace                         | 皇宮，宮殿                          | 🏃        | chunks=['pa', 'la', 'ce'] | py=ㄆㄜ-ㄌㄚ-ㄙㄜ | theme=actions | stage=2
 6903 | passage                        | 通行                             | 🏃        | chunks=['pas', 'sa', 'ge'] | py=ㄆㄚㄙ-ㄙㄚ-ㄐㄧ | theme=actions | stage=2
 6904 | patience                       | 耐心                             | 🎓        | chunks=['pa', 'tien', 'ce'] | py=ㄆㄜ-ㄊㄞㄋ-ㄙㄜ | theme=academic-words | stage=2
 6905 | pause                          | 暫停                             | 🏃        | chunks=['pau', 'se'] | py=ㄆㄛ-ㄙㄜ | theme=actions | stage=2
 6906 | pave                           | 鋪設，築                           | 🏃        | chunks=['pa', 've'] | py=ㄆㄜ-ㄈㄜ | theme=actions | stage=2
 6907 | pavement                       | 人行道                            | 🎨        | chunks=['pa', 've', 'ment'] | py=ㄆㄜ-ㄈㄜ-ㄇㄣㄊ | theme=adjectives | stage=2 base=pave
 6908 | paw                            | 腳爪                             | 🏃        | chunks=['p', 'aw'] | py=ㄆㄧ-ㄛ | theme=actions | stage=2
 6909 | pearl                          | 珍珠                             | 🏃        | chunks=['p', 'earl'] | py=ㄆㄧ-ㄧㄜㄌ | theme=actions | stage=2
 6910 | peel                           | 削去…的皮，剝去…的                     | 🎨        | chunks=['p', 'eel'] | py=ㄆㄧ-ㄧㄌ | theme=adjectives | stage=2
 6911 | peep                           | 窺，偷看                           | 👀        | chunks=['p', 'eep'] | py=ㄆㄧ-ㄧㄆ | theme=crime | stage=2
 6912 | penny                          | 一分                             | 🪙        | chunks=['pen', 'ny'] | py=ㄆㄣ-ㄋㄧ | theme=money | stage=2
 6913 | permission                     | 允許，許可                          | 🎓        | chunks=['per', 'mis', 'sion'] | py=ㄆㄜ-ㄇㄧㄙ-ㄒㄣ | theme=academic-words | stage=2
 6914 | permit                         | 允許、許可證                         | 🏃        | chunks=['per', 'mit'] | py=ㄆㄜ-ㄇㄧㄊ | theme=actions | stage=2
 6915 | personality                    | 個性                             | 🤔        | chunks=['per', 'so', 'na', 'li', 'ty'] | py=ㄆㄜ-ㄙㄛ-ㄋㄚ-ㄌㄧ-ㄊㄧ | theme=personality | stage=2
 6916 | persuade                       | 說服，勸服                          | 🏃        | chunks=['per', 'sua', 'de'] | py=ㄆㄜ-ㄙㄨㄟ-ㄉㄧ | theme=actions | stage=2
 6917 | pest                           | 害蟲                             | 🐾        | chunks=['p', 'est'] | py=ㄆㄧ-ㄝㄙㄊ | theme=animals | stage=2
 6918 | pickle                         | 醃製鹽滷                           | 🍎        | chunks=['pic', 'kle'] | py=ㄆㄧㄎ-ㄎㄜ | theme=food | stage=2
 6919 | pint                           | 品脫                             | 🏃        | chunks=['p', 'int'] | py=ㄆㄧ-ㄧㄋㄊ | theme=actions | stage=2
 6920 | pit                            | 窪坑，凹處                          | 🏃        | chunks=['p', 'it'] | py=ㄆㄧ-ㄧㄊ | theme=actions | stage=2
