# 字 7000-7499
 7000 | sexual                         | 性的                             | 🎨        | chunks=['se', 'xual'] | py=ㄙㄜ-ㄎㄙㄚㄚㄌ | theme=adjectives | stage=2 base=sex
 7315 | equality                       | 相等                             | 🎓        | chunks=['e', 'qua', 'li', 'ty'] | py=ㄧ-ㄎㄨㄝ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 7316 | equipment                      | 配備，裝備                          | 🎨        | chunks=['e', 'quip', 'ment'] | py=ㄧ-ㄎㄨㄧㄆ-ㄇㄣㄊ | theme=adjectives | stage=3 base=equip
 7317 | errand                         | 差事，差使                          | 🏃        | chunks=['er', 'rand'] | py=ㄜ-ㄖㄚㄋㄉ | theme=actions | stage=3
 7318 | escalator                      | 電扶梯                            | 🔨        | chunks=['es', 'ca', 'la', 'tor'] | py=ㄝㄙ-ㄎㄚ-ㄌㄚ-ㄊㄜ | theme=tools | stage=3
 7319 | essential                      | 必要的，不可缺的                       | 🎨        | chunks=['es', 'sen', 'tial'] | py=ㄜ-ㄙㄝㄣ-ㄒㄜ | theme=adjectives | stage=3
 7320 | establishment                  | 建立，設立                          | 🎨        | chunks=['es', 'tab', 'lis', 'hment'] | py=ㄝㄙ-ㄊㄚ-ㄌㄧㄙ-ㄏㄇㄣㄊ | theme=adjectives | stage=3 base=establish
 7321 | evaluation                     | 估價，評價                          | 🎓        | chunks=['e', 'va', 'lua', 'tion'] | py=ㄧ-ㄈㄚ-ㄌㄚㄚ-ㄒㄣ | theme=academic-words | stage=3
 7322 | eve                            | 前夜，前夕                          | 🌙        | chunks=['e', 've'] | py=ㄧ-ㄈㄜ | theme=directions | stage=3 [有易混提示]
 7323 | exaggerate                     | 誇張，誇大                          | 🏃        | chunks=['e', 'xag', 'ge', 'ra', 'te'] | py=ㄧ-ㄗㄚ-ㄐㄜ-ㄌㄟㄊ | theme=actions | stage=3
 7324 | examinee                       | 應試者                            | 🏃        | chunks=['e', 'xa', 'mi', 'nee'] | py=ㄧ-ㄎㄙㄚ-ㄇㄞ-ㄋㄧ | theme=actions | stage=3 base=examine
 7325 | examiner                       | 主考人                            | 👨‍⚕️     | chunks=['e', 'xa', 'mi', 'ner'] | py=ㄧ-ㄎㄙㄚ-ㄇㄞ-ㄋㄜ | theme=jobs | stage=3 base=examine
 7326 | exception                      | 例外                             | 🎓        | chunks=['ex', 'cep', 'tion'] | py=ㄝㄎㄙ-ㄙㄝㄆ-ㄒㄣ | theme=academic-words | stage=3
 7327 | exhaust                        | 用完，耗盡                          | 🏃        | chunks=['ex', 'haust'] | py=ㄝㄎㄙ-ㄗㄛㄙㄊ | theme=actions | stage=3
 7328 | explanation                    | 說明，解釋                          | 🎓        | chunks=['ex', 'pla', 'na', 'tion'] | py=ㄝㄎㄙ-ㄆㄌㄜ-ㄋㄟ-ㄒㄣ | theme=academic-words | stage=3 base=explain
 7329 | explosive                      | 爆炸的、爆炸物                        | 🎨        | chunks=['ex', 'plo', 'si', 've'] | py=ㄝㄎㄙ-ㄆㄌㄛ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3
 7330 | exposure                       | 暴露                             | 🎓        | chunks=['ex', 'po', 'su', 're'] | py=ㄝㄎㄙ-ㄆㄛ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=3 base=expose
 7331 | extend                         | 延長，延伸                          | 🏃        | chunks=['ex', 'tend'] | py=ㄝㄎㄙ-ㄊㄝㄋㄉ | theme=actions | stage=3
 7332 | extent                         | 廣度，寬度                          | 🎨        | chunks=['ex', 'tent'] | py=ㄝㄎㄙ-ㄊㄣㄊ | theme=adjectives | stage=3 [有易混提示]
 7333 | facial                         | 臉的                             | 😀        | chunks=['fa', 'cial'] | py=ㄈㄟ-ㄒㄜ | theme=body | stage=3
 7334 | facility                       | 能力，技能                          | 🎓        | chunks=['fa', 'ci', 'li', 'ty'] | py=ㄈㄜ-ㄙㄧ-ㄌㄜ-ㄊㄧ | theme=academic-words | stage=3
 7335 | fame                           | 聲譽，名望                          | 🏃        | chunks=['fa', 'me'] | py=ㄈㄚ-ㄇㄝ | theme=actions | stage=3 [有易混提示]
 7336 | fantastic                      | 極好的，了不起的                       | 🎨        | chunks=['fan', 'tas', 'tic'] | py=ㄈㄚㄣ-ㄊㄚㄙ-ㄊㄧㄎ | theme=adjectives | stage=3
 7337 | farewell                       | 再會、告別                          | 🏃        | chunks=['fa', 're', 'well'] | py=ㄈㄝㄜ-ㄨㄝㄦ | theme=actions | stage=3
 7338 | favorable                      | 贊同的                            | 🎨        | chunks=['fa', 'vo', 'rab', 'le'] | py=ㄈㄟ-ㄈㄜ-ㄌㄜ-ㄅㄜ | theme=adjectives | stage=3 base=favor
 7339 | fertile                        | 多產的                            | 🎨        | chunks=['fer', 'ti', 'le'] | py=ㄈㄜ-ㄊㄜ-ㄌㄧ | theme=adjectives | stage=3
 7340 | fetch                          | 去拿…                            | 🏃        | chunks=['f', 'etch'] | py=ㄝㄈ-ㄝㄊㄔ | theme=actions | stage=3 [有易混提示]
 7341 | financial                      | 財政的                            | 📈        | chunks=['fi', 'nan', 'cial'] | py=ㄈㄜ-ㄋㄚ-ㄒㄦ | theme=economy | stage=3
 7342 | firecracker                    | 爆竹，鞭炮                          | 🏃        | chunks=['fi', 'rec', 'rac', 'ker'] | py=ㄈㄜ-ㄌㄝ-ㄌㄚ-ㄎㄜ | theme=actions | stage=3
 7343 | flee                           | 逃，逃走                           | 🏃        | chunks=['fl', 'ee'] | py=ㄈㄌ-ㄧ | theme=actions | stage=3 [有易混提示]
 7344 | fluent                         | 流利的，流暢的                        | 🎨        | chunks=['fl', 'uent'] | py=ㄈㄌ-ㄩㄋㄊ | theme=adjectives | stage=3
 7345 | flunk                          | 使不及格                           | 🏃        | chunks=['fl', 'unk'] | py=ㄈㄌ-ㄚㄋㄎ | theme=actions | stage=3
 7346 | flush                          | 沖洗、臉紅                          | 🏃        | chunks=['fl', 'ush'] | py=ㄈㄌ-ㄚㄒ | theme=actions | stage=3 [有易混提示]
 7347 | forbid                         | 禁止，不許                          | 🏃        | chunks=['for', 'bid'] | py=ㄈㄛ-ㄅㄧㄉ | theme=actions | stage=3 base=forbid [有易混提示]
 7348 | formation                      | 形成，構成                          | 🎓        | chunks=['for', 'ma', 'tion'] | py=ㄈㄛ-ㄇㄚ-ㄒㄣ | theme=academic-words | stage=3 base=form
 7349 | fort                           | 堡壘，要塞                          | 🏃        | chunks=['f', 'ort'] | py=ㄝㄈ-ㄛㄜㄊ | theme=actions | stage=3 [有易混提示]
 7350 | fortunate                      | 幸運的，僥倖的                        | 🎨        | chunks=['for', 'tu', 'na', 'te'] | py=ㄈㄛㄦ-ㄑㄜ-ㄋㄜㄊ | theme=adjectives | stage=3 base=fortune
 7351 | fragrance                      | 芬芳                             | 🎓        | chunks=['frag', 'ran', 'ce'] | py=ㄈㄖㄚ-ㄌㄚㄣ-ㄙㄜ | theme=academic-words | stage=3
 7352 | fragrant                       | 香的，芳香的                         | 🎨        | chunks=['frag', 'rant'] | py=ㄈㄖㄟ-ㄍㄜㄣㄊ | theme=adjectives | stage=3
 7353 | freeway                        | 高速公路                           | 🛣️       | chunks=['free', 'way'] | py=ㄈㄌㄧ-ㄨㄝ | theme=appearance | stage=2
 7354 | frequency                      | 頻率，次數                          | 🏃        | chunks=['fre', 'quen', 'cy'] | py=ㄈㄖㄧ-ㄎㄨㄝㄋ-ㄒㄧ | theme=actions | stage=3
 7355 | freshman                       | 一年級生                           | 🎓        | chunks=['fres', 'hman'] | py=ㄈㄌㄝㄙ-ㄏㄇㄚㄋ | theme=numbers | stage=3
 7356 | frustration                    | 挫折，失敗                          | 🎓        | chunks=['frus', 'tra', 'tion'] | py=ㄈㄌㄚㄙ-ㄊㄌㄚ-ㄒㄣ | theme=academic-words | stage=3 base=frustrate
 7357 | fuel                           | 燃料、供給燃料                        | 🏃        | chunks=['f', 'uel'] | py=ㄝㄈ-ㄩㄌ | theme=actions | stage=3 [有易混提示]
 7358 | fulfill                        | 執行                             | 🏃        | chunks=['ful', 'fill'] | py=ㄈㄜ-ㄈㄧㄛ | theme=actions | stage=3
 7359 | fulfillment                    | 完成，履行                          | 🎨        | chunks=['ful', 'fil', 'lment'] | py=ㄈㄜ-ㄈㄜ-ㄌㄇㄣㄊ | theme=adjectives | stage=3 base=fulfill
 7360 | functional                     | 機能的                            | 🎨        | chunks=['fun', 'ctio', 'nal'] | py=ㄈㄚㄣ-ㄎㄊㄧㄛ-ㄋㄦ | theme=adjectives | stage=3
 7361 | furnish                        | 給配置                            | 🎨        | chunks=['fur', 'nish'] | py=ㄈㄜ-ㄋㄧㄒ | theme=adjectives | stage=3
 7362 | gaze                           | 凝視，注視，盯                        | 🏃        | chunks=['ga', 'ze'] | py=ㄍㄚ-ㄗㄧ | theme=actions | stage=3 [有易混提示]
 7363 | gear                           | 齒輪                             | 🏃        | chunks=['g', 'ear'] | py=ㄐㄧ-ㄦ | theme=actions | stage=3 [有易混提示]
 7364 | generosity                     | 寬宏大量                           | 🎓        | chunks=['ge', 'ne', 'ro', 'si', 'ty'] | py=ㄐㄝ-ㄋㄜ-ㄌㄚ-ㄙㄜ-ㄊㄧ | theme=academic-words | stage=3
 7365 | genius                         | 天資，天賦                          | 🏃        | chunks=['ge', 'nius'] | py=ㄐㄧ-ㄋㄧㄚㄙ | theme=actions | stage=3 [有易混提示]
 7366 | genuine                        | 真的，非偽造的                        | 🎨        | chunks=['ge', 'nui', 'ne'] | py=ㄐㄧ-ㄋㄨ-ㄋㄧ | theme=adjectives | stage=3
 7367 | gifted                         | 有天資的，有天賦的                      | 🎨        | chunks=['gif', 'ted'] | py=ㄍㄧㄈ-ㄉㄜ | theme=adjectives | stage=3
 7368 | gigantic                       | 巨大的                            | 🎨        | chunks=['gi', 'gan', 'tic'] | py=ㄐㄜ-ㄍㄢ-ㄊㄧㄎ | theme=adjectives | stage=3
 7369 | giggle                         | 咯咯地笑                           | 🏃        | chunks=['gig', 'gle'] | py=ㄍㄧㄍ-ㄍㄜ | theme=actions | stage=3
 7370 | glimpse                        | 瞥見                             | 🏃        | chunks=['glim', 'pse'] | py=ㄍㄌㄧㄇ-ㄆㄙㄝ | theme=actions | stage=3
 7371 | glorious                       | 光榮的，榮耀的                        | 🎨        | chunks=['glo', 'rious'] | py=ㄍㄌㄛ-ㄖㄧㄜㄙ | theme=adjectives | stage=3 base=glory
 7372 | goods                          | 商品                             | 🏃        | chunks=['g', 'oods'] | py=ㄐㄧ-ㄨㄉㄙ | theme=business | stage=3 [有易混提示]
 7373 | grace                          | 優美                             | 💁        | chunks=['gra', 'ce'] | py=ㄍㄌㄝ-ㄙㄜ | theme=appearance | stage=3 [有易混提示]
 7374 | gracious                       | 親切的                            | 🎨        | chunks=['gra', 'cious'] | py=ㄍㄌㄝ-ㄒㄜㄙ | theme=adjectives | stage=3 base=grace
 7375 | grammatical                    | 文法的                            | 📝        | chunks=['gram', 'ma', 'ti', 'cal'] | py=ㄍㄌㄚ-ㄇㄚ-ㄊㄜ-ㄎㄜ | theme=law | stage=3 base=grammar
 7376 | gratitude                      | 感恩，感謝                          | 😊        | chunks=['gra', 'ti', 'tu', 'de'] | py=ㄍㄌㄝ-ㄊㄜ-ㄑㄨ-ㄉㄧ | theme=emotions | stage=3
 7377 | greasy                         | 油汙的，油膩的                        | 🎨        | chunks=['grea', 'sy'] | py=ㄍㄖㄧ-ㄗㄧ | theme=adjectives | stage=3
 7378 | grief                          | 悲痛，悲傷                          | 😊        | chunks=['gr', 'ief'] | py=ㄍㄖ-ㄞㄈ | theme=emotions | stage=3 [有易混提示]
 7379 | grind                          | 磨                              | 🏃        | chunks=['gr', 'ind'] | py=ㄍㄖ-ㄧㄋㄉ | theme=actions | stage=3 [有易混提示]
 7380 | habitual                       | 習慣的，習以為常的                      | 🎨        | chunks=['ha', 'bi', 'tual'] | py=ㄏㄜ-ㄅㄞ-ㄊㄚㄚㄌ | theme=adjectives | stage=3
 7381 | halt                           | 暫停，停止                          | 🏃        | chunks=['h', 'alt'] | py=ㄝㄑ-ㄚㄌㄊ | theme=actions | stage=3 [有易混提示]
 7382 | handwriting                    | 筆跡                             | 🏃        | chunks=['hand', 'wri', 'ting'] | py=ㄏㄚㄣㄉ-ㄌㄞ-ㄊㄧㄥ | theme=actions | stage=3
 7383 | harden                         | 變硬                             | 🏃        | chunks=['har', 'den'] | py=ㄏㄚㄦ-ㄉㄣ | theme=actions | stage=3 base=hard
 7384 | hardship                       | 艱難，困苦                          | 🎓        | chunks=['hard', 'ship'] | py=ㄏㄚㄦㄉ-ㄒㄧㄆ | theme=academic-words | stage=3
 7385 | harmonica                      | 口琴                             | 🎶        | chunks=['har', 'mo', 'ni', 'ca'] | py=ㄏㄚㄦ-ㄇㄛ-ㄋㄜ-ㄎㄚ | theme=music | stage=3
 7386 | haste                          | 急忙，迅速                          | 🏃        | chunks=['has', 'te'] | py=ㄏㄚㄙ-ㄊㄧ | theme=actions | stage=3 [有易混提示]
 7387 | hasten                         | 催促                             | 🏃        | chunks=['has', 'ten'] | py=ㄏㄚㄙ-ㄊㄣ | theme=actions | stage=3
 7388 | healthful                      | 有益於健康的                         | 💊        | chunks=['healt', 'hful'] | py=ㄏㄧㄌㄊ-ㄏㄈㄚㄛ | theme=health | stage=3 base=health
 7389 | herd                           | 畜群                             | 🏃        | chunks=['h', 'erd'] | py=ㄝㄑ-ㄜㄉ | theme=animals | stage=3 [有易混提示]
 7390 | hesitation                     | 躊躇，猶豫                          | 🎓        | chunks=['he', 'si', 'ta', 'tion'] | py=ㄏㄝ-ㄗㄜ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3
 7391 | honorable                      | 可尊敬的                           | 🎨        | chunks=['ho', 'no', 'rab', 'le'] | py=ㄏㄚ-ㄋㄛ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=honor
 7392 | hook                           | 鉤，掛鉤，魚鉤                        | 🪝        | chunks=['h', 'ook'] | py=ㄝㄑ-ㄨㄎ | theme=tools | stage=3 [有易混提示]
 7393 | horizon                        | 地平線                            | 🏃        | chunks=['ho', 'ri', 'zon'] | py=ㄏㄜ-ㄌㄞ-ㄗㄜㄣ | theme=nature | stage=3
 7394 | horrify                        | 使恐懼，使驚懼                        | 😊        | chunks=['hor', 'ri', 'fy'] | py=ㄏㄛ-ㄌㄜ-ㄈㄞ | theme=emotions | stage=3 base=horror
 7395 | housewife                      | 家庭主婦                           | 👨‍👩‍👧    | chunks=['hou', 'se', 'wi', 'fe'] | py=ㄏㄠ-ㄙㄜ-ㄨㄧ-ㄈㄧ | theme=family | stage=3
 7396 | humanity                       | 人性                             | 🎓        | chunks=['hu', 'ma', 'ni', 'ty'] | py=ㄏㄧㄨ-ㄇㄚ-ㄋㄜ-ㄊㄧ | theme=academic-words | stage=3
 7397 | humidity                       | 濕氣，濕度                          | 🎓        | chunks=['hu', 'mi', 'di', 'ty'] | py=ㄏㄧㄨ-ㄇㄞ-ㄉㄧ-ㄊㄧ | theme=academic-words | stage=3
 7398 | hydrogen                       | 氫                              | 🏃        | chunks=['hyd', 'ro', 'gen'] | py=ㄏㄧㄉ-ㄌㄛ-ㄐㄣ | theme=actions | stage=2
 7399 | identification                 | 認出                             | 🎓        | chunks=['i', 'den', 'ti', 'fi', 'ca', 'tion'] | py=ㄞ-ㄉㄝㄣ-ㄊㄜ-ㄈㄜ-ㄎㄟ-ㄒㄣ | theme=academic-words | stage=3
 7400 | idle                           | 閒置的                            | 🎨        | chunks=['id', 'le'] | py=ㄌㄝㄉ-ㄌㄧ | theme=adjectives | stage=3 [有易混提示]
 7401 | imaginable                     | 可想像得到的                         | 🎨        | chunks=['i', 'ma', 'gi', 'nab', 'le'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=imagine
 7402 | imaginary                      | 想像中的                           | 🎨        | chunks=['i', 'ma', 'gi', 'na', 'ry'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄚ-ㄌㄧ | theme=adjectives | stage=3
 7403 | imitate                        | 模仿                             | 🏃        | chunks=['i', 'mi', 'ta', 'te'] | py=ㄧ-ㄇㄜ-ㄊㄟㄊ | theme=actions | stage=3
 7404 | imitation                      | 模仿，模擬                          | 🎓        | chunks=['i', 'mi', 'ta', 'tion'] | py=ㄧ-ㄇㄜ-ㄊㄟ-ㄒㄣ | theme=academic-words | stage=3 base=imitate
 7405 | immigrant                      | 移民、移入的                         | 🎨        | chunks=['im', 'mig', 'rant'] | py=ㄧㄇ-ㄇㄜ-ㄍㄌㄜㄣㄊ | theme=adjectives | stage=3 base=immigrate
 7406 | impression                     | 印象                             | 💭        | chunks=['im', 'pres', 'sion'] | py=ㄧㄇ-ㄆㄌㄝ-ㄒㄣ | theme=academic-words | stage=3 base=impress
 7407 | incident                       | 事件                             | 🎨        | chunks=['in', 'ci', 'dent'] | py=ㄧㄣ-ㄙㄜ-ㄉㄣㄊ | theme=adjectives | stage=3
 7408 | indication                     | 指示                             | 🎓        | chunks=['in', 'di', 'ca', 'tion'] | py=ㄧㄣ-ㄉㄧ-ㄎㄚ-ㄒㄣ | theme=academic-words | stage=3
 7409 | industrialize                  | 工業化                            | 🏃        | chunks=['in', 'dus', 'tria', 'li', 'ze'] | py=ㄧㄣ-ㄉㄚㄙ-ㄊㄖㄧㄚ-ㄌㄧ-ㄗㄧ | theme=actions | stage=3 base=industrial
 7410 | infect                         | 傳染                             | 🏃        | chunks=['in', 'fect'] | py=ㄧㄣ-ㄈㄝㄎㄊ | theme=actions | stage=3
 7411 | influential                    | 有影響力的                          | 🎨        | chunks=['in', 'fluen', 'tial'] | py=ㄧㄣ-ㄈㄌㄩㄋ-ㄒㄦ | theme=adjectives | stage=3
 7412 | information                    | 消息                             | 🎓        | chunks=['in', 'for', 'ma', 'tion'] | py=ㄧㄣ-ㄈㄜ-ㄇㄟ-ㄒㄣ | theme=academic-words | stage=3 base=inform
 7413 | informative                    | 教育性的                           | 🎨        | chunks=['in', 'for', 'ma', 'ti', 've'] | py=ㄧㄣ-ㄈㄛ-ㄇㄚ-ㄊㄜ-ㄈㄜ | theme=adjectives | stage=3 base=inform
 7414 | ingredient                     | 原料                             | 🎨        | chunks=['in', 'gre', 'dient'] | py=ㄧㄣ-ㄍㄌㄜ-ㄉㄞㄋㄊ | theme=adjectives | stage=3
 7415 | innocence                      | 無罪                             | 🎓        | chunks=['in', 'no', 'cen', 'ce'] | py=ㄧㄣ-ㄋㄛ-ㄙㄝㄣ-ㄙㄜ | theme=academic-words | stage=3
 7416 | inspection                     | 檢查，檢驗                          | 🎓        | chunks=['in', 'spec', 'tion'] | py=ㄧㄣ-ㄙㄆㄝ-ㄒㄣ | theme=academic-words | stage=3 base=inspect
 7417 | inspiration                    | 靈感                             | 🎓        | chunks=['in', 'spi', 'ra', 'tion'] | py=ㄧㄣ-ㄙㄆㄞ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=3 base=inspire
 7418 | inspire                        | 鼓舞，激勵                          | 💡        | chunks=['in', 'spi', 're'] | py=ㄧㄣ-ㄙㄆㄞㄜ | theme=music | stage=3
 7419 | instinct                       | 本能                             | 🏃        | chunks=['in', 'stinct'] | py=ㄧㄣ-ㄙㄊㄧㄋㄎㄊ | theme=actions | stage=3
 7420 | instructor                     | 教員                             | 👨‍⚕️     | chunks=['ins', 'truc', 'tor'] | py=ㄧㄋㄙ-ㄊㄖㄚㄎ-ㄊㄜ | theme=jobs | stage=3 base=instruct
 7421 | insult                         | 侮辱，羞辱                          | 🏃        | chunks=['in', 'sult'] | py=ㄧㄣ-ㄗㄚㄦㄊ | theme=actions | stage=3 [有易混提示]
 7422 | intellectual                   | 智力的                            | 🎨        | chunks=['in', 'tel', 'lec', 'tual'] | py=ㄧㄣ-ㄊㄝㄦ-ㄌㄝㄎ-ㄊㄚㄚㄌ | theme=adjectives | stage=3
 7423 | intend                         | 想要                             | 🏃        | chunks=['in', 'tend'] | py=ㄧㄣ-ㄊㄝㄋㄉ | theme=actions | stage=3 [有易混提示]
 7424 | intensify                      | 加強，增強                          | 🏃        | chunks=['in', 'ten', 'si', 'fy'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄈㄞ | theme=numbers | stage=3 base=intense
 7425 | intensity                      | 強度、強烈                          | 🎓        | chunks=['in', 'ten', 'si', 'ty'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=3
 7426 | intensive                      | 加強的                            | 🎨        | chunks=['in', 'ten', 'si', 've'] | py=ㄧㄣ-ㄊㄣ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3 base=intense
 7427 | intention                      | 意圖，意向，目的                       | 🎨        | chunks=['in', 'ten', 'tion'] | py=ㄧㄣ-ㄊㄝㄣ-ㄒㄣ | theme=adjectives | stage=3 base=intend
 7428 | interaction                    | 互動                             | 🎓        | chunks=['in', 'te', 'rac', 'tion'] | py=ㄧㄣ-ㄊㄧ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=3
 7429 | interfere                      | 妨礙                             | 🏃        | chunks=['in', 'ter', 'fe', 're'] | py=ㄧㄣ-ㄊㄜ-ㄈㄧ-ㄌㄧ | theme=actions | stage=3
 7430 | interruption                   | 中止                             | 🎓        | chunks=['in', 'ter', 'rup', 'tion'] | py=ㄧㄣ-ㄊㄜ-ㄌㄚㄆ-ㄒㄣ | theme=academic-words | stage=3 base=interrupt
 7431 | intimate                       | 親密的，熟悉的                        | 🎨        | chunks=['in', 'ti', 'ma', 'te'] | py=ㄧㄣ-ㄊㄜ-ㄇㄜㄊ | theme=adjectives | stage=3 [有易混提示]
 7432 | intonation                     | 語調                             | 🎓        | chunks=['in', 'to', 'na', 'tion'] | py=ㄧㄣ-ㄊㄛ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=3
 7433 | invade                         | 侵入，侵略                          | 🏃        | chunks=['in', 'va', 'de'] | py=ㄧㄣ-ㄈㄚ-ㄉㄧ | theme=actions | stage=3
 7434 | invention                      | 發明，創造                          | 🎓        | chunks=['in', 'ven', 'tion'] | py=ㄧㄣ-ㄈㄣ-ㄒㄣ | theme=academic-words | stage=3 base=invent
 7435 | involvement                    | 捲入，連累                          | 🎨        | chunks=['in', 'vol', 've', 'ment'] | py=ㄧㄣ-ㄈㄚ-ㄈㄜ-ㄇㄣㄊ | theme=adjectives | stage=3 base=involve
 7436 | itch                           | 癢                              | 🏃        | chunks=['it', 'ch'] | py=ㄧㄊ-ㄔ | theme=actions | stage=3 [有易混提示]
 7437 | jealousy                       | 妒忌                             | 🏃        | chunks=['jea', 'lou', 'sy'] | py=ㄐㄝ-ㄌㄜ-ㄙㄧ | theme=actions | stage=3
 7438 | landslide                      | 山崩                             | 🌳        | chunks=['land', 'sli', 'de'] | py=ㄌㄢㄉ-ㄙㄌㄧ-ㄉㄧ | theme=nature | stage=3
 7439 | learned                        | 有學問的，博學的                       | 📚        | chunks=['lear', 'ned'] | py=ㄌㄧㄜ-ㄋㄝㄉ | theme=adjectives | stage=3 base=learn
 7440 | learning                       | 學習                             | 🏃        | chunks=['lear', 'ning'] | py=ㄌㄧㄜ-ㄋㄧㄥ | theme=actions | stage=3 base=learn
 7441 | lecturer                       | 講演者                            | 👨‍⚕️     | chunks=['lec', 'tu', 'rer'] | py=ㄌㄝㄎ-ㄑㄨ-ㄖㄜ | theme=jobs | stage=3 base=lecture
 7442 | leisurely                      | 從容不迫地、悠閒地                      | 🚶        | chunks=['lei', 'su', 're', 'ly'] | py=ㄌㄧ-ㄓㄜ-ㄌㄧ-ㄌㄧ | theme=sight-words | stage=3
 7443 | lighten                        | 變亮                             | 🏃        | chunks=['lig', 'hten'] | py=ㄌㄧ-ㄏㄊㄝㄋ | theme=actions | stage=3 base=light
 7444 | limitation                     | 限制，極限，限度                       | 🎓        | chunks=['li', 'mi', 'ta', 'tion'] | py=ㄌㄧ-ㄇㄞ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3 base=limit
 7445 | literary                       | 文學的，文藝的                        | 📖        | chunks=['li', 'te', 'ra', 'ry'] | py=ㄌㄧ-ㄊㄜ-ㄌㄝ-ㄌㄧ | theme=literature | stage=3
 7446 | literature                     | 文學                             | 📖        | chunks=['li', 'te', 'ra', 'tu', 're'] | py=ㄌㄧ-ㄊㄜ-ㄌㄜ-ㄑㄜㄦ | theme=literature | stage=3
 7447 | locker                         | 衣物櫃                            | 👕        | chunks=['loc', 'ker'] | py=ㄌㄚ-ㄎㄜ | theme=clothing | stage=3 base=lock
 7448 | lousy                          | 不潔的                            | 🎨        | chunks=['lou', 'sy'] | py=ㄌㄠ-ㄗㄧ | theme=adjectives | stage=3
 7449 | loyalty                        | 忠誠                             | 🏃        | chunks=['loyal', 'ty'] | py=ㄌㄛㄧ-ㄜㄦ-ㄊㄧ | theme=actions | stage=3 base=loyal
 7450 | lunar                          | 月的                             | 🎨        | chunks=['lu', 'nar'] | py=ㄌㄨ-ㄋㄚ | theme=adjectives | stage=3 [有易混提示]
 7451 | luxurious                      | 奢侈的                            | 🎨        | chunks=['lu', 'xu', 'rious'] | py=ㄌㄚ-ㄍㄓㄨ-ㄖㄧㄜㄙ | theme=adjectives | stage=3 base=luxury
 7452 | luxury                         | 奢侈，奢華                          | 🏃        | chunks=['lu', 'xu', 'ry'] | py=ㄌㄚㄎ-ㄒㄜ-ㄌㄧ | theme=actions | stage=3
 7453 | machinery                      | 機器                             | 🏃        | chunks=['mac', 'hi', 'ne', 'ry'] | py=ㄇㄜ-ㄒㄧ-ㄋㄜ-ㄌㄧ | theme=actions | stage=3 base=machine
 7454 | magnetic                       | 磁鐵的                            | 🪨        | chunks=['mag', 'ne', 'tic'] | py=ㄇㄚ-ㄋㄧ-ㄊㄧㄎ | theme=materials | stage=3 base=magnet
 7455 | magnificent                    | 壯麗的，宏偉的                        | 🎨        | chunks=['mag', 'ni', 'fi', 'cent'] | py=ㄇㄚㄍ-ㄋㄧ-ㄈㄜ-ㄙㄜㄣㄊ | theme=adjectives | stage=3
 7456 | manufacture                    | 製造，加工                          | 🎓        | chunks=['ma', 'nu', 'fac', 'tu', 're'] | py=ㄇㄚ-ㄋㄩ-ㄈㄚㄎ-ㄑㄜ | theme=academic-words | stage=3
 7457 | manufacturer                   | 製造業者，廠商                        | 👨‍⚕️     | chunks=['ma', 'nu', 'fac', 'tu', 'rer'] | py=ㄇㄚ-ㄋㄨ-ㄈㄚㄎ-ㄑㄨ-ㄖㄜ | theme=jobs | stage=3 base=manufacture
 7458 | maturity                       | 成熟                             | 🎓        | chunks=['ma', 'tu', 'ri', 'ty'] | py=ㄇㄜ-ㄑㄨ-ㄌㄜ-ㄊㄧ | theme=academic-words | stage=3 base=mature
 7459 | maximum                        | 最大量、最大的                        | 🎨        | chunks=['ma', 'xi', 'mum'] | py=ㄇㄚ-ㄎㄙㄧ-ㄇㄚㄇ | theme=adjectives | stage=3
 7460 | mechanical                     | 機械的，用機械的                       | 🎨        | chunks=['mec', 'ha', 'ni', 'cal'] | py=ㄇㄜ-ㄎㄚ-ㄋㄜ-ㄎㄜ | theme=adjectives | stage=3
 7461 | memorable                      | 值得懷念的                          | 🎨        | chunks=['me', 'mo', 'rab', 'le'] | py=ㄇㄝ-ㄇㄜ-ㄌㄜ-ㄅㄜ | theme=adjectives | stage=3
 7462 | mercy                          | 慈悲，憐憫                          | 🏃        | chunks=['mer', 'cy'] | py=ㄇㄜ-ㄒㄧ | theme=emotions | stage=3
 7463 | merit                          | 長處，優點                          | 🏃        | chunks=['me', 'rit'] | py=ㄇㄝ-ㄌㄜㄊ | theme=actions | stage=3
