# 字 1500-2999
 1500 | both                           | 兩者都                            | ✌️       | chunks=['b', 'oth'] | py=ㄅㄛㄙ | theme=sight-words | stage=1
 2269 | shuttle                        | 接駁車                            | 🚐        | chunks=['shut', 'tle'] | py=ㄒㄚ-ㄉㄜ | theme=transportation | stage=2
 2270 | limo                           | 豪華禮車                           | 🚙        | chunks=['li', 'mo'] | py=ㄌㄧ-ㄇㄛ | theme=transportation | stage=2
 2271 | hearse                         | 靈車                             | ⚰️       | chunks=['h', 'earse'] | py=ㄏㄜㄙ | theme=transportation | stage=3
 2272 | taxicab                        | 計程車                            | 🚕        | chunks=['tax', 'i', 'cab'] | py=ㄊㄚㄎ-ㄒㄜ-ㄎㄚㄅ | theme=transportation | stage=1
 2273 | museum                         | 博物館                            | 🏛️       | chunks=['mu', 'se', 'um'] | py=ㄇㄧㄨ-ㄗㄧ-ㄜㄇ | theme=places | stage=1
 2274 | theater                        | 劇院                             | 🎭        | chunks=['the', 'a', 'ter'] | py=ㄒㄧ-ㄝ-ㄊㄜ | theme=places | stage=1
 2275 | cinema                         | 電影院                            | 🎬        | chunks=['cin', 'e', 'ma'] | py=ㄒㄧ-ㄋㄜ-ㄇㄚ | theme=places | stage=1
 2276 | supermarket                    | 超市                             | 🛒        | chunks=['su', 'per', 'mar', 'ket'] | py=ㄙㄨ-ㄆㄜ-ㄇㄚㄦ-ㄎㄝㄊ | theme=places | stage=1
 2277 | bakery                         | 麵包店                            | 🥖        | chunks=['bak', 'e', 'ry'] | py=ㄅㄝ-ㄎㄜ-ㄌㄧ | theme=places | stage=1 base=bake
 2278 | pharmacy                       | 藥局                             | 💊        | chunks=['phar', 'ma', 'cy'] | py=ㄈㄚㄦ-ㄇㄜ-ㄒㄧ | theme=places | stage=1
 2279 | atm                            | 提款機                            | 🏧        | chunks=['a', 't', 'm'] | py=ㄝ-ㄊㄧ-ㄝㄇ | theme=places | stage=1
 2280 | cafe                           | 咖啡店                            | ☕        | chunks=['ca', 'fe'] | py=ㄎㄚ-ㄈㄟ | theme=places | stage=1
 2281 | pub                            | 酒吧                             | 🍻        | chunks=['p', 'ub'] | py=ㄆㄚㄅ | theme=places | stage=2
 2282 | club                           | 俱樂部                            | 🎶        | chunks=['cl', 'ub'] | py=ㄎㄌㄚㄅ | theme=places | stage=1
 2283 | casino                         | 賭場                             | 🎰        | chunks=['ca', 'si', 'no'] | py=ㄎㄜ-ㄒㄧ-ㄋㄛ | theme=places | stage=2
 2284 | motel                          | 汽車旅館                           | 🏨        | chunks=['mo', 'tel'] | py=ㄇㄛ-ㄊㄝㄦ | theme=places | stage=2
 2285 | inn                            | 小旅館                            | 🏨        | chunks=['i', 'nn'] | py=ㄧㄣ | theme=places | stage=2
 2286 | resort                         | 度假村                            | 🏖️       | chunks=['re', 'sort'] | py=ㄌㄧ-ㄗㄛㄦㄊ | theme=places | stage=2
 2287 | spa                            | 水療                             | 💆        | chunks=['sp', 'a'] | py=ㄙㄆㄚ | theme=places | stage=1
 2288 | factory                        | 工廠                             | 🏭        | chunks=['fac', 'to', 'ry'] | py=ㄈㄚㄎ-ㄊㄜ-ㄌㄧ | theme=places | stage=1
 2289 | warehouse                      | 倉庫                             | 🏭        | chunks=['ware', 'house'] | py=ㄨㄝㄜ-ㄏㄠㄙ | theme=places | stage=2
 2290 | workshop                       | 工坊                             | 🛠️       | chunks=['work', 'shop'] | py=ㄨㄜㄎ-ㄒㄚㄆ | theme=places | stage=2
 2291 | studio                         | 工作室                            | 🎨        | chunks=['stu', 'di', 'o'] | py=ㄙㄉㄨ-ㄉㄧ-ㄛ | theme=places | stage=2
 2292 | church                         | 教堂                             | ⛪        | chunks=['ch', 'urch'] | py=ㄑㄜㄑ | theme=places | stage=1
 2293 | mosque                         | 清真寺                            | 🕌        | chunks=['m', 'osque'] | py=ㄇㄚㄙㄎ | theme=places | stage=2
 2294 | synagogue                      | 猶太會堂                           | 🕍        | chunks=['syn', 'a', 'gogue'] | py=ㄒㄧ-ㄋㄜ-ㄍㄚㄍ | theme=places | stage=3
 2295 | cathedral                      | 大教堂                            | ⛪        | chunks=['ca', 'the', 'dral'] | py=ㄎㄜ-ㄒㄧ-ㄉㄌㄜ | theme=places | stage=2
 2296 | shrine                         | 神社                             | ⛩️       | chunks=['shr', 'ine'] | py=ㄒㄌㄞㄣ | theme=places | stage=3
 2297 | chapel                         | 小教堂                            | ⛪        | chunks=['chap', 'el'] | py=ㄑㄚ-ㄆㄜ | theme=places | stage=3
 2298 | zoo                            | 動物園                            | 🦁        | chunks=['z', 'oo'] | py=ㄗㄨ | theme=places | stage=0
 2299 | aquarium                       | 水族館                            | 🐠        | chunks=['aqua', 'ri', 'um'] | py=ㄚ-ㄎㄨㄝ-ㄌㄧ-ㄚㄇ | theme=places | stage=1
 2300 | planetarium                    | 天文館                            | 🌌        | chunks=['plan', 'e', 'tar', 'i', 'um'] | py=ㄆㄌㄚ-ㄋㄜ-ㄊㄝ-ㄌㄧ-ㄜㄇ | theme=places | stage=3
 2301 | observatory                    | 天文台                            | 🔭        | chunks=['ob', 'ser', 'va', 'to', 'ry'] | py=ㄚㄅ-ㄗㄜ-ㄈㄚ-ㄊㄜ-ㄌㄧ | theme=places | stage=3
 2302 | gallery                        | 美術館                            | 🖼️       | chunks=['gal', 'le', 'ry'] | py=ㄍㄚ-ㄌㄜ-ㄌㄧ | theme=places | stage=2
 2303 | amusementpark                  | 遊樂園                            | 🎡        | chunks=['a', 'muse', 'ment', 'park'] | py=ㄚ-ㄇㄧㄨㄗ-ㄇㄣㄊ-ㄆㄚㄦㄎ | theme=places | stage=1
 2304 | themepark                      | 主題樂園                           | 🎢        | chunks=['theme', 'park'] | py=ㄒㄧㄇ-ㄆㄚㄦㄎ | theme=places | stage=2
 2305 | carnival                       | 嘉年華                            | 🎪        | chunks=['car', 'ni', 'val'] | py=ㄎㄚㄦ-ㄋㄜ-ㄈㄜ | theme=places | stage=2
 2306 | circus                         | 馬戲團                            | 🎪        | chunks=['cir', 'cus'] | py=ㄙㄜ-ㄎㄜㄙ | theme=places | stage=1
 2307 | courthouse                     | 法院                             | ⚖️       | chunks=['court', 'house'] | py=ㄎㄛㄦㄊ-ㄏㄠㄙ | theme=places | stage=2
 2308 | prison                         | 監獄                             | 🔒        | chunks=['pri', 'son'] | py=ㄆㄌㄧ-ㄗㄣ | theme=places | stage=2
 2309 | jail                           | 監獄                             | 🔒        | chunks=['j', 'ail'] | py=ㄐㄟㄦ | theme=places | stage=2
 2310 | postoffice                     | 郵局                             | 📮        | chunks=['post', 'of', 'fice'] | py=ㄆㄛㄙㄊ-ㄚ-ㄈㄜㄙ | theme=places | stage=1
 2311 | neighborhood                   | 社區                             | 🏘️       | chunks=['neigh', 'bor', 'hood'] | py=ㄋㄟ-ㄅㄜ-ㄏㄨㄉ | theme=places | stage=2
 2312 | suburb                         | 郊區                             | 🏘️       | chunks=['sub', 'urb'] | py=ㄙㄚ-ㄅㄜㄅ | theme=places | stage=2
 2313 | district                       | 區                              | 🗺️       | chunks=['dis', 'trict'] | py=ㄉㄧㄙ-ㄊㄌㄧㄎㄊ | theme=places | stage=2
 2314 | borough                        | 自治區                            | 🗺️       | chunks=['bor', 'ough'] | py=ㄅㄜ-ㄛ | theme=places | stage=3
 2315 | county                         | 縣                              | 🗺️       | chunks=['coun', 'ty'] | py=ㄎㄠㄣ-ㄊㄧ | theme=places | stage=2
 2316 | province                       | 省                              | 🗺️       | chunks=['prov', 'ince'] | py=ㄆㄌㄚ-ㄈㄧㄣㄙ | theme=places | stage=3
 2317 | plaza                          | 廣場                             | 🏛️       | chunks=['pla', 'za'] | py=ㄆㄌㄚ-ㄗㄚ | theme=places | stage=2
 2318 | alley                          | 小巷                             | 🛣️       | chunks=['al', 'ley'] | py=ㄚ-ㄌㄧ | theme=places | stage=2
 2319 | patio                          | 露台                             | 🏠        | chunks=['pa', 'ti', 'o'] | py=ㄆㄚ-ㄊㄧ-ㄛ | theme=places | stage=2
 2320 | deck                           | 露台、甲板                          | 🚢        | chunks=['d', 'eck'] | py=ㄉㄝㄎ | theme=places | stage=2
 2321 | porch                          | 門廊                             | 🏠        | chunks=['p', 'orch'] | py=ㄆㄛㄦㄑ | theme=places | stage=2
 2322 | yard                           | 院子                             | 🏡        | chunks=['y', 'ard'] | py=ㄧㄚㄦㄉ | theme=places | stage=1
 2323 | farm                           | 農場                             | 🚜        | chunks=['f', 'arm'] | py=ㄈㄚㄦㄇ | theme=places | stage=0
 2324 | ranch                          | 牧場                             | 🐎        | chunks=['r', 'anch'] | py=ㄌㄚㄣㄑ | theme=places | stage=2
 2325 | mine                           | 礦坑                             | ⛏️       | chunks=['m', 'ine'] | py=ㄇㄞㄣ | theme=places | stage=2
 2326 | quarry                         | 採石場                            | ⛏️       | chunks=['quar', 'ry'] | py=ㄎㄨㄛ-ㄌㄧ | theme=places | stage=3
 2327 | prairie                        | 草原                             | 🌾        | chunks=['prai', 'rie'] | py=ㄆㄌㄝ-ㄌㄧ | theme=places | stage=3
 2328 | bookstore                      | 書店                             | 📚        | chunks=['book', 'store'] | py=ㄅㄨㄎ-ㄙㄉㄛㄦ | theme=places | stage=1
 2329 | drugstore                      | 藥妝店                            | 💊        | chunks=['drug', 'store'] | py=ㄉㄌㄚㄍ-ㄙㄉㄛㄦ | theme=places | stage=1
 2330 | deli                           | 熟食店                            | 🥪        | chunks=['de', 'li'] | py=ㄉㄝ-ㄌㄧ | theme=places | stage=2
 2331 | diner                          | 小餐館                            | 🍽️       | chunks=['di', 'ner'] | py=ㄉㄞ-ㄋㄜ | theme=places | stage=2 base=dine
 2332 | wood                           | 木頭                             | 🪵        | chunks=['w', 'ood'] | py=ㄨㄨㄉ | theme=materials | stage=2 [有易混提示]
 2333 | glass                          | 玻璃                             | 🥃        | chunks=['gl', 'ass'] | py=ㄍㄌㄝㄙ | theme=materials | stage=2
 2334 | plastic                        | 塑膠                             | 🥤        | chunks=['plas', 'tic'] | py=ㄆㄌㄝㄙ-ㄊㄧㄎ | theme=materials | stage=2
 2335 | iron                           | 鐵                              | 🔩        | chunks=['i', 'ron'] | py=ㄞ-ㄦㄣ | theme=materials | stage=2
 2336 | rubber                         | 橡膠                             | 🧽        | chunks=['rub', 'ber'] | py=ㄖㄚ-ㄅㄜ | theme=materials | stage=2 base=rub
 2337 | hammer                         | 鎚子                             | 🔨        | chunks=['ham', 'mer'] | py=ㄏㄝ-ㄇㄜ | theme=tools | stage=2
 2338 | screwdriver                    | 螺絲起子                           | 🪛        | chunks=['screw', 'driv', 'er'] | py=ㄙㄎㄦㄨ-ㄉㄖㄞ-ㄈㄜ | theme=tools | stage=2
 2339 | screw                          | 螺絲                             | 🔩        | chunks=['scr', 'ew'] | py=ㄙㄎㄖㄨ | theme=tools | stage=2
 2340 | wrench                         | 扳手                             | 🔧        | chunks=['wr', 'ench'] | py=ㄖㄝㄣㄔ | theme=tools | stage=2
 2341 | drill                          | 鑽子                             | ⚒️       | chunks=['dr', 'ill'] | py=ㄉㄖㄧㄛ | theme=tools | stage=2
 2342 | ladder                         | 梯子                             | 🪜        | chunks=['lad', 'der'] | py=ㄌㄝ-ㄉㄜ | theme=tools | stage=2
 2343 | rope                           | 繩子                             | 🪢        | chunks=['r', 'ope'] | py=ㄖㄛㄆ | theme=tools | stage=2
 2344 | glue                           | 膠水                             | 🧴        | chunks=['gl', 'ue'] | py=ㄍㄌㄨ | theme=tools | stage=2
 2345 | tape                           | 膠帶                             | 📼        | chunks=['t', 'ape'] | py=ㄊㄟㄆ | theme=tools | stage=2
 2346 | China                          | 中國                             | 🇨🇳       | chunks=['chi', 'na'] | py=ㄔㄞ-ㄋㄚ | theme=countries | stage=1
 2347 | Japan                          | 日本                             | 🇯🇵       | chunks=['ja', 'pan'] | py=ㄐㄚ-ㄆㄝㄣ | theme=countries | stage=1
 2348 | Korea                          | 韓國                             | 🇰🇷       | chunks=['ko', 'rea'] | py=ㄎㄛ-ㄖㄧㄚ | theme=countries | stage=1
 2349 | Taiwan                         | 台灣                             | 🇹🇼       | chunks=['tai', 'wan'] | py=ㄊㄞ-ㄨㄢ | theme=countries | stage=1
 2350 | England                        | 英國                             | 🇬🇧       | chunks=['eng', 'land'] | py=ㄧㄥ-ㄌㄢㄉ | theme=countries | stage=1
 2351 | France                         | 法國                             | 🇫🇷       | chunks=['fr', 'ance'] | py=ㄈㄖㄝㄣㄙ | theme=countries | stage=1
 2352 | Germany                        | 德國                             | 🇩🇪       | chunks=['ger', 'ma', 'ny'] | py=ㄐㄦ-ㄇㄜ-ㄋㄧ | theme=countries | stage=1
 2353 | Italy                          | 義大利                            | 🇮🇹       | chunks=['it', 'a', 'ly'] | py=ㄧ-ㄊㄜ-ㄌㄧ | theme=countries | stage=1
 2354 | Spain                          | 西班牙                            | 🇪🇸       | chunks=['sp', 'ain'] | py=ㄙㄆㄟㄣ | theme=countries | stage=1
 2355 | Russia                         | 俄國                             | 🇷🇺       | chunks=['rus', 'sia'] | py=ㄖㄚ-ㄒㄜ | theme=countries | stage=1
 2356 | Canada                         | 加拿大                            | 🇨🇦       | chunks=['ca', 'na', 'da'] | py=ㄎㄝ-ㄋㄜ-ㄉㄚ | theme=countries | stage=1
 2357 | Australia                      | 澳洲                             | 🇦🇺       | chunks=['aus', 'tra', 'lia'] | py=ㄛ-ㄔㄦㄟ-ㄌㄧㄚ | theme=countries | stage=1
 2358 | India                          | 印度                             | 🇮🇳       | chunks=['in', 'dia'] | py=ㄧㄣ-ㄉㄧㄚ | theme=countries | stage=1
 2359 | Brazil                         | 巴西                             | 🇧🇷       | chunks=['bra', 'zil'] | py=ㄅㄦㄟ-ㄗㄧㄛ | theme=countries | stage=2
 2360 | America                        | 美國                             | 🇺🇸       | chunks=['a', 'mer', 'i', 'ca'] | py=ㄜ-ㄇㄝ-ㄖㄧ-ㄎㄚ | theme=countries | stage=1
 2361 | get up                         | 起床                             | 🛏️⬆️     | chunks=['get', 'up'] | py=ㄍㄝㄊ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2362 | wake up                        | 醒來                             | 😴⬆️      | chunks=['wake', 'up'] | py=ㄨㄟㄎ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2363 | sit down                       | 坐下                             | 🪑⬇️      | chunks=['sit', 'down'] | py=ㄒㄧㄊ-ㄉㄠㄣ | theme=phrasal-verbs | stage=1
 2364 | stand up                       | 站起來                            | 🧍⬆️      | chunks=['stand', 'up'] | py=ㄙㄊㄝㄣㄉ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2365 | turn on                        | 打開                             | 💡        | chunks=['turn', 'on'] | py=ㄊㄦㄣ-ㄚㄣ | theme=phrasal-verbs | stage=1
 2366 | turn off                       | 關掉                             | ⛔        | chunks=['turn', 'off'] | py=ㄊㄦㄣ-ㄚㄈ | theme=phrasal-verbs | stage=1
 2367 | pick up                        | 撿起、接(人)                        | 🤏        | chunks=['pick', 'up'] | py=ㄆㄧㄎ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2368 | put down                       | 放下                             | ⬇️       | chunks=['put', 'down'] | py=ㄆㄨㄊ-ㄉㄠㄣ | theme=phrasal-verbs | stage=1
 2369 | look at                        | 看                              | 👀        | chunks=['look', 'at'] | py=ㄌㄨㄎ-ㄝㄊ | theme=phrasal-verbs | stage=1
 2370 | look for                       | 尋找                             | 🔍        | chunks=['look', 'for'] | py=ㄌㄨㄎ-ㄈㄛㄦ | theme=phrasal-verbs | stage=1
 2371 | find out                       | 找出                             | 💡        | chunks=['find', 'out'] | py=ㄈㄞㄣㄉ-ㄠㄊ | theme=phrasal-verbs | stage=1
 2372 | give up                        | 放棄                             | 🏳️       | chunks=['give', 'up'] | py=ㄍㄧㄈ-ㄚㄆ | theme=phrasal-verbs | stage=1
 2373 | take off                       | 起飛、脫掉                          | ✈️       | chunks=['take', 'off'] | py=ㄊㄟㄎ-ㄚㄈ | theme=phrasal-verbs | stage=1
 2374 | put on                         | 穿上                             | 👕        | chunks=['put', 'on'] | py=ㄆㄨㄊ-ㄚㄣ | theme=phrasal-verbs | stage=1
 2375 | come back                      | 回來                             | 🔙        | chunks=['come', 'back'] | py=ㄎㄚㄇ-ㄅㄝㄎ | theme=phrasal-verbs | stage=1
 2376 | meanwhile                      | 同時                             | ⏳        | chunks=['mean', 'while'] | py=ㄇㄧㄣ-ㄨㄞㄛ | theme=connectors | stage=1
 2377 | moreover                       | 此外                             | ➕        | chunks=['more', 'over'] | py=ㄇㄛㄦ-ㄛ-ㄈㄜ | theme=connectors | stage=2
 2378 | furthermore                    | 此外                             | 📚        | chunks=['fur', 'ther', 'more'] | py=ㄈㄦ-ㄉㄜ-ㄇㄛㄦ | theme=connectors | stage=2
 2379 | whereas                        | 然而                             | ⚖️       | chunks=['where', 'as'] | py=ㄨㄝㄦ-ㄝㄗ | theme=connectors | stage=2
 2380 | nevertheless                   | 儘管如此                           | 💪        | chunks=['nev', 'er', 'the', 'less'] | py=ㄋㄝ-ㄈㄜ-ㄉㄚ-ㄌㄝㄙ | theme=connectors | stage=3
 2381 | consequently                   | 因此                             | 📊        | chunks=['con', 'se', 'quent', 'ly'] | py=ㄎㄚㄣ-ㄒㄜ-ㄎㄨㄝㄣ-ㄌㄧ | theme=connectors | stage=3 base=consequent
 2382 | hence                          | 因此                             | ➡️       | chunks=['h', 'ence'] | py=ㄏㄝㄣㄙ | theme=connectors | stage=3
 2383 | besides                        | 除此之外                           | ➕        | chunks=['be', 'sides'] | py=ㄅㄧ-ㄙㄞㄗ | theme=connectors | stage=2 [有易混提示]
 2384 | tourist                        | 觀光客                            | 📷        | chunks=['tour', 'ist'] | py=ㄊㄨㄦ-ㄧㄙㄊ | theme=travel | stage=1
 2385 | traveler                       | 旅行者                            | 🧳        | chunks=['trav', 'el', 'er'] | py=ㄊㄌㄚ-ㄈㄦ-ㄜ | theme=travel | stage=1 base=travel
 2386 | sightseeing                    | 觀光                             | 🗺️       | chunks=['sight', 'see', 'ing'] | py=ㄙㄞㄊ-ㄒㄧ-ㄧㄥ | theme=travel | stage=2
 2387 | adventure                      | 冒險                             | 🏔️       | chunks=['ad', 'ven', 'ture'] | py=ㄚㄉ-ㄈㄣ-ㄑㄜ | theme=travel | stage=2
 2388 | backpacker                     | 背包客                            | 🎒        | chunks=['back', 'pack', 'er'] | py=ㄅㄚㄎ-ㄆㄚ-ㄎㄜ | theme=travel | stage=2 base=backpack
 2389 | hostel                         | 青年旅館                           | 🏨        | chunks=['hos', 'tel'] | py=ㄏㄚㄙ-ㄊㄝㄦ | theme=travel | stage=1
 2390 | visa                           | 簽證                             | 🛂        | chunks=['vi', 'sa'] | py=ㄈㄧ-ㄗㄚ | theme=travel | stage=1
 2391 | customs                        | 海關                             | 🛃        | chunks=['cus', 'toms'] | py=ㄎㄚㄙ-ㄊㄣㄗ | theme=travel | stage=2
 2392 | immigration                    | 入境                             | 🛂        | chunks=['im', 'mi', 'gra', 'tion'] | py=ㄧ-ㄇㄜ-ㄍㄌㄟ-ㄒㄣ | theme=travel | stage=2
 2393 | embassy                        | 大使館                            | 🏛️       | chunks=['em', 'bas', 'sy'] | py=ㄝㄇ-ㄅㄜ-ㄒㄧ | theme=travel | stage=2
 2394 | consulate                      | 領事館                            | 🏛️       | chunks=['con', 'su', 'late'] | py=ㄎㄚㄣ-ㄙㄜ-ㄌㄝㄊ | theme=travel | stage=3
 2395 | guide                          | 導遊                             | 🗺️       | chunks=['g', 'uide'] | py=ㄍㄞㄉ | theme=travel | stage=1
 2396 | guidebook                      | 旅遊書                            | 📖        | chunks=['guide', 'book'] | py=ㄍㄞㄉ-ㄅㄨㄎ | theme=travel | stage=2
 2397 | brochure                       | 小冊子                            | 📄        | chunks=['bro', 'chure'] | py=ㄅㄌㄛ-ㄒㄨㄜ | theme=travel | stage=2
 2398 | itinerary                      | 行程表                            | 📋        | chunks=['i', 'tin', 'er', 'a', 'ry'] | py=ㄞ-ㄊㄧ-ㄋㄜ-ㄝ-ㄌㄧ | theme=travel | stage=3
 2399 | baggage                        | 行李                             | 🧳        | chunks=['bag', 'gage'] | py=ㄅㄚ-ㄍㄧㄐ | theme=travel | stage=1
 2400 | carryon                        | 隨身行李                           | 🧳        | chunks=['car', 'ry', 'on'] | py=ㄎㄚ-ㄌㄧ-ㄚㄣ | theme=travel | stage=2
 2401 | landmark                       | 地標                             | 🗽        | chunks=['land', 'mark'] | py=ㄌㄢㄉ-ㄇㄚㄦㄎ | theme=travel | stage=2
 2402 | monument                       | 紀念碑                            | 🗽        | chunks=['mon', 'u', 'ment'] | py=ㄇㄚ-ㄋㄧㄨ-ㄇㄣㄊ | theme=travel | stage=2
 2403 | attraction                     | 景點                             | 🎢        | chunks=['at', 'trac', 'tion'] | py=ㄚ-ㄊㄌㄚㄎ-ㄒㄣ | theme=travel | stage=2
 2404 | abroad                         | 國外                             | 🌍        | chunks=['a', 'broad'] | py=ㄚ-ㄅㄌㄛㄉ | theme=travel | stage=2
 2405 | overseas                       | 海外                             | 🌏        | chunks=['o', 'ver', 'seas'] | py=ㄛ-ㄈㄜ-ㄒㄧㄗ | theme=travel | stage=2
 2406 | domestic                       | 國內的                            | 🏠        | chunks=['do', 'mes', 'tic'] | py=ㄉㄜ-ㄇㄝㄙ-ㄊㄧㄎ | theme=travel | stage=2
 2407 | international                  | 國際的                            | 🌐        | chunks=['in', 'ter', 'na', 'tion', 'al'] | py=ㄧㄣ-ㄊㄜ-ㄋㄚ-ㄒㄣ-ㄦ | theme=travel | stage=2
 2408 | departure                      | 出發                             | 🛫        | chunks=['de', 'par', 'ture'] | py=ㄉㄧ-ㄆㄚㄦ-ㄑㄜ | theme=travel | stage=2 base=depart
 2409 | arrival                        | 抵達                             | 🛬        | chunks=['ar', 'ri', 'val'] | py=ㄚ-ㄌㄞ-ㄈㄦ | theme=travel | stage=2 base=arrive
 2410 | layover                        | 轉機                             | ⏱️       | chunks=['lay', 'o', 'ver'] | py=ㄌㄟ-ㄛ-ㄈㄜ | theme=travel | stage=3
 2411 | transit                        | 轉乘、運輸                          | 🚉        | chunks=['tran', 'sit'] | py=ㄊㄌㄚㄣ-ㄗㄝㄊ | theme=travel | stage=2
 2412 | transfer                       | 轉乘                             | 🔄        | chunks=['trans', 'fer'] | py=ㄊㄌㄚㄣㄙ-ㄈㄜ | theme=travel | stage=2
 2413 | boarding                       | 登機                             | 🛫        | chunks=['board', 'ing'] | py=ㄅㄛㄦ-ㄉㄧㄥ | theme=travel | stage=1 base=board
 2414 | gate                           | 登機門                            | 🚪        | chunks=['g', 'ate'] | py=ㄍㄝㄊ | theme=travel | stage=1
 2415 | aisle                          | 走道                             | 🛣️       | chunks=['a', 'isle'] | py=ㄞㄦ | theme=travel | stage=2
 2416 | seat                           | 座位                             | 💺        | chunks=['s', 'eat'] | py=ㄒㄧㄊ | theme=travel | stage=0 [有易混提示]
 2417 | voyage                         | 航行                             | 🚢        | chunks=['voy', 'age'] | py=ㄈㄛㄧ-ㄧㄐ | theme=travel | stage=3
 2418 | expedition                     | 遠征                             | 🏔️       | chunks=['ex', 'pe', 'di', 'tion'] | py=ㄝㄎ-ㄙㄆㄜ-ㄉㄧ-ㄒㄣ | theme=travel | stage=3
 2419 | excursion                      | 短程旅行                           | 🚌        | chunks=['ex', 'cur', 'sion'] | py=ㄝㄎ-ㄙㄎㄜ-ㄓㄣ | theme=travel | stage=3
 2420 | tour                           | 旅遊團                            | 🚌        | chunks=['t', 'our'] | py=ㄊㄨㄦ | theme=travel | stage=1
 2421 | package                        | 包裹、套裝行程                        | 📮        | chunks=['pack', 'age'] | py=ㄆㄚ-ㄎㄧㄐ | theme=travel | stage=1
 2422 | explore                        | 探索                             | 🗺️       | chunks=['ex', 'plore'] | py=ㄝㄎ-ㄙㄆㄌㄛㄦ | theme=travel | stage=1
 2423 | wander                         | 漫遊                             | 🚶        | chunks=['wan', 'der'] | py=ㄨㄚㄣ-ㄉㄜ | theme=travel | stage=2
 2424 | roam                           | 漫遊                             | 🚶        | chunks=['r', 'oam'] | py=ㄌㄛㄇ | theme=travel | stage=3
 2425 | postcard                       | 明信片                            | 📮        | chunks=['post', 'card'] | py=ㄆㄛㄙㄊ-ㄎㄚㄦㄉ | theme=travel | stage=1
 2426 | jetlag                         | 時差                             | 🕐        | chunks=['jet', 'lag'] | py=ㄐㄝㄊ-ㄌㄚㄍ | theme=travel | stage=2
 2427 | currency                       | 貨幣                             | 💱        | chunks=['cur', 'ren', 'cy'] | py=ㄎㄜ-ㄌㄣ-ㄒㄧ | theme=travel | stage=2
 2428 | exchange                       | 兌換                             | 💱        | chunks=['ex', 'change'] | py=ㄝㄎㄙ-ㄑㄟㄣㄐ | theme=travel | stage=1
 2429 | booking                        | 訂位                             | 📅        | chunks=['book', 'ing'] | py=ㄅㄨ-ㄎㄧㄥ | theme=travel | stage=1 base=book
 2430 | checkin                        | 報到                             | ✅        | chunks=['check', 'in'] | py=ㄑㄝㄎ-ㄧㄣ | theme=travel | stage=1
 2431 | checkout                       | 退房                             | 📤        | chunks=['check', 'out'] | py=ㄑㄝㄎ-ㄠㄊ | theme=travel | stage=1
 2432 | native                         | 當地人、本地的                        | 🧑        | chunks=['na', 'tive'] | py=ㄋㄝ-ㄊㄧㄈ | theme=travel | stage=2
 2433 | foreign                        | 外國的                            | 🌐        | chunks=['for', 'eign'] | py=ㄈㄛ-ㄌㄣ | theme=travel | stage=1
 2434 | purchase                       | 購買                             | 💳        | chunks=['pur', 'chase'] | py=ㄆㄜ-ㄑㄜㄙ | theme=shopping | stage=2
 2435 | refund                         | 退款                             | 💸        | chunks=['re', 'fund'] | py=ㄌㄧ-ㄈㄚㄣㄉ | theme=shopping | stage=2
 2436 | return                         | 退貨、返回                          | ↩️       | chunks=['re', 'turn'] | py=ㄌㄧ-ㄊㄜㄣ | theme=shopping | stage=1
 2437 | deliver                        | 配送                             | 🚚        | chunks=['de', 'liv', 'er'] | py=ㄉㄧ-ㄌㄧ-ㄈㄜ | theme=shopping | stage=1
 2438 | delivery                       | 配送                             | 🛵        | chunks=['de', 'liv', 'er', 'y'] | py=ㄉㄧ-ㄌㄧ-ㄈㄜ-ㄌㄧ | theme=shopping | stage=1 base=deliver
 2439 | shipping                       | 運費                             | 🚛        | chunks=['ship', 'ping'] | py=ㄒㄧ-ㄆㄧㄥ | theme=shopping | stage=1 base=ship
 2440 | parcel                         | 包裹                             | 📮        | chunks=['par', 'cel'] | py=ㄆㄚㄦ-ㄙㄜ | theme=shopping | stage=2
 2441 | receipt                        | 收據                             | 🧾        | chunks=['re', 'ceipt'] | py=ㄌㄧ-ㄒㄧㄊ | theme=shopping | stage=1
 2442 | bill                           | 帳單                             | 🧾        | chunks=['b', 'ill'] | py=ㄅㄧㄦ | theme=shopping | stage=1
 2443 | invoice                        | 發票                             | 🧾        | chunks=['in', 'voice'] | py=ㄧㄣ-ㄈㄛㄧㄙ | theme=shopping | stage=2
 2444 | basket                         | 購物籃                            | 🧺        | chunks=['bas', 'ket'] | py=ㄅㄚㄙ-ㄎㄝㄊ | theme=shopping | stage=0
 2445 | totebag                        | 托特包                            | 👜        | chunks=['tote', 'bag'] | py=ㄊㄛㄊ-ㄅㄚㄍ | theme=shopping | stage=2
 2446 | grocery                        | 雜貨                             | 🛒        | chunks=['gro', 'ce', 'ry'] | py=ㄍㄌㄛ-ㄙㄜ-ㄌㄧ | theme=shopping | stage=1 base=grocer
 2447 | groceries                      | 日用品                            | 🛒        | chunks=['gro', 'cer', 'ies'] | py=ㄍㄌㄛ-ㄙㄜ-ㄧㄗ | theme=shopping | stage=1 base=grocer
