# 字 4500-4999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 4830 | plutocracy                     | 財閥政治                           | 💰        | chunks=['plu', 'toc', 'ra', 'cy'] | py=ㄆㄌㄨ-ㄊㄚ-ㄎㄌㄜ-ㄒㄧ | theme=politics | stage=3
 4831 | diplomacy                      | 外交                             | 🤝        | chunks=['dip', 'lo', 'ma', 'cy'] | py=ㄉㄜ-ㄆㄌㄛ-ㄇㄜ-ㄒㄧ | theme=politics | stage=2
 4832 | accord                         | 協議                             | 📜        | chunks=['ac', 'cord'] | py=ㄚ-ㄎㄛㄦㄉ | theme=politics | stage=3
 4833 | pact                           | 條約                             | 📜        | chunks=['p', 'act'] | py=ㄆㄚㄎㄊ | theme=politics | stage=2 [有易混提示]
 4834 | sanctions                      | 制裁                             | 🚫        | chunks=['sanc', 'tions'] | py=ㄙㄚㄣㄎ-ㄒㄣㄗ | theme=politics | stage=2
 4835 | sovereignty                    | 主權                             | 👑        | chunks=['sov', 'er', 'eign', 'ty'] | py=ㄙㄚ-ㄈㄜ-ㄖㄣ-ㄊㄧ | theme=politics | stage=3
 4836 | autonomy                       | 自治                             | 🏛️       | chunks=['au', 'ton', 'o', 'my'] | py=ㄛ-ㄊㄚ-ㄋㄜ-ㄇㄧ | theme=politics | stage=2
 4837 | independence                   | 獨立                             | 🕊️       | chunks=['in', 'de', 'pen', 'dence'] | py=ㄧㄣ-ㄉㄧ-ㄆㄣ-ㄉㄣㄙ | theme=politics | stage=1
 4838 | statehood                      | 建國地位、國家地位                      | 🏛️       | chunks=['state', 'hood'] | py=ㄙㄉㄝㄊ-ㄏㄨㄉ | theme=politics | stage=3
 4839 | authority                      | 權威                             | 👑        | chunks=['au', 'thor', 'i', 'ty'] | py=ㄜ-ㄙㄛ-ㄦ-ㄊㄧ | theme=politics | stage=1
 4840 | lobbying                       | 遊說                             | 🤝        | chunks=['lob', 'by', 'ing'] | py=ㄌㄚ-ㄅㄧ-ㄧㄥ | theme=politics | stage=3
 4841 | lobbyist                       | 遊說者                            | 🤝        | chunks=['lob', 'by', 'ist'] | py=ㄌㄚ-ㄅㄧ-ㄧㄙㄊ | theme=politics | stage=3 base=lobby
 4842 | advocacy                       | 倡導                             | 📢        | chunks=['ad', 'vo', 'ca', 'cy'] | py=ㄚㄉ-ㄈㄜ-ㄎㄜ-ㄒㄧ | theme=politics | stage=2
 4843 | activist                       | 行動主義者                          | 📢        | chunks=['ac', 'tiv', 'ist'] | py=ㄚㄎ-ㄊㄜ-ㄈㄧㄙㄊ | theme=politics | stage=2 base=active
 4844 | activism                       | 行動主義                           | 📢        | chunks=['ac', 'tiv', 'ism'] | py=ㄚㄎ-ㄊㄜ-ㄈㄧㄗㄣ | theme=politics | stage=2
 4845 | scandal                        | 醜聞                             | 📰        | chunks=['scan', 'dal'] | py=ㄙㄎㄚㄣ-ㄉㄦ | theme=politics | stage=2
 4846 | watergate                      | 水門事件                           | 🏛️       | chunks=['wa', 'ter', 'gate'] | py=ㄨㄛ-ㄊㄜ-ㄍㄝㄊ | theme=politics | stage=3
 4847 | impeach                        | 彈劾                             | ⚖️       | chunks=['im', 'peach'] | py=ㄧㄇ-ㄆㄧㄔ | theme=politics | stage=3
 4848 | impeachment                    | 彈劾                             | ⚖️       | chunks=['im', 'peach', 'ment'] | py=ㄧㄇ-ㄆㄧㄔ-ㄇㄣㄊ | theme=politics | stage=3 base=impeach
 4849 | veto                           | 否決                             | 🚫        | chunks=['ve', 'to'] | py=ㄈㄧ-ㄊㄛ | theme=politics | stage=2
 4850 | override                       | 推翻                             | 🔄        | chunks=['o', 'ver', 'ride'] | py=ㄛ-ㄈㄜ-ㄖㄞㄉ | theme=politics | stage=3
 4851 | gridlock                       | 僵局                             | 🚧        | chunks=['grid', 'lock'] | py=ㄍㄖㄧㄉ-ㄌㄚㄎ | theme=politics | stage=3
 4852 | filibuster                     | 冗長辯論                           | 🗣️       | chunks=['fil', 'i', 'bus', 'ter'] | py=ㄈㄧ-ㄌㄜ-ㄅㄚㄙ-ㄊㄜ | theme=politics | stage=3
 4853 | nationalism                    | 民族主義                           | 🚩        | chunks=['na', 'tion', 'al', 'ism'] | py=ㄋㄚ-ㄒㄣ-ㄦ-ㄌㄧㄗㄣ | theme=politics | stage=2
 4854 | patriotism                     | 愛國主義                           | 🚩        | chunks=['pa', 'tri', 'o', 'tism'] | py=ㄆㄟ-ㄊㄖㄧ-ㄜ-ㄊㄧㄗㄣ | theme=politics | stage=2
 4855 | patriot                        | 愛國者                            | 🚩        | chunks=['pa', 'tri', 'ot'] | py=ㄆㄟ-ㄊㄖㄧ-ㄜㄊ | theme=politics | stage=2
 4856 | nationalist                    | 民族主義者                          | 🚩        | chunks=['na', 'tion', 'al', 'ist'] | py=ㄋㄚ-ㄒㄣ-ㄦ-ㄌㄧㄙㄊ | theme=politics | stage=2
 4857 | geopolitics                    | 地緣政治                           | 🌐        | chunks=['ge', 'o', 'pol', 'i', 'tics'] | py=ㄐㄧ-ㄛ-ㄆㄚ-ㄌㄜ-ㄊㄧㄎㄙ | theme=politics | stage=3
 4858 | geopolitical                   | 地緣政治的                          | 🌐        | chunks=['ge', 'o', 'po', 'lit', 'i', 'cal'] | py=ㄐㄧ-ㄛ-ㄆㄜ-ㄌㄧ-ㄊㄜ-ㄎㄜ | theme=politics | stage=3
 4859 | unification                    | 統一                             | 🤝        | chunks=['u', 'ni', 'fi', 'ca', 'tion'] | py=ㄧㄨ-ㄋㄜ-ㄈㄜ-ㄎㄟ-ㄒㄣ | theme=politics | stage=3 base=unify
 4860 | separation                     | 分離                             | ➗        | chunks=['sep', 'a', 'ra', 'tion'] | py=ㄙㄝ-ㄆㄜ-ㄖㄟ-ㄒㄣ | theme=politics | stage=2
 4861 | secession                      | 脫離                             | ➗        | chunks=['se', 'ces', 'sion'] | py=ㄙㄧ-ㄙㄝ-ㄒㄣ | theme=politics | stage=3
 4862 | partition                      | 分治                             | ➗        | chunks=['par', 'ti', 'tion'] | py=ㄆㄚㄦ-ㄊㄜ-ㄒㄣ | theme=politics | stage=3 base=part
 4863 | peace                          | 和平                             | 🕊️       | chunks=['p', 'eace'] | py=ㄆㄧㄙ | theme=politics | stage=0 [有易混提示]
 4864 | ceasefire                      | 停火                             | 🕊️       | chunks=['cease', 'fire'] | py=ㄒㄧㄙ-ㄈㄞㄜ | theme=politics | stage=2
 4865 | armistice                      | 停戰                             | 🕊️       | chunks=['ar', 'mi', 'stice'] | py=ㄚㄦ-ㄇㄜ-ㄙㄊㄧㄙ | theme=politics | stage=3
 4866 | neutrality                     | 中立                             | ⚖️       | chunks=['neu', 'tral', 'i', 'ty'] | py=ㄋㄨ-ㄊㄌㄚ-ㄌㄜ-ㄊㄧ | theme=politics | stage=3
 4867 | neutral                        | 中立的                            | ⚖️       | chunks=['neu', 'tral'] | py=ㄋㄨ-ㄊㄌㄦ | theme=politics | stage=2
 4868 | electioneering                 | 競選活動                           | 🗳️       | chunks=['e', 'lec', 'tion', 'eer', 'ing'] | py=ㄧ-ㄌㄝㄎ-ㄒㄣ-ㄧㄦ-ㄧㄥ | theme=politics | stage=3
 4869 | bipartisanship                 | 兩黨合作                           | 🤝        | chunks=['bi', 'par', 'ti', 'san', 'ship'] | py=ㄅㄞ-ㄆㄚㄦ-ㄊㄜ-ㄗㄣ-ㄒㄧㄆ | theme=politics | stage=3
 4870 | polity                         | 政體                             | 🏛️       | chunks=['pol', 'i', 'ty'] | py=ㄆㄚ-ㄌㄜ-ㄊㄧ | theme=politics | stage=3
 4871 | legislator                     | 立法者                            | 🏛️       | chunks=['leg', 'is', 'la', 'tor'] | py=ㄌㄝ-ㄐㄜ-ㄙㄌㄝ-ㄊㄜ | theme=politics | stage=3
 4872 | legislature                    | 立法機構                           | 🏛️       | chunks=['leg', 'is', 'la', 'ture'] | py=ㄌㄝ-ㄐㄜ-ㄙㄌㄝ-ㄑㄜ | theme=politics | stage=3
 4873 | bureaucracy                    | 官僚                             | 🏛️       | chunks=['bu', 'reau', 'cra', 'cy'] | py=ㄅㄧㄨ-ㄌㄛ-ㄎㄌㄜ-ㄒㄧ | theme=politics | stage=3
 4874 | mandate                        | 授權                             | 📜        | chunks=['man', 'date'] | py=ㄇㄚㄣ-ㄉㄝㄊ | theme=politics | stage=3
 4875 | term                           | 任期                             | ⏳        | chunks=['t', 'erm'] | py=ㄊㄜㄇ | theme=politics | stage=1 [有易混提示]
 4876 | tenure                         | 任期                             | ⏳        | chunks=['ten', 'ure'] | py=ㄊㄣ-ㄐㄩㄜ | theme=politics | stage=3 [有易混提示]
 4877 | gerrymander                    | 不公平劃選區                         | 🗺️       | chunks=['ger', 'ry', 'man', 'der'] | py=ㄐㄝ-ㄖㄧ-ㄇㄚㄣ-ㄉㄜ | theme=politics | stage=3
 4878 | religion                       | 宗教                             | ⛪        | chunks=['re', 'li', 'gion'] | py=ㄖㄧ-ㄌㄧ-ㄐㄣ | theme=religion | stage=1
 4879 | religious                      | 宗教的                            | ⛪        | chunks=['re', 'li', 'gious'] | py=ㄖㄧ-ㄌㄧ-ㄐㄜㄙ | theme=religion | stage=1 base=religion
 4880 | faith                          | 信仰                             | 🙏        | chunks=['f', 'aith'] | py=ㄈㄝㄙ | theme=religion | stage=1 [有易混提示]
 4881 | belief                         | 信念                             | 🙏        | chunks=['be', 'lief'] | py=ㄅㄧ-ㄌㄧㄈ | theme=religion | stage=1 [有易混提示]
 4882 | believer                       | 信徒                             | 🙏        | chunks=['be', 'liev', 'er'] | py=ㄅㄧ-ㄌㄧㄈ-ㄜ | theme=religion | stage=2 base=believe
 4883 | worship                        | 崇拜                             | 🙏        | chunks=['wor', 'ship'] | py=ㄨㄜ-ㄒㄧㄆ | theme=religion | stage=2
 4884 | god                            | 神                              | 🙏        | chunks=['g', 'od'] | py=ㄍㄚㄉ | theme=religion | stage=0 [有易混提示]
 4885 | goddess                        | 女神                             | 👸        | chunks=['god', 'dess'] | py=ㄍㄚ-ㄉㄝㄙ | theme=religion | stage=2 base=god
 4886 | deity                          | 神祇                             | 🙏        | chunks=['de', 'i', 'ty'] | py=ㄉㄧ-ㄜ-ㄊㄧ | theme=religion | stage=3
 4887 | divinity                       | 神性                             | ✨        | chunks=['di', 'vin', 'i', 'ty'] | py=ㄉㄜ-ㄈㄧ-ㄋㄜ-ㄊㄧ | theme=religion | stage=3
 4888 | divine                         | 神聖的                            | ✨        | chunks=['di', 'vine'] | py=ㄉㄜ-ㄈㄞㄣ | theme=religion | stage=2
 4889 | holy                           | 神聖的                            | ✨        | chunks=['ho', 'ly'] | py=ㄏㄛ-ㄌㄧ | theme=religion | stage=1 [有易混提示]
 4890 | sacred                         | 神聖的                            | ✨        | chunks=['sa', 'cred'] | py=ㄙㄟ-ㄎㄖㄝㄉ | theme=religion | stage=2
 4891 | christianity                   | 基督教                            | ✝️       | chunks=['chris', 'tian', 'i', 'ty'] | py=ㄎㄖㄧㄙ-ㄑㄧ-ㄚ-ㄋㄜ-ㄊㄧ | theme=religion | stage=2
 4892 | christian                      | 基督徒                            | ✝️       | chunks=['chris', 'tian'] | py=ㄎㄖㄧㄙ-ㄑㄣ | theme=religion | stage=2
 4893 | catholic                       | 天主教徒、天主教的                      | ✝️       | chunks=['cath', 'o', 'lic'] | py=ㄎㄚㄙ-ㄜ-ㄌㄧㄎ | theme=religion | stage=2
 4894 | protestant                     | 新教徒、新教的                        | ✝️       | chunks=['prot', 'es', 'tant'] | py=ㄆㄌㄚ-ㄊㄝㄙ-ㄊㄣㄊ | theme=religion | stage=2
 4895 | orthodox                       | 東正教                            | ✝️       | chunks=['or', 'tho', 'dox'] | py=ㄛㄦ-ㄙㄜ-ㄉㄚㄎㄙ | theme=religion | stage=3
 4896 | baptist                        | 浸信會                            | ✝️       | chunks=['bap', 'tist'] | py=ㄅㄚㄆ-ㄊㄧㄙㄊ | theme=religion | stage=3
 4897 | evangelical                    | 福音派                            | ✝️       | chunks=['e', 'van', 'gel', 'i', 'cal'] | py=ㄧ-ㄈㄢ-ㄐㄝ-ㄌㄜ-ㄎㄜ | theme=religion | stage=3
 4898 | mormon                         | 摩門教徒、摩門教的                      | ✝️       | chunks=['mor', 'mon'] | py=ㄇㄛㄦ-ㄇㄣ | theme=religion | stage=3
 4899 | islam                          | 伊斯蘭教                           | ☪️       | chunks=['is', 'lam'] | py=ㄧㄗ-ㄌㄚㄇ | theme=religion | stage=2
 4900 | muslim                         | 穆斯林                            | ☪️       | chunks=['mus', 'lim'] | py=ㄇㄚㄗ-ㄌㄧㄇ | theme=religion | stage=2
 4901 | sunni                          | 遜尼派                            | ☪️       | chunks=['sun', 'ni'] | py=ㄙㄨ-ㄋㄧ | theme=religion | stage=3
 4902 | shia                           | 什葉派                            | ☪️       | chunks=['shi', 'a'] | py=ㄒㄧ-ㄚ | theme=religion | stage=3
 4903 | allah                          | 阿拉                             | ☪️       | chunks=['al', 'lah'] | py=ㄚ-ㄌㄚ | theme=religion | stage=2
 4904 | buddhism                       | 佛教                             | ☸️       | chunks=['bud', 'dhism'] | py=ㄅㄨ-ㄉㄧㄗㄣ | theme=religion | stage=2
 4905 | buddhist                       | 佛教徒                            | ☸️       | chunks=['bud', 'dhist'] | py=ㄅㄨ-ㄉㄧㄙㄊ | theme=religion | stage=2
 4906 | buddha                         | 佛陀                             | 🧘        | chunks=['bud', 'dha'] | py=ㄅㄨ-ㄉㄚ | theme=religion | stage=2 [有易混提示]
 4907 | dharma                         | 佛法、法(dharma)                   | ☸️       | chunks=['dhar', 'ma'] | py=ㄉㄚㄦ-ㄇㄚ | theme=religion | stage=3
 4908 | karma                          | 因果業力                           | ☸️       | chunks=['kar', 'ma'] | py=ㄎㄚㄦ-ㄇㄚ | theme=religion | stage=2
 4909 | nirvana                        | 涅槃                             | ☸️       | chunks=['nir', 'va', 'na'] | py=ㄋㄜ-ㄈㄚ-ㄋㄚ | theme=religion | stage=3
 4910 | reincarnation                  | 輪迴                             | 🔄        | chunks=['re', 'in', 'car', 'na', 'tion'] | py=ㄖㄧ-ㄧㄣ-ㄎㄚㄦ-ㄋㄟ-ㄒㄣ | theme=religion | stage=3
 4911 | hinduism                       | 印度教                            | 🕉️       | chunks=['hin', 'du', 'ism'] | py=ㄏㄧㄣ-ㄉㄨ-ㄧㄗㄣ | theme=religion | stage=2
 4912 | hindu                          | 印度教徒                           | 🕉️       | chunks=['hin', 'du'] | py=ㄏㄧㄣ-ㄉㄨ | theme=religion | stage=2
 4913 | judaism                        | 猶太教                            | ✡️       | chunks=['ju', 'da', 'ism'] | py=ㄐㄨ-ㄉㄝ-ㄧㄗㄣ | theme=religion | stage=2
 4914 | jewish                         | 猶太人的、猶太教的                      | ✡️       | chunks=['jew', 'ish'] | py=ㄐㄨ-ㄧㄒ | theme=religion | stage=2
 4915 | jew                            | 猶太人                            | ✡️       | chunks=['j', 'ew'] | py=ㄐㄨ | theme=religion | stage=2
 4916 | torah                          | 妥拉                             | ✡️       | chunks=['to', 'rah'] | py=ㄊㄛ-ㄌㄚ | theme=religion | stage=3
 4917 | talmud                         | 塔木德                            | ✡️       | chunks=['tal', 'mud'] | py=ㄊㄚㄦ-ㄇㄨㄉ | theme=religion | stage=3
 4918 | sikh                           | 錫克教徒                           | 🛐        | chunks=['s', 'ikh'] | py=ㄒㄧㄎ | theme=religion | stage=3
 4919 | taoism                         | 道教                             | ☯️       | chunks=['tao', 'ism'] | py=ㄊㄠ-ㄧㄗㄣ | theme=religion | stage=2
 4920 | tao                            | 道(道家概念)                        | ☯️       | chunks=['t', 'ao'] | py=ㄊㄠ | theme=religion | stage=2
 4921 | shinto                         | 神道教                            | ⛩️       | chunks=['shin', 'to'] | py=ㄒㄧㄣ-ㄊㄛ | theme=religion | stage=3
 4922 | atheism                        | 無神論                            | ❌        | chunks=['a', 'the', 'ism'] | py=ㄝ-ㄙㄧ-ㄧㄗㄣ | theme=religion | stage=3
 4923 | atheist                        | 無神論者                           | ❌        | chunks=['a', 'the', 'ist'] | py=ㄝ-ㄙㄧ-ㄧㄙㄊ | theme=religion | stage=2
 4924 | agnostic                       | 不可知論者                          | 🤷        | chunks=['ag', 'nos', 'tic'] | py=ㄚㄍ-ㄋㄚㄙ-ㄊㄧㄎ | theme=religion | stage=3
 4925 | secular                        | 世俗的                            | 🌍        | chunks=['sec', 'u', 'lar'] | py=ㄙㄝ-ㄎㄧㄨ-ㄌㄜ | theme=religion | stage=2
 4926 | spiritual                      | 精神的                            | ✨        | chunks=['spir', 'i', 'tu', 'al'] | py=ㄙㄆㄧ-ㄌㄜ-ㄑㄨ-ㄦ | theme=religion | stage=2
 4927 | soul                           | 靈魂                             | 👻        | chunks=['s', 'oul'] | py=ㄙㄛㄦ | theme=religion | stage=1 [有易混提示]
 4928 | prayer                         | 祈禱                             | 🙏        | chunks=['pray', 'er'] | py=ㄆㄖㄟ-ㄜ | theme=religion | stage=1 base=pray
 4929 | pray                           | 祈禱                             | 🙏        | chunks=['pr', 'ay'] | py=ㄆㄖㄟ | theme=religion | stage=1 [有易混提示]
 4930 | chant                          | 頌唱                             | 🎵        | chunks=['ch', 'ant'] | py=ㄑㄚㄣㄊ | theme=religion | stage=2 [有易混提示]
 4931 | hymn                           | 聖歌                             | 🎵        | chunks=['hy', 'mn'] | py=ㄏㄧㄇ | theme=religion | stage=3 [有易混提示]
 4932 | psalm                          | 詩篇                             | 📜        | chunks=['ps', 'alm'] | py=ㄙㄚㄇ | theme=religion | stage=3
 4933 | mantra                         | 咒語                             | 📿        | chunks=['man', 'tra'] | py=ㄇㄚㄣ-ㄊㄌㄚ | theme=religion | stage=3
 4934 | bible                          | 聖經                             | 📖        | chunks=['bi', 'ble'] | py=ㄅㄞ-ㄅㄜ | theme=religion | stage=1 [有易混提示]
 4935 | quran                          | 古蘭經                            | 📖        | chunks=['qu', 'ran'] | py=ㄎㄜ-ㄌㄚㄣ | theme=religion | stage=2
 4936 | scripture                      | 經文                             | 📖        | chunks=['scrip', 'ture'] | py=ㄙㄎㄖㄧㄆ-ㄑㄜ | theme=religion | stage=2
 4937 | gospel                         | 福音                             | 📖        | chunks=['gos', 'pel'] | py=ㄍㄚㄙ-ㄆㄦ | theme=religion | stage=2
 4938 | heaven                         | 天堂                             | ☁️       | chunks=['heav', 'en'] | py=ㄏㄝ-ㄈㄣ | theme=religion | stage=1 [有易混提示]
 4939 | hell                           | 地獄                             | 🔥        | chunks=['h', 'ell'] | py=ㄏㄝㄦ | theme=religion | stage=1 [有易混提示]
 4940 | purgatory                      | 煉獄                             | 🔥        | chunks=['pur', 'ga', 'to', 'ry'] | py=ㄆㄜ-ㄍㄜ-ㄊㄛ-ㄌㄧ | theme=religion | stage=3
 4941 | afterlife                      | 來世                             | 👻        | chunks=['af', 'ter', 'life'] | py=ㄚㄈ-ㄊㄜ-ㄌㄞㄈ | theme=religion | stage=2
 4942 | angel                          | 天使                             | 👼        | chunks=['an', 'gel'] | py=ㄝㄣ-ㄐㄦ | theme=religion | stage=1 [有易混提示]
 4943 | demon                          | 惡魔                             | 👹        | chunks=['de', 'mon'] | py=ㄉㄧ-ㄇㄣ | theme=religion | stage=1 [有易混提示]
 4944 | devil                          | 魔鬼                             | 😈        | chunks=['dev', 'il'] | py=ㄉㄝ-ㄈㄦ | theme=religion | stage=1 [有易混提示]
 4945 | satan                          | 撒旦                             | 😈        | chunks=['sa', 'tan'] | py=ㄙㄝ-ㄊㄣ | theme=religion | stage=2
 4946 | miracle                        | 奇蹟                             | ✨        | chunks=['mir', 'a', 'cle'] | py=ㄇㄧ-ㄖㄜ-ㄎㄛ | theme=religion | stage=2
 4947 | prophecy                       | 預言                             | 🔮        | chunks=['proph', 'e', 'cy'] | py=ㄆㄖㄚ-ㄈㄜ-ㄒㄧ | theme=religion | stage=3
 4948 | prophet                        | 先知                             | 🙏        | chunks=['proph', 'et'] | py=ㄆㄖㄚ-ㄈㄜㄊ | theme=religion | stage=2 [有易混提示]
 4949 | messiah                        | 彌賽亞                            | 🙏        | chunks=['mes', 'si', 'ah'] | py=ㄇㄜ-ㄙㄞ-ㄜ | theme=religion | stage=4
 4950 | savior                         | 救世主                            | 🙏        | chunks=['sav', 'ior'] | py=ㄙㄟ-ㄈㄧㄜ | theme=religion | stage=2
 4951 | sin                            | 罪                              | 😔        | chunks=['s', 'in'] | py=ㄒㄧㄣ | theme=religion | stage=1 [有易混提示]
 4952 | virtue                         | 美德                             | 😇        | chunks=['vir', 'tue'] | py=ㄈㄜ-ㄑㄨ | theme=religion | stage=2 [有易混提示]
 4953 | vice                           | 惡習                             | 😈        | chunks=['v', 'ice'] | py=ㄈㄞㄙ | theme=religion | stage=2 [有易混提示]
 4954 | repent                         | 懺悔                             | 🙏        | chunks=['re', 'pent'] | py=ㄌㄧ-ㄆㄣㄊ | theme=religion | stage=3
 4955 | confession                     | 告解                             | 🙏        | chunks=['con', 'fes', 'sion'] | py=ㄎㄣ-ㄈㄝ-ㄒㄣ | theme=religion | stage=2
 4956 | redemption                     | 救贖                             | 🙏        | chunks=['re', 'demp', 'tion'] | py=ㄖㄧ-ㄉㄝㄇㄆ-ㄒㄣ | theme=religion | stage=3
 4957 | salvation                      | 救恩                             | 🙏        | chunks=['sal', 'va', 'tion'] | py=ㄙㄦ-ㄈㄝ-ㄒㄣ | theme=religion | stage=3
 4958 | baptize                        | 施洗                             | 💧        | chunks=['bap', 'tize'] | py=ㄅㄚㄆ-ㄊㄞㄗ | theme=religion | stage=3
 4959 | communion                      | 聖餐                             | 🙏        | chunks=['com', 'mun', 'ion'] | py=ㄎㄜ-ㄇㄧㄨ-ㄋㄧㄢ | theme=religion | stage=3
 4960 | eucharist                      | 聖體                             | 🙏        | chunks=['eu', 'cha', 'rist'] | py=ㄧㄨ-ㄎㄜ-ㄌㄧㄙㄊ | theme=religion | stage=3
 4961 | sacrament                      | 聖禮                             | 🙏        | chunks=['sac', 'ra', 'ment'] | py=ㄙㄚ-ㄎㄖㄜ-ㄇㄣㄊ | theme=religion | stage=3
 4962 | pope                           | 教宗                             | ⛪        | chunks=['p', 'ope'] | py=ㄆㄛㄆ | theme=religion | stage=1 [有易混提示]
 4963 | cardinal                       | 樞機主教                           | ⛪        | chunks=['car', 'di', 'nal'] | py=ㄎㄚㄦ-ㄉㄜ-ㄋㄜ | theme=religion | stage=3
 4964 | bishop                         | 主教                             | ⛪        | chunks=['bish', 'op'] | py=ㄅㄧ-ㄒㄚㄆ | theme=religion | stage=2
 4965 | archbishop                     | 大主教                            | ⛪        | chunks=['arch', 'bish', 'op'] | py=ㄚㄦㄑ-ㄅㄧ-ㄒㄚㄆ | theme=religion | stage=3
 4966 | monastery                      | 修道院                            | ⛪        | chunks=['mon', 'as', 'ter', 'y'] | py=ㄇㄚ-ㄋㄜㄙ-ㄊㄝ-ㄖㄧ | theme=religion | stage=3
 4967 | convent                        | 女修道院                           | ⛪        | chunks=['con', 'vent'] | py=ㄎㄚㄣ-ㄈㄣㄊ | theme=religion | stage=3 [有易混提示]
 4968 | pilgrimage                     | 朝聖                             | 🙏        | chunks=['pil', 'grim', 'age'] | py=ㄆㄧㄛ-ㄍㄖㄧ-ㄇㄜㄐ | theme=religion | stage=3
 4969 | pilgrim                        | 朝聖者                            | 🙏        | chunks=['pil', 'grim'] | py=ㄆㄧㄛ-ㄍㄖㄧㄇ | theme=religion | stage=3
 4970 | fasting                        | 禁食                             | 🚫        | chunks=['fast', 'ing'] | py=ㄈㄚㄙㄊ-ㄧㄥ | theme=religion | stage=2
 4971 | ramadan                        | 齋戒月                            | ☪️       | chunks=['ram', 'a', 'dan'] | py=ㄖㄚ-ㄇㄜ-ㄉㄚㄣ | theme=religion | stage=3
 4972 | heretic                        | 異教徒                            | 🔥        | chunks=['her', 'e', 'tic'] | py=ㄏㄝ-ㄖㄜ-ㄊㄧㄎ | theme=religion | stage=3
 4973 | blasphemy                      | 褻瀆                             | 😱        | chunks=['blas', 'phe', 'my'] | py=ㄅㄌㄚㄙ-ㄈㄜ-ㄇㄧ | theme=religion | stage=3
 4974 | saint                          | 聖人                             | 😇        | chunks=['s', 'aint'] | py=ㄙㄝㄣㄊ | theme=religion | stage=1 [有易混提示]
 4975 | fate                           | 命運                             | 🔮        | chunks=['f', 'ate'] | py=ㄈㄝㄊ | theme=religion | stage=2 [有易混提示]
 4976 | paradise                       | 天堂                             | 🏝️       | chunks=['par', 'a', 'dise'] | py=ㄆㄝ-ㄖㄜ-ㄉㄞㄙ | theme=religion | stage=2
 4977 | sermon                         | 佈道                             | 🙏        | chunks=['ser', 'mon'] | py=ㄙㄜ-ㄇㄣ | theme=religion | stage=3
 4978 | creed                          | 信條                             | 📜        | chunks=['cr', 'eed'] | py=ㄎㄌㄧㄉ | theme=religion | stage=3 [有易混提示]
 4979 | philosophy                     | 哲學                             | 📚        | chunks=['phi', 'los', 'o', 'phy'] | py=ㄈㄜ-ㄌㄚ-ㄙㄜ-ㄈㄧ | theme=philosophy | stage=2
 4980 | philosophical                  | 哲學的                            | 📚        | chunks=['phil', 'o', 'soph', 'i', 'cal'] | py=ㄈㄧ-ㄌㄜ-ㄙㄚ-ㄈㄜ-ㄎㄜ | theme=philosophy | stage=2 base=philosophy
 4981 | morality                       | 道德                             | ⚖️       | chunks=['mo', 'ral', 'i', 'ty'] | py=ㄇㄜ-ㄖㄚ-ㄌㄜ-ㄊㄧ | theme=philosophy | stage=2
 4982 | moral                          | 道德的                            | ⚖️       | chunks=['mo', 'ral'] | py=ㄇㄛ-ㄖㄛ | theme=philosophy | stage=1 [有易混提示]
 4983 | immoral                        | 不道德的                           | ⚠️       | chunks=['im', 'mo', 'ral'] | py=ㄧ-ㄇㄛ-ㄦ | theme=philosophy | stage=2 base=moral
 4984 | amoral                         | 無關道德                           | 🤷        | chunks=['a', 'mo', 'ral'] | py=ㄝ-ㄇㄛ-ㄦ | theme=philosophy | stage=3
 4985 | logic                          | 邏輯                             | 🧠        | chunks=['log', 'ic'] | py=ㄌㄚ-ㄐㄧㄎ | theme=philosophy | stage=2 [有易混提示]
 4986 | reasoning                      | 推理                             | 🧠        | chunks=['rea', 'son', 'ing'] | py=ㄌㄧ-ㄗㄣ-ㄧㄥ | theme=philosophy | stage=2 [有易混提示]
 4987 | epistemology                   | 知識論                            | 📚        | chunks=['e', 'pis', 'te', 'mol', 'o', 'gy'] | py=ㄧ-ㄆㄧㄙ-ㄊㄜ-ㄇㄚ-ㄌㄜ-ㄐㄧ | theme=philosophy | stage=3
 4988 | metaphysics                    | 形上學                            | 💭        | chunks=['met', 'a', 'phys', 'ics'] | py=ㄇㄝ-ㄊㄜ-ㄈㄧ-ㄗㄧㄎㄙ | theme=philosophy | stage=3
 4989 | ontology                       | 本體論                            | 📚        | chunks=['on', 'tol', 'o', 'gy'] | py=ㄚㄣ-ㄊㄚ-ㄌㄜ-ㄐㄧ | theme=philosophy | stage=3
 4990 | phenomenology                  | 現象學                            | 📚        | chunks=['phe', 'nom', 'e', 'nol', 'o', 'gy'] | py=ㄈㄜ-ㄋㄚ-ㄇㄜ-ㄋㄚ-ㄌㄜ-ㄐㄧ | theme=philosophy | stage=3
 4991 | hermeneutics                   | 詮釋學                            | 📚        | chunks=['her', 'me', 'neu', 'tics'] | py=ㄏㄜ-ㄇㄜ-ㄋㄨ-ㄊㄧㄎㄙ | theme=philosophy | stage=3
 4992 | aesthetics                     | 美學                             | 🎨        | chunks=['aes', 'thet', 'ics'] | py=ㄝㄙ-ㄙㄝ-ㄊㄧㄎㄙ | theme=philosophy | stage=3
