# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
  753 | fifty                          | 五十                             | 50       | chunks=['fif', 'ty'] | py=ㄈㄧㄈ-ㄊㄧ | theme=numbers | stage=0
  754 | sixty                          | 六十                             | 60       | chunks=['six', 'ty'] | py=ㄒㄧㄎㄙ-ㄊㄧ | theme=numbers | stage=0
  755 | seventy                        | 七十                             | 70       | chunks=['se', 'ven', 'ty'] | py=ㄙㄝ-ㄈㄣ-ㄊㄧ | theme=numbers | stage=0
  756 | eighty                         | 八十                             | 80       | chunks=['eigh', 'ty'] | py=ㄟ-ㄊㄧ | theme=numbers | stage=0
  757 | ninety                         | 九十                             | 90       | chunks=['nine', 'ty'] | py=ㄋㄞㄣ-ㄊㄧ | theme=numbers | stage=0
  758 | hundred                        | 百                              | 100      | chunks=['hun', 'dred'] | py=ㄏㄚㄣ-ㄉㄜㄉ | theme=numbers | stage=0
  759 | thousand                       | 千                              | 1,000    | chunks=['thou', 'sand'] | py=ㄙㄠ-ㄗㄢㄉ | theme=numbers | stage=1
  760 | million                        | 百萬                             | 100萬     | chunks=['mil', 'lion'] | py=ㄇㄧ-ㄌㄧㄢ | theme=numbers | stage=1
  761 | billion                        | 十億                             | 10億      | chunks=['bil', 'lion'] | py=ㄅㄧ-ㄌㄧㄢ | theme=numbers | stage=2
  762 | zero                           | 零                              | 0        | chunks=['ze', 'ro'] | py=ㄗㄧ-ㄌㄛ | theme=numbers | stage=0
  763 | first                          | 第一                             | 1st      | chunks=['f', 'irst'] | py=ㄈㄜㄙㄊ | theme=numbers | stage=0
  764 | second                         | 第二、秒                           | 2nd      | chunks=['se', 'cond'] | py=ㄙㄝ-ㄎㄢㄉ | theme=numbers | stage=0
  765 | third                          | 第三                             | 3rd      | chunks=['th', 'ird'] | py=ㄙㄜㄉ | theme=numbers | stage=0
  766 | fourth                         | 第四                             | 4th      | chunks=['four', 'th'] | py=ㄈㄛㄦㄙ | theme=numbers | stage=0
  767 | fifth                          | 第五                             | 5th      | chunks=['fif', 'th'] | py=ㄈㄧㄈㄙ | theme=numbers | stage=0
  768 | sixth                          | 第六                             | 6th      | chunks=['six', 'th'] | py=ㄒㄧㄎㄙㄙ | theme=numbers | stage=0
  769 | seventh                        | 第七                             | 7th      | chunks=['se', 'venth'] | py=ㄙㄝ-ㄈㄣㄙ | theme=numbers | stage=0
  770 | eighth                         | 第八                             | 8th      | chunks=['eigh', 'th'] | py=ㄟㄙ | theme=numbers | stage=0
  771 | ninth                          | 第九                             | 9th      | chunks=['n', 'inth'] | py=ㄋㄞㄣㄙ | theme=numbers | stage=0
  772 | tenth                          | 第十                             | 10th     | chunks=['t', 'enth'] | py=ㄊㄝㄣㄙ | theme=numbers | stage=0
  773 | half                           | 一半                             | ½        | chunks=['h', 'alf'] | py=ㄏㄚㄈ | theme=numbers | stage=0
  774 | quarter                        | 四分之一                           | ¼        | chunks=['quar', 'ter'] | py=ㄎㄨㄛ-ㄊㄜ | theme=numbers | stage=1
  775 | double                         | 兩倍                             | ×2       | chunks=['dou', 'ble'] | py=ㄉㄚ-ㄅㄜ | theme=numbers | stage=1
  776 | triple                         | 三倍                             | ×3       | chunks=['tri', 'ple'] | py=ㄊㄌㄧ-ㄆㄜ | theme=numbers | stage=1
  777 | dozen                          | 一打                             | 🥚        | chunks=['do', 'zen'] | py=ㄉㄚ-ㄗㄣ | theme=numbers | stage=1
  778 | pair                           | 一對                             | 👟        | chunks=['p', 'air'] | py=ㄆㄝㄜ | theme=numbers | stage=0 [有易混提示]
  779 | couple                         | 一對                             | 👫        | chunks=['cou', 'ple'] | py=ㄎㄚ-ㄆㄜ | theme=numbers | stage=1
  780 | plus                           | 加                              | ➕        | chunks=['pl', 'us'] | py=ㄆㄌㄚㄙ | theme=numbers | stage=0
  781 | minus                          | 減                              | ➖        | chunks=['mi', 'nus'] | py=ㄇㄞ-ㄋㄚㄙ | theme=numbers | stage=1
  782 | divide                         | 除                              | ➗        | chunks=['di', 'vide'] | py=ㄉㄧ-ㄈㄞㄉ | theme=numbers | stage=1
  783 | equal                          | 等於                             | 🟰        | chunks=['e', 'qual'] | py=ㄧ-ㄎㄨㄛ | theme=numbers | stage=1
  784 | count                          | 數                              | 🔢        | chunks=['c', 'ount'] | py=ㄎㄠㄣㄊ | theme=numbers | stage=0
  785 | number                         | 數字                             | 🔢        | chunks=['num', 'ber'] | py=ㄋㄚㄇ-ㄅㄜ | theme=numbers | stage=0 [有易混提示]
  786 | total                          | 總計                             | 💯        | chunks=['to', 'tal'] | py=ㄊㄛ-ㄉㄜ | theme=numbers | stage=1
  787 | sum                            | 總和                             | ➕        | chunks=['s', 'um'] | py=ㄙㄚㄇ | theme=numbers | stage=1 [有易混提示]
  788 | add                            | 增加                             | ➕        | chunks=['a', 'dd'] | py=ㄚㄉ | theme=numbers | stage=0
  789 | subtract                       | 減去                             | ➖        | chunks=['sub', 'tract'] | py=ㄙㄚㄅ-ㄊㄌㄚㄎㄊ | theme=numbers | stage=2
  790 | multiply                       | 乘以                             | ✖️       | chunks=['mul', 'ti', 'ply'] | py=ㄇㄚㄦ-ㄊㄧ-ㄆㄌㄞ | theme=numbers | stage=2
  791 | percent                        | 百分                             | 💯        | chunks=['per', 'cent'] | py=ㄆㄜ-ㄙㄝㄣㄊ | theme=numbers | stage=1
  792 | single                         | 單一                             | 1️⃣      | chunks=['sin', 'gle'] | py=ㄒㄧㄥ-ㄍㄜ | theme=numbers | stage=1
  793 | several                        | 數個                             | 📊        | chunks=['sev', 'er', 'al'] | py=ㄙㄝ-ㄈㄜ-ㄦ | theme=numbers | stage=1
  794 | plenty                         | 充足                             | 🪣        | chunks=['plen', 'ty'] | py=ㄆㄌㄝㄣ-ㄊㄧ | theme=numbers | stage=1
  795 | extra                          | 額外                             | ➕        | chunks=['ex', 'tra'] | py=ㄝㄎㄙ-ㄊㄌㄚ | theme=numbers | stage=1
  796 | group                          | 群                              | 👥        | chunks=['gr', 'oup'] | py=ㄍㄌㄨㄆ | theme=numbers | stage=1
  797 | set                            | 一組、設置                          | 🧩        | chunks=['s', 'et'] | py=ㄙㄝㄊ | theme=numbers | stage=1 base=set [有易混提示]
  798 | row                            | 一排、划船                          | ⬛        | chunks=['r', 'ow'] | py=ㄌㄛ | theme=numbers | stage=1
  799 | pile                           | 一堆                             | 📚        | chunks=['p', 'ile'] | py=ㄆㄞㄦ | theme=numbers | stage=1
  800 | piece                          | 一片                             | 🧩        | chunks=['p', 'iece'] | py=ㄆㄧㄙ | theme=numbers | stage=1 [有易混提示]
  801 | part                           | 部分                             | 🧩        | chunks=['p', 'art'] | py=ㄆㄚㄦㄊ | theme=numbers | stage=0
  802 | whole                          | 整個                             | 💯        | chunks=['wh', 'ole'] | py=ㄏㄛㄦ | theme=numbers | stage=1 [有易混提示]
  803 | list                           | 清單                             | 📋        | chunks=['l', 'ist'] | py=ㄌㄧㄙㄊ | theme=numbers | stage=0
  804 | range                          | 範圍                             | 📏        | chunks=['r', 'ange'] | py=ㄌㄟㄣㄐ | theme=numbers | stage=1
  805 | amount                         | 數量                             | 📊        | chunks=['a', 'mount'] | py=ㄚ-ㄇㄠㄣㄊ | theme=numbers | stage=1 [有易混提示]
  806 | level                          | 等級                             | 📊        | chunks=['le', 'vel'] | py=ㄌㄝ-ㄈㄜ | theme=numbers | stage=1
  807 | rank                           | 排名                             | 🏆        | chunks=['r', 'ank'] | py=ㄌㄚㄣㄎ | theme=numbers | stage=1
  808 | score                          | 分數                             | 💯        | chunks=['sc', 'ore'] | py=ㄙㄎㄛㄦ | theme=numbers | stage=1
  809 | age                            | 年齡                             | 🎂        | chunks=['a', 'ge'] | py=ㄟㄐ | theme=numbers | stage=0
  810 | column                         | 一列                             | 🏛️       | chunks=['col', 'umn'] | py=ㄎㄚ-ㄌㄚㄇ | theme=numbers | stage=1
  811 | digit                          | 數字、位數                          | 🔢        | chunks=['di', 'git'] | py=ㄉㄧ-ㄐㄧㄊ | theme=numbers | stage=1
  812 | monday                         | 星期一                            | 📅        | chunks=['mon', 'day'] | py=ㄇㄢ-ㄉㄟ | theme=time | stage=0
  813 | tuesday                        | 星期二                            | 📅        | chunks=['tues', 'day'] | py=ㄊㄧㄨㄗ-ㄉㄟ | theme=time | stage=0
  814 | wednesday                      | 星期三                            | 📅        | chunks=['wednes', 'day'] | py=ㄨㄝㄣㄗ-ㄉㄟ | theme=time | stage=0
  815 | thursday                       | 星期四                            | 📅        | chunks=['thurs', 'day'] | py=ㄙㄦㄗ-ㄉㄟ | theme=time | stage=0
  816 | friday                         | 星期五                            | 📅        | chunks=['fri', 'day'] | py=ㄈㄌㄞ-ㄉㄟ | theme=time | stage=0
  817 | saturday                       | 星期六                            | 📅        | chunks=['sa', 'tur', 'day'] | py=ㄙㄚ-ㄊㄜ-ㄉㄟ | theme=time | stage=0
  818 | sunday                         | 星期天                            | 📅        | chunks=['sun', 'day'] | py=ㄙㄚㄣ-ㄉㄟ | theme=time | stage=0
  819 | january                        | 一月                             | 🗓️       | chunks=['jan', 'u', 'ary'] | py=ㄐㄢ-ㄧㄨ-ㄝ-ㄌㄧ | theme=time | stage=0
  820 | february                       | 二月                             | 🗓️       | chunks=['feb', 'ru', 'ary'] | py=ㄈㄝㄅ-ㄌㄨ-ㄝ-ㄌㄧ | theme=time | stage=0
  821 | march                          | 三月                             | 🗓️       | chunks=['m', 'arch'] | py=ㄇㄚㄦㄑ | theme=time | stage=0
  822 | april                          | 四月                             | 🗓️       | chunks=['a', 'pril'] | py=ㄟ-ㄆㄌㄜ | theme=time | stage=0
  823 | june                           | 六月                             | 🗓️       | chunks=['j', 'une'] | py=ㄐㄧㄨㄣ | theme=time | stage=0
  824 | july                           | 七月                             | 🗓️       | chunks=['ju', 'ly'] | py=ㄐㄨ-ㄌㄞ | theme=time | stage=0
  825 | august                         | 八月                             | 🗓️       | chunks=['au', 'gust'] | py=ㄛ-ㄍㄚㄙㄊ | theme=time | stage=0
  826 | september                      | 九月                             | 🗓️       | chunks=['sep', 'tem', 'ber'] | py=ㄙㄝㄆ-ㄊㄝㄇ-ㄅㄜ | theme=time | stage=0
  827 | october                        | 十月                             | 🗓️       | chunks=['oc', 'to', 'ber'] | py=ㄚㄎ-ㄊㄛ-ㄅㄜ | theme=time | stage=0
  828 | november                       | 十一月                            | 🗓️       | chunks=['no', 'vem', 'ber'] | py=ㄋㄛ-ㄈㄝㄇ-ㄅㄜ | theme=time | stage=0
  829 | december                       | 十二月                            | 🗓️       | chunks=['de', 'cem', 'ber'] | py=ㄉㄧ-ㄙㄝㄇ-ㄅㄜ | theme=time | stage=0
  830 | spring                         | 春                              | 🌸        | chunks=['spr', 'ing'] | py=ㄙㄆㄌㄧㄥ | theme=time | stage=0
  831 | summer                         | 夏                              | ☀️       | chunks=['sum', 'mer'] | py=ㄙㄚ-ㄇㄜ | theme=time | stage=0
  832 | autumn                         | 秋                              | 🍂        | chunks=['au', 'tumn'] | py=ㄛ-ㄊㄚㄇ | theme=time | stage=0
  833 | winter                         | 冬                              | ❄️       | chunks=['win', 'ter'] | py=ㄨㄧㄣ-ㄊㄜ | theme=time | stage=0
  834 | afternoon                      | 下午                             | 🌤️       | chunks=['af', 'ter', 'noon'] | py=ㄚㄈ-ㄊㄜ-ㄋㄨㄣ | theme=time | stage=0
  835 | evening                        | 傍晚                             | 🌆        | chunks=['eve', 'ning'] | py=ㄧㄈ-ㄋㄧㄥ | theme=time | stage=0
  836 | midnight                       | 午夜                             | 🌃        | chunks=['mid', 'night'] | py=ㄇㄧㄉ-ㄋㄞㄊ | theme=time | stage=0
  837 | noon                           | 中午                             | 🌞        | chunks=['n', 'oon'] | py=ㄋㄨㄣ | theme=time | stage=0
  838 | dawn                           | 黎明                             | 🌅        | chunks=['d', 'awn'] | py=ㄉㄛㄣ | theme=time | stage=1
  839 | dusk                           | 黃昏                             | 🌆        | chunks=['d', 'usk'] | py=ㄉㄚㄙㄎ | theme=time | stage=1
  840 | sunset                         | 日落                             | 🌇        | chunks=['sun', 'set'] | py=ㄙㄚㄣ-ㄙㄝㄊ | theme=time | stage=0
  841 | moment                         | 片刻                             | ⏳        | chunks=['mo', 'ment'] | py=ㄇㄛ-ㄇㄣㄊ | theme=time | stage=1
  842 | decade                         | 十年                             | 🗓️       | chunks=['de', 'cade'] | py=ㄉㄝ-ㄎㄟㄉ | theme=time | stage=2
  843 | century                        | 世紀                             | 🏛️       | chunks=['cen', 'tu', 'ry'] | py=ㄙㄝㄣ-ㄊㄧㄨ-ㄌㄧ | theme=time | stage=2
  844 | era                            | 時代                             | 🏺        | chunks=['e', 'ra'] | py=ㄝ-ㄌㄚ | theme=time | stage=2
  845 | period                         | 時期                             | ⏳        | chunks=['pe', 'ri', 'od'] | py=ㄆㄧ-ㄌㄧ-ㄚㄉ | theme=time | stage=1
  846 | season                         | 季節                             | 🍂        | chunks=['sea', 'son'] | py=ㄒㄧ-ㄗㄣ | theme=time | stage=0
  847 | weekday                        | 平日                             | 📅        | chunks=['week', 'day'] | py=ㄨㄧㄎ-ㄉㄟ | theme=time | stage=1
  848 | holiday                        | 假日                             | 🎉        | chunks=['ho', 'li', 'day'] | py=ㄏㄚ-ㄌㄧ-ㄉㄟ | theme=time | stage=0
  849 | birthday                       | 生日                             | 🎂        | chunks=['birth', 'day'] | py=ㄅㄜㄙ-ㄉㄟ | theme=time | stage=0
  850 | anniversary                    | 週年                             | 🎉        | chunks=['an', 'ni', 'ver', 'sa', 'ry'] | py=ㄢ-ㄋㄧ-ㄈㄜ-ㄙㄚ-ㄌㄧ | theme=time | stage=2
  851 | watch                          | 手錶、看(動詞)                       | ⌚        | chunks=['w', 'atch'] | py=ㄨㄚㄑ | theme=time | stage=0
  852 | calendar                       | 日曆                             | 📅        | chunks=['cal', 'en', 'dar'] | py=ㄎㄚ-ㄌㄣ-ㄉㄜ | theme=time | stage=1
  853 | alarm                          | 鬧鐘                             | ⏰        | chunks=['a', 'larm'] | py=ㄚ-ㄌㄚㄦㄇ | theme=time | stage=1
  854 | schedule                       | 行程                             | 📋        | chunks=['sche', 'dule'] | py=ㄙㄎㄝ-ㄐㄨㄦ | theme=time | stage=2
  855 | date                           | 日期、約會                          | 📅        | chunks=['d', 'ate'] | py=ㄉㄟㄊ | theme=time | stage=0
  856 | past                           | 過去                             | ◀️       | chunks=['p', 'ast'] | py=ㄆㄚㄙㄊ | theme=time | stage=1
  857 | present                        | 現在、禮物                          | ⏺️       | chunks=['pre', 'sent'] | py=ㄆㄌㄝ-ㄗㄣㄊ | theme=time | stage=1
  858 | future                         | 未來                             | ▶️       | chunks=['fu', 'ture'] | py=ㄈㄧㄨ-ㄑㄜ | theme=time | stage=1
  859 | ago                            | 以前                             | ◀️       | chunks=['a', 'go'] | py=ㄚ-ㄍㄛ | theme=time | stage=1 [有易混提示]
  860 | recent                         | 最近                             | 🆕        | chunks=['re', 'cent'] | py=ㄌㄧ-ㄙㄣㄊ | theme=time | stage=2
  861 | lifetime                       | 一輩子                            | ⏳        | chunks=['life', 'time'] | py=ㄌㄞㄈ-ㄊㄞㄇ | theme=time | stage=2
  862 | tonight                        | 今晚                             | 🌙        | chunks=['to', 'night'] | py=ㄊㄨ-ㄋㄞㄊ | theme=time | stage=0
  863 | midday                         | 正午                             | 🌞        | chunks=['mid', 'day'] | py=ㄇㄧㄉ-ㄉㄟ | theme=time | stage=1
  864 | daily                          | 每日                             | 📅        | chunks=['dai', 'ly'] | py=ㄉㄟ-ㄌㄧ | theme=time | stage=1 base=day
  865 | weekly                         | 每週                             | 📅        | chunks=['week', 'ly'] | py=ㄨㄧㄎ-ㄌㄧ | theme=time | stage=1 base=week
  866 | monthly                        | 每月                             | 📅        | chunks=['month', 'ly'] | py=ㄇㄚㄣㄙ-ㄌㄧ | theme=time | stage=1 base=month
  867 | yearly                         | 每年                             | 📅        | chunks=['year', 'ly'] | py=ㄧㄦ-ㄌㄧ | theme=time | stage=1 base=year
  868 | hourly                         | 每小時                            | ⏰        | chunks=['hour', 'ly'] | py=ㄠㄜ-ㄌㄧ | theme=time | stage=2 base=hour
  869 | instant                        | 立刻                             | ⚡        | chunks=['in', 'stant'] | py=ㄧㄣ-ㄙㄉㄢㄊ | theme=time | stage=2
  870 | sudden                         | 突然                             | 💥        | chunks=['sud', 'den'] | py=ㄙㄚ-ㄉㄣ | theme=time | stage=2
  871 | eternal                        | 永恆                             | ♾️       | chunks=['e', 'ter', 'nal'] | py=ㄧ-ㄊㄜ-ㄋㄜ | theme=time | stage=3
  872 | nowadays                       | 如今                             | 🆕        | chunks=['now', 'a', 'days'] | py=ㄋㄠ-ㄚ-ㄉㄟㄗ | theme=time | stage=2
  873 | lately                         | 最近                             | 🆕        | chunks=['late', 'ly'] | py=ㄌㄟㄊ-ㄌㄧ | theme=time | stage=2 base=late
  874 | forever                        | 永遠                             | ♾️       | chunks=['for', 'e', 'ver'] | py=ㄈㄜ-ㄝ-ㄈㄜ | theme=time | stage=1
  875 | nighttime                      | 夜間                             | 🌃        | chunks=['night', 'time'] | py=ㄋㄞㄊ-ㄊㄞㄇ | theme=time | stage=1
  876 | daytime                        | 白天                             | 🌤️       | chunks=['day', 'time'] | py=ㄉㄟ-ㄊㄞㄇ | theme=time | stage=1
  877 | lunchtime                      | 午餐時間                           | 🍱        | chunks=['lunch', 'time'] | py=ㄌㄚㄣㄑ-ㄊㄞㄇ | theme=time | stage=1
  878 | timer                          | 計時器                            | ⏲️       | chunks=['ti', 'mer'] | py=ㄊㄞ-ㄇㄜ | theme=time | stage=1 base=time
  879 | deadline                       | 截止                             | ⏰        | chunks=['dead', 'line'] | py=ㄉㄝㄉ-ㄌㄞㄣ | theme=time | stage=2
  880 | shift                          | 輪班、變換                          | ⏰        | chunks=['sh', 'ift'] | py=ㄒㄧㄈㄊ | theme=time | stage=2
  881 | semester                       | 學期                             | 📚        | chunks=['se', 'mes', 'ter'] | py=ㄙㄜ-ㄇㄝㄙ-ㄊㄜ | theme=time | stage=2
  882 | gray                           | 灰                              | ⬜        | chunks=['gr', 'ay'] | py=ㄍㄌㄟ | theme=colors | stage=0
  883 | gold                           | 金                              | 🟡        | chunks=['g', 'old'] | py=ㄍㄛㄦㄉ | theme=colors | stage=0
  884 | silver                         | 銀                              | ⚪        | chunks=['sil', 'ver'] | py=ㄒㄧㄦ-ㄈㄜ | theme=colors | stage=0
  885 | beige                          | 米色                             | 🟫        | chunks=['b', 'eige'] | py=ㄅㄟㄗ | theme=colors | stage=2
  886 | navy                           | 深藍                             | 🔵        | chunks=['na', 'vy'] | py=ㄋㄟ-ㄈㄧ | theme=colors | stage=1
  887 | maroon                         | 栗色                             | 🟥        | chunks=['ma', 'roon'] | py=ㄇㄚ-ㄌㄨㄣ | theme=colors | stage=2
  888 | teal                           | 鴨綠                             | 🟦        | chunks=['t', 'eal'] | py=ㄊㄧㄦ | theme=colors | stage=2
  889 | turquoise                      | 青綠                             | 🟦        | chunks=['tur', 'quoise'] | py=ㄊㄦ-ㄎㄨㄛㄗ | theme=colors | stage=2
  890 | violet                         | 紫羅蘭                            | 🟣        | chunks=['vi', 'o', 'let'] | py=ㄈㄞ-ㄚ-ㄌㄝㄊ | theme=colors | stage=2
  891 | indigo                         | 靛                              | 🟦        | chunks=['in', 'di', 'go'] | py=ㄧㄣ-ㄉㄧ-ㄍㄛ | theme=colors | stage=2
  892 | cyan                           | 青                              | 🟦        | chunks=['cy', 'an'] | py=ㄙㄞ-ㄢ | theme=colors | stage=2
  893 | magenta                        | 洋紅                             | 🟪        | chunks=['ma', 'gen', 'ta'] | py=ㄇㄚ-ㄐㄣ-ㄊㄚ | theme=colors | stage=2
  894 | ivory                          | 象牙白                            | ⬜        | chunks=['i', 'vo', 'ry'] | py=ㄞ-ㄈㄛ-ㄌㄧ | theme=colors | stage=2
  895 | crimson                        | 深紅                             | 🟥        | chunks=['crim', 'son'] | py=ㄎㄌㄧㄇ-ㄗㄣ | theme=colors | stage=2
  896 | scarlet                        | 猩紅                             | 🟥        | chunks=['scar', 'let'] | py=ㄙㄎㄚㄦ-ㄌㄝㄊ | theme=colors | stage=2
  897 | coral                          | 珊瑚紅                            | 🟧        | chunks=['co', 'ral'] | py=ㄎㄛ-ㄦ | theme=colors | stage=2
  898 | salmon                         | 鮭魚色                            | 🟧        | chunks=['sal', 'mon'] | py=ㄙㄚ-ㄇㄢ | theme=colors | stage=2
  899 | lavender                       | 薰衣草                            | 🟣        | chunks=['la', 'ven', 'der'] | py=ㄌㄚ-ㄈㄣ-ㄉㄜ | theme=colors | stage=2
  900 | mint                           | 薄荷綠                            | 🟢        | chunks=['m', 'int'] | py=ㄇㄧㄣㄊ | theme=colors | stage=1
  901 | olive                          | 橄欖綠                            | 🟢        | chunks=['o', 'live'] | py=ㄚ-ㄌㄧㄈ | theme=colors | stage=2
  902 | khaki                          | 卡其                             | 🟫        | chunks=['kha', 'ki'] | py=ㄎㄚ-ㄎㄧ | theme=colors | stage=2
  903 | tan                            | 褐黃                             | 🟫        | chunks=['t', 'an'] | py=ㄊㄚㄣ | theme=colors | stage=1
  904 | burgundy                       | 酒紅                             | 🟥        | chunks=['bur', 'gun', 'dy'] | py=ㄅㄜ-ㄍㄢ-ㄉㄧ | theme=colors | stage=2
  905 | rose                           | 玫瑰色                            | 🌹        | chunks=['r', 'ose'] | py=ㄌㄛㄗ | theme=colors | stage=1 base=rise
  906 | ruby                           | 寶石紅                            | 💎        | chunks=['ru', 'by'] | py=ㄌㄨ-ㄅㄧ | theme=colors | stage=2
  907 | emerald                        | 翡翠綠                            | 💚        | chunks=['em', 'er', 'ald'] | py=ㄝ-ㄇㄜ-ㄦㄉ | theme=colors | stage=2
  908 | jade                           | 玉綠                             | 💚        | chunks=['j', 'ade'] | py=ㄐㄟㄉ | theme=colors | stage=2
  909 | sapphire                       | 寶石藍                            | 💙        | chunks=['sap', 'phire'] | py=ㄙㄚ-ㄈㄞㄜ | theme=colors | stage=2
  910 | amber                          | 琥珀                             | 🟧        | chunks=['am', 'ber'] | py=ㄚㄇ-ㄅㄜ | theme=colors | stage=2
  911 | bronze                         | 古銅                             | 🟫        | chunks=['br', 'onze'] | py=ㄅㄌㄚㄣㄗ | theme=colors | stage=2
  912 | pale                           | 淺、淡                            | ⬜        | chunks=['p', 'ale'] | py=ㄆㄟㄦ | theme=colors | stage=1
  913 | deep                           | 深、濃                            | ⬛        | chunks=['d', 'eep'] | py=ㄉㄧㄆ | theme=colors | stage=1
  914 | dim                            | 昏暗                             | 🌑        | chunks=['d', 'im'] | py=ㄉㄧㄇ | theme=colors | stage=1
  915 | vivid                          | 鮮豔                             | 🌈        | chunks=['vi', 'vid'] | py=ㄈㄧ-ㄈㄧㄉ | theme=colors | stage=2
  916 | neon                           | 螢光                             | 💡        | chunks=['ne', 'on'] | py=ㄋㄧ-ㄚㄣ | theme=colors | stage=2
  917 | pastel                         | 粉彩                             | 🎨        | chunks=['pas', 'tel'] | py=ㄆㄚㄙ-ㄊㄝㄦ | theme=colors | stage=2
  918 | color                          | 顏色                             | 🌈        | chunks=['co', 'lor'] | py=ㄎㄚ-ㄌㄜ | theme=colors | stage=0
  919 | shade                          | 色調、陰影                          | 🎨        | chunks=['sh', 'ade'] | py=ㄒㄟㄉ | theme=colors | stage=1
  920 | tone                           | 色調、語氣                          | 🎨        | chunks=['t', 'one'] | py=ㄊㄛㄣ | theme=colors | stage=1
  921 | hue                            | 色相                             | 🎨        | chunks=['h', 'ue'] | py=ㄏㄧㄨ | theme=colors | stage=2
  922 | rainbow                        | 彩虹                             | 🌈        | chunks=['rain', 'bow'] | py=ㄌㄟㄣ-ㄅㄛ | theme=colors | stage=0
  923 | paint                          | 油漆                             | 🎨        | chunks=['p', 'aint'] | py=ㄆㄟㄣㄊ | theme=colors | stage=1
  924 | colorful                       | 多彩                             | 🌈        | chunks=['co', 'lor', 'ful'] | py=ㄎㄚ-ㄌㄜ-ㄈㄜ | theme=colors | stage=1 base=color
  925 | cream                          | 奶白                             | 🟨        | chunks=['cr', 'eam'] | py=ㄎㄌㄧㄇ | theme=colors | stage=1
  926 | charcoal                       | 炭黑                             | ⬛        | chunks=['char', 'coal'] | py=ㄑㄚㄦ-ㄎㄛㄦ | theme=colors | stage=2
  927 | hamster                        | 倉鼠                             | 🐹        | chunks=['ham', 'ster'] | py=ㄏㄚㄇ-ㄙㄉㄜ | theme=animals | stage=0
  928 | goldfish                       | 金魚                             | 🐠        | chunks=['gold', 'fish'] | py=ㄍㄛㄦ-ㄈㄧㄒ | theme=animals | stage=0
  929 | parrot                         | 鸚鵡                             | 🦜        | chunks=['par', 'rot'] | py=ㄆㄚ-ㄌㄚㄊ | theme=animals | stage=1
  930 | turtle                         | 烏龜                             | 🐢        | chunks=['tur', 'tle'] | py=ㄊㄜ-ㄉㄜ | theme=animals | stage=0
  931 | chicken                        | 雞、雞肉                           | 🐔        | chunks=['chick', 'en'] | py=ㄑㄧ-ㄎㄣ | theme=animals | stage=0
  932 | rooster                        | 公雞                             | 🐓        | chunks=['roo', 'ster'] | py=ㄌㄨ-ㄙㄉㄜ | theme=animals | stage=1
  933 | hen                            | 母雞                             | 🐔        | chunks=['h', 'en'] | py=ㄏㄝㄣ | theme=animals | stage=1
  934 | goat                           | 山羊                             | 🐐        | chunks=['g', 'oat'] | py=ㄍㄛㄊ | theme=animals | stage=0
  935 | donkey                         | 驢                              | 🐴        | chunks=['don', 'key'] | py=ㄉㄚㄣ-ㄎㄧ | theme=animals | stage=1
  936 | goose                          | 鵝                              | 🪿        | chunks=['g', 'oose'] | py=ㄍㄨㄙ | theme=animals | stage=1
  937 | lamb                           | 羔羊                             | 🐑        | chunks=['l', 'amb'] | py=ㄌㄚㄇ | theme=animals | stage=1
  938 | elephant                       | 大象                             | 🐘        | chunks=['el', 'e', 'phant'] | py=ㄝ-ㄌㄜ-ㄈㄢㄊ | theme=animals | stage=0
  939 | giraffe                        | 長頸鹿                            | 🦒        | chunks=['gi', 'raffe'] | py=ㄐㄜ-ㄌㄚㄈ | theme=animals | stage=0
  940 | zebra                          | 斑馬                             | 🦓        | chunks=['ze', 'bra'] | py=ㄗㄧ-ㄅㄌㄚ | theme=animals | stage=0
  941 | kangaroo                       | 袋鼠                             | 🦘        | chunks=['kan', 'ga', 'roo'] | py=ㄎㄢ-ㄍㄚ-ㄌㄨ | theme=animals | stage=1
  942 | koala                          | 無尾熊                            | 🐨        | chunks=['ko', 'a', 'la'] | py=ㄎㄛ-ㄚ-ㄌㄚ | theme=animals | stage=1
  943 | panda                          | 熊貓                             | 🐼        | chunks=['pan', 'da'] | py=ㄆㄢ-ㄉㄚ | theme=animals | stage=0
  944 | wolf                           | 狼                              | 🐺        | chunks=['w', 'olf'] | py=ㄨㄨㄦㄈ | theme=animals | stage=1
  945 | fox                            | 狐狸                             | 🦊        | chunks=['f', 'ox'] | py=ㄈㄚㄎㄙ | theme=animals | stage=0
  946 | deer                           | 鹿                              | 🦌        | chunks=['d', 'eer'] | py=ㄉㄧㄦ | theme=animals | stage=1
  947 | squirrel                       | 松鼠                             | 🐿️       | chunks=['squir', 'rel'] | py=ㄙㄎㄨㄦ-ㄦ | theme=animals | stage=1
  948 | raccoon                        | 浣熊                             | 🦝        | chunks=['rac', 'coon'] | py=ㄌㄚ-ㄎㄨㄣ | theme=animals | stage=2
  949 | hedgehog                       | 刺蝟                             | 🦔        | chunks=['hedge', 'hog'] | py=ㄏㄝㄐ-ㄏㄚㄍ | theme=animals | stage=2
