# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 5264 | culture                        | 文化                             | 🎭        | chunks=['cul', 'ture'] | py=ㄎㄚㄛ-ㄔㄜ | theme=academic-words | stage=1
 5265 | distinct                       | 獨特的                            | ⭐        | chunks=['dis', 'tinct'] | py=ㄉㄧㄙ-ㄊㄧㄥㄎㄊ | theme=academic-words | stage=3
 5266 | equate                         | 等同                             | 🟰        | chunks=['e', 'quate'] | py=ㄧ-ㄎㄨㄟㄊ | theme=academic-words | stage=3
 5267 | evaluate                       | 評價                             | 📊        | chunks=['e', 'val', 'u', 'ate'] | py=ㄧ-ㄨㄚ-ㄌㄩ-ㄝㄊ | theme=academic-words | stage=2
 5268 | feature                        | 特徵                             | ⭐        | chunks=['fea', 'ture'] | py=ㄈㄧ-ㄔㄜ | theme=academic-words | stage=1
 5269 | final                          | 最終的                            | 🏁        | chunks=['fi', 'nal'] | py=ㄈㄞ-ㄋㄛ | theme=academic-words | stage=1
 5270 | focus                          | 專注                             | 🎯        | chunks=['fo', 'cus'] | py=ㄈㄛ-ㄎㄚㄙ | theme=academic-words | stage=1
 5271 | impact                         | 影響                             | 💥        | chunks=['im', 'pact'] | py=ㄧㄇ-ㄆㄚㄎㄊ | theme=academic-words | stage=2
 5272 | injure                         | 受傷                             | 🤕        | chunks=['in', 'jure'] | py=ㄧㄣ-ㄐㄜ | theme=academic-words | stage=2
 5273 | institute                      | 機構                             | 🏛️       | chunks=['in', 'sti', 'tute'] | py=ㄧㄣ-ㄙㄊㄜ-ㄊㄩㄊ | theme=academic-words | stage=3
 5274 | journal                        | 期刊                             | 📔        | chunks=['jour', 'nal'] | py=ㄐㄜ-ㄋㄛ | theme=academic-words | stage=2
 5275 | maintain                       | 維持                             | 🔧        | chunks=['main', 'tain'] | py=ㄇㄟㄣ-ㄊㄟㄣ | theme=academic-words | stage=2
 5276 | obtain                         | 獲得                             | 📥        | chunks=['ob', 'tain'] | py=ㄜㄅ-ㄊㄟㄣ | theme=academic-words | stage=2
 5277 | participate                    | 參與                             | 🙋        | chunks=['par', 'tic', 'i', 'pate'] | py=ㄆㄚ-ㄊㄧ-ㄙㄜ-ㄆㄟㄊ | theme=academic-words | stage=2
 5278 | perceive                       | 察覺                             | 👁️       | chunks=['per', 'ceive'] | py=ㄆㄜ-ㄙㄧㄈ | theme=academic-words | stage=3
 5279 | positive                       | 正面的                            | ➕        | chunks=['pos', 'i', 'tive'] | py=ㄆㄚ-ㄗㄜ-ㄊㄧㄈ | theme=academic-words | stage=1
 5280 | regulate                       | 管制                             | ⚖️       | chunks=['reg', 'u', 'late'] | py=ㄖㄝ-ㄍㄩ-ㄌㄟㄊ | theme=academic-words | stage=3
 5281 | relevant                       | 相關的                            | 🔗        | chunks=['rel', 'e', 'vant'] | py=ㄖㄝ-ㄌㄜ-ㄨㄣㄊ | theme=academic-words | stage=2
 5282 | reside                         | 居住                             | 🏠        | chunks=['re', 'side'] | py=ㄖㄜ-ㄗㄞㄉ | theme=academic-words | stage=3
 5283 | resource                       | 資源                             | ⛏️       | chunks=['re', 'source'] | py=ㄖㄧ-ㄙㄛㄜㄙ | theme=academic-words | stage=2
 5284 | restrict                       | 限制                             | 🚫        | chunks=['re', 'strict'] | py=ㄖㄜ-ㄙㄊㄖㄧㄎㄊ | theme=academic-words | stage=3
 5285 | secure                         | 安全的                            | 🔒        | chunks=['se', 'cure'] | py=ㄙㄜ-ㄎㄩㄜ | theme=academic-words | stage=2
 5286 | seek                           | 尋求                             | 🔍        | chunks=['s', 'eek'] | py=ㄒㄧㄎ | theme=academic-words | stage=2
 5287 | select                         | 選擇                             | ☑️       | chunks=['se', 'lect'] | py=ㄙㄜ-ㄌㄝㄎㄊ | theme=academic-words | stage=1
 5288 | site                           | 地點                             | 📍        | chunks=['s', 'ite'] | py=ㄙㄞㄊ | theme=academic-words | stage=1
 5289 | survey                         | 調查                             | 📋        | chunks=['sur', 'vey'] | py=ㄙㄜ-ㄨㄟ | theme=academic-words | stage=2
 5290 | text                           | 文本                             | 📄        | chunks=['t', 'ext'] | py=ㄊㄝㄎㄙㄊ | theme=academic-words | stage=1
 5291 | tradition                      | 傳統                             | 🏮        | chunks=['tra', 'di', 'tion'] | py=ㄊㄖㄜ-ㄉㄧ-ㄒㄣ | theme=academic-words | stage=2 base=trade
 5292 | circumstance                   | 情況                             | 📋        | chunks=['cir', 'cum', 'stance'] | py=ㄙㄜ-ㄎㄚㄇ-ㄙㄊㄢㄙ | theme=academic-words | stage=3
 5293 | comment                        | 評論                             | 💬        | chunks=['com', 'ment'] | py=ㄎㄚ-ㄇㄣㄊ | theme=academic-words | stage=1 base=come
 5294 | compensate                     | 補償                             | 💰        | chunks=['com', 'pen', 'sate'] | py=ㄎㄚㄇ-ㄆㄣ-ㄙㄟㄊ | theme=academic-words | stage=3
 5295 | component                      | 組件                             | 🧩        | chunks=['com', 'po', 'nent'] | py=ㄎㄜㄇ-ㄆㄛ-ㄋㄣㄊ | theme=academic-words | stage=3
 5296 | consent                        | 同意                             | 🤝        | chunks=['con', 'sent'] | py=ㄎㄣ-ㄙㄣㄊ | theme=academic-words | stage=3
 5297 | considerable                   | 相當的                            | 📊        | chunks=['con', 'sid', 'er', 'a', 'ble'] | py=ㄎㄣ-ㄒㄧ-ㄉㄜ-ㄜ-ㄅㄛ | theme=academic-words | stage=2 base=consider
 5298 | constant                       | 持續的                            | ⏳        | chunks=['con', 'stant'] | py=ㄎㄚㄣ-ㄙㄊㄢㄊ | theme=academic-words | stage=2
 5299 | constrain                      | 限制                             | 🚧        | chunks=['con', 'strain'] | py=ㄎㄣ-ㄙㄊㄖㄟㄣ | theme=academic-words | stage=3
 5300 | contribute                     | 貢獻                             | 🤝        | chunks=['con', 'trib', 'ute'] | py=ㄎㄣ-ㄊㄖㄧ-ㄅㄩㄊ | theme=academic-words | stage=2
 5301 | convene                        | 召開                             | 🏛️       | chunks=['con', 'vene'] | py=ㄎㄣ-ㄨㄧㄣ | theme=academic-words | stage=4
 5302 | coordinate                     | 協調                             | 🤝        | chunks=['co', 'or', 'di', 'nate'] | py=ㄎㄛ-ㄜ-ㄉㄜ-ㄋㄟㄊ | theme=academic-words | stage=3
 5303 | core                           | 核心                             | 🍎        | chunks=['c', 'ore'] | py=ㄎㄛㄜ | theme=academic-words | stage=2
 5304 | corporate                      | 企業的                            | 🏢        | chunks=['cor', 'po', 'rate'] | py=ㄎㄛ-ㄆㄜ-ㄖㄝㄊ | theme=academic-words | stage=3
 5305 | correspond                     | 對應                             | 🔗        | chunks=['cor', 're', 'spond'] | py=ㄎㄛ-ㄖㄜ-ㄙㄆㄚㄣㄉ | theme=academic-words | stage=3
 5306 | criteria                       | 標準                             | 📋        | chunks=['cri', 'te', 'ri', 'a'] | py=ㄎㄖㄞ-ㄊㄧ-ㄖㄧ-ㄜ | theme=academic-words | stage=3
 5307 | deduce                         | 推論                             | 🔍        | chunks=['de', 'duce'] | py=ㄉㄜ-ㄉㄩㄙ | theme=academic-words | stage=4
 5308 | demonstrate                    | 展示                             | 🎯        | chunks=['dem', 'on', 'strate'] | py=ㄉㄝ-ㄇㄣ-ㄙㄊㄖㄟㄊ | theme=academic-words | stage=2
 5309 | dominate                       | 支配                             | 👑        | chunks=['dom', 'i', 'nate'] | py=ㄉㄚ-ㄇㄜ-ㄋㄟㄊ | theme=academic-words | stage=3
 5310 | emphasis                       | 強調                             | ❗        | chunks=['em', 'pha', 'sis'] | py=ㄝㄇ-ㄈㄜ-ㄙㄧㄙ | theme=academic-words | stage=3
 5311 | ensure                         | 確保                             | ✅        | chunks=['en', 'sure'] | py=ㄣ-ㄒㄩㄜ | theme=academic-words | stage=2
 5312 | exclude                        | 排除                             | 🚫        | chunks=['ex', 'clude'] | py=ㄝㄎ-ㄙㄎㄌㄨㄉ | theme=academic-words | stage=2
 5313 | illustrate                     | 舉例說明                           | 🖼️       | chunks=['il', 'lus', 'trate'] | py=ㄧ-ㄌㄚㄙ-ㄊㄖㄟㄊ | theme=academic-words | stage=2
 5314 | immigrate                      | 移民                             | 🌍        | chunks=['im', 'mi', 'grate'] | py=ㄧ-ㄇㄜ-ㄍㄖㄟㄊ | theme=academic-words | stage=3 [有易混提示]
 5315 | imply                          | 暗示                             | 💭        | chunks=['im', 'ply'] | py=ㄧㄇ-ㄆㄌㄞ | theme=academic-words | stage=2 [有易混提示]
 5316 | initial                        | 最初的                            | 🥇        | chunks=['i', 'ni', 'tial'] | py=ㄜ-ㄋㄧ-ㄒㄛ | theme=academic-words | stage=2
 5317 | interact                       | 互動                             | 🤝        | chunks=['in', 'ter', 'act'] | py=ㄧㄣ-ㄊㄜ-ㄚㄎㄊ | theme=academic-words | stage=2
 5318 | justify                        | 證明合理                           | ⚖️       | chunks=['jus', 'ti', 'fy'] | py=ㄐㄚ-ㄙㄊㄜ-ㄈㄞ | theme=academic-words | stage=3
 5319 | layer                          | 層                              | 📚        | chunks=['lay', 'er'] | py=ㄌㄟ-ㄜ | theme=academic-words | stage=1
 5320 | link                           | 連結                             | 🔗        | chunks=['l', 'ink'] | py=ㄌㄧㄥㄎ | theme=academic-words | stage=1
 5321 | locate                         | 找到                             | 📍        | chunks=['lo', 'cate'] | py=ㄌㄛ-ㄎㄟㄊ | theme=academic-words | stage=2
 5322 | maximize                       | 最大化                            | 📈        | chunks=['max', 'i', 'mize'] | py=ㄇㄚㄎ-ㄙㄜ-ㄇㄞㄗ | theme=academic-words | stage=3
 5323 | minor                          | 次要的                            | 🔽        | chunks=['mi', 'nor'] | py=ㄇㄞ-ㄋㄜ | theme=academic-words | stage=2 [有易混提示]
 5324 | negate                         | 否定                             | ❌        | chunks=['ne', 'gate'] | py=ㄋㄜ-ㄍㄟㄊ | theme=academic-words | stage=4
 5325 | outcome                        | 結果                             | 🎯        | chunks=['out', 'come'] | py=ㄠㄊ-ㄎㄚㄇ | theme=academic-words | stage=2
 5326 | physical                       | 身體的                            | 💪        | chunks=['phys', 'i', 'cal'] | py=ㄈㄧ-ㄗㄜ-ㄎㄛ | theme=academic-words | stage=1 base=physics
 5327 | proportion                     | 比例                             | 📊        | chunks=['pro', 'por', 'tion'] | py=ㄆㄖㄜ-ㄆㄛ-ㄒㄣ | theme=academic-words | stage=2
 5328 | react                          | 反應                             | ⚡        | chunks=['re', 'act'] | py=ㄖㄧ-ㄚㄎㄊ | theme=academic-words | stage=2
 5329 | rely                           | 依賴                             | 🤝        | chunks=['re', 'ly'] | py=ㄖㄜ-ㄌㄞ | theme=academic-words | stage=2
 5330 | remove                         | 移除                             | 🗑️       | chunks=['re', 'move'] | py=ㄖㄜ-ㄇㄨㄈ | theme=academic-words | stage=1
 5331 | scheme                         | 計畫                             | 📋        | chunks=['sch', 'eme'] | py=ㄙㄎㄧㄇ | theme=academic-words | stage=3
 5332 | sequence                       | 序列                             | 🔢        | chunks=['se', 'quence'] | py=ㄙㄧ-ㄎㄨㄣㄙ | theme=academic-words | stage=2
 5333 | specify                        | 具體說明                           | 📝        | chunks=['spec', 'i', 'fy'] | py=ㄙㄆㄝ-ㄙㄜ-ㄈㄞ | theme=academic-words | stage=3
 5334 | sufficient                     | 足夠的                            | ✅        | chunks=['suf', 'fi', 'cient'] | py=ㄙㄜ-ㄈㄧ-ㄒㄣㄊ | theme=academic-words | stage=2
 5335 | technical                      | 技術的                            | 🔧        | chunks=['tech', 'ni', 'cal'] | py=ㄊㄝㄎ-ㄋㄜ-ㄎㄛ | theme=academic-words | stage=2
 5336 | valid                          | 有效的                            | ✅        | chunks=['val', 'id'] | py=ㄨㄚ-ㄌㄧㄉ | theme=academic-words | stage=2
 5337 | access                         | 存取、取得權限、進入                     | 🔑        | chunks=['ac', 'cess'] | py=ㄚㄎ-ㄙㄝㄙ | theme=academic-words | stage=2
 5338 | adequate                       | 足夠的                            | ✅        | chunks=['ad', 'e', 'quate'] | py=ㄚ-ㄉㄜ-ㄎㄨㄝㄊ | theme=academic-words | stage=3
 5339 | annual                         | 年度的                            | 📅        | chunks=['an', 'nu', 'al'] | py=ㄚ-ㄋㄩ-ㄛ | theme=academic-words | stage=2
 5340 | apparent                       | 顯然的                            | 💡        | chunks=['ap', 'par', 'ent'] | py=ㄜ-ㄆㄝ-ㄖㄣㄊ | theme=academic-words | stage=2
 5341 | approximate                    | 大約的                            | ≈        | chunks=['ap', 'prox', 'i', 'mate'] | py=ㄜ-ㄆㄖㄚㄎ-ㄙㄜ-ㄇㄟㄊ | theme=academic-words | stage=3
 5342 | attribute                      | 屬性                             | 🏷️       | chunks=['at', 'trib', 'ute'] | py=ㄚ-ㄊㄖㄧ-ㄅㄩㄊ | theme=academic-words | stage=3
 5343 | civil                          | 公民的                            | 🏛️       | chunks=['civ', 'il'] | py=ㄙㄧ-ㄨㄛ | theme=academic-words | stage=2
 5344 | communicate                    | 溝通                             | 💬        | chunks=['com', 'mu', 'ni', 'cate'] | py=ㄎㄜ-ㄇㄩ-ㄋㄜ-ㄎㄟㄊ | theme=academic-words | stage=1
 5345 | concentrate                    | 專心                             | 🎯        | chunks=['con', 'cen', 'trate'] | py=ㄎㄚㄣ-ㄙㄣ-ㄊㄖㄟㄊ | theme=academic-words | stage=2
 5346 | confer                         | 商議                             | 🤝        | chunks=['con', 'fer'] | py=ㄎㄣ-ㄈㄜ | theme=academic-words | stage=4
 5347 | contrast                       | 對比                             | ⚖️       | chunks=['con', 'trast'] | py=ㄎㄚㄣ-ㄊㄖㄚㄙㄊ | theme=academic-words | stage=2
 5348 | cycle                          | 循環                             | 🔄        | chunks=['cy', 'cle'] | py=ㄙㄞ-ㄎㄛ | theme=academic-words | stage=1
 5349 | dimension                      | 維度                             | 📐        | chunks=['di', 'men', 'sion'] | py=ㄉㄜ-ㄇㄣ-ㄒㄣ | theme=academic-words | stage=3
 5350 | emerge                         | 浮現                             | 🌱        | chunks=['e', 'merge'] | py=ㄜ-ㄇㄜㄐ | theme=academic-words | stage=2
 5351 | error                          | 錯誤                             | ❌        | chunks=['er', 'ror'] | py=ㄝ-ㄖㄜ | theme=academic-words | stage=1
 5352 | ethnic                         | 種族的                            | 🌏        | chunks=['eth', 'nic'] | py=ㄝㄒ-ㄋㄧㄎ | theme=academic-words | stage=3
 5353 | implement                      | 執行                             | 🛠️       | chunks=['im', 'ple', 'ment'] | py=ㄧㄇ-ㄆㄌㄜ-ㄇㄣㄊ | theme=academic-words | stage=3
 5354 | implicate                      | 暗示牽涉                           | 🔗        | chunks=['im', 'pli', 'cate'] | py=ㄧㄇ-ㄆㄌㄜ-ㄎㄟㄊ | theme=academic-words | stage=4
 5355 | impose                         | 強加                             | ⚖️       | chunks=['im', 'pose'] | py=ㄧㄇ-ㄆㄛㄗ | theme=academic-words | stage=3
 5356 | integrate                      | 整合                             | 🧩        | chunks=['in', 'te', 'grate'] | py=ㄧㄣ-ㄊㄜ-ㄍㄖㄟㄊ | theme=academic-words | stage=3
 5357 | internal                       | 內部的                            | 📥        | chunks=['in', 'ter', 'nal'] | py=ㄧㄣ-ㄊㄜ-ㄋㄛ | theme=academic-words | stage=2
 5358 | investigate                    | 調查                             | 🔍        | chunks=['in', 'ves', 'ti', 'gate'] | py=ㄧㄣ-ㄨㄝㄙ-ㄊㄜ-ㄍㄟㄊ | theme=academic-words | stage=2
 5359 | mechanism                      | 機制                             | ⚙️       | chunks=['mech', 'a', 'nism'] | py=ㄇㄝ-ㄎㄜ-ㄋㄧㄗㄇ | theme=academic-words | stage=3
 5360 | obvious                        | 明顯的                            | 💡        | chunks=['ob', 'vi', 'ous'] | py=ㄚㄅ-ㄨㄧ-ㄜㄙ | theme=academic-words | stage=2
 5361 | occupy                         | 佔據                             | 🪑        | chunks=['oc', 'cu', 'py'] | py=ㄚ-ㄎㄩ-ㄆㄞ | theme=academic-words | stage=2
 5362 | option                         | 選項                             | ☑️       | chunks=['op', 'tion'] | py=ㄚㄆ-ㄒㄣ | theme=academic-words | stage=1
 5363 | overall                        | 整體的                            | 🌐        | chunks=['o', 'ver', 'all'] | py=ㄛ-ㄨㄜ-ㄛ | theme=academic-words | stage=2
 5364 | parameter                      | 參數                             | ⚙️       | chunks=['pa', 'ram', 'e', 'ter'] | py=ㄆㄜ-ㄖㄚ-ㄇㄜ-ㄊㄜ | theme=academic-words | stage=3
 5365 | phase                          | 階段                             | 🌗        | chunks=['ph', 'ase'] | py=ㄈㄟㄗ | theme=academic-words | stage=2
 5366 | predict                        | 預測                             | 🔮        | chunks=['pre', 'dict'] | py=ㄆㄖㄜ-ㄉㄧㄎㄊ | theme=academic-words | stage=2
 5367 | professional                   | 專業的                            | 👔        | chunks=['pro', 'fes', 'sion', 'al'] | py=ㄆㄖㄜ-ㄈㄝ-ㄒㄣ-ㄛ | theme=academic-words | stage=2 base=profession
 5368 | resolve                        | 解決                             | ✅        | chunks=['re', 'solve'] | py=ㄖㄜ-ㄗㄚㄛㄈ | theme=academic-words | stage=2
 5369 | retain                         | 保留                             | 📥        | chunks=['re', 'tain'] | py=ㄖㄜ-ㄊㄟㄣ | theme=academic-words | stage=3
 5370 | statistic                      | 統計                             | 📊        | chunks=['sta', 'tis', 'tic'] | py=ㄙㄊㄜ-ㄊㄧㄙ-ㄊㄧㄎ | theme=academic-words | stage=3
 5371 | status                         | 狀態                             | 📊        | chunks=['sta', 'tus'] | py=ㄙㄊㄚ-ㄊㄜㄙ | theme=academic-words | stage=2
 5372 | subsequent                     | 後續的                            | ➡️       | chunks=['sub', 'se', 'quent'] | py=ㄙㄚㄅ-ㄙㄜ-ㄎㄨㄣㄊ | theme=academic-words | stage=3
 5373 | undertake                      | 承擔                             | 💪        | chunks=['un', 'der', 'take'] | py=ㄚㄣ-ㄉㄜ-ㄊㄟㄎ | theme=academic-words | stage=3
 5374 | adjust                         | 調整                             | 🔧        | chunks=['ad', 'just'] | py=ㄜ-ㄐㄚㄙㄊ | theme=academic-words | stage=2
 5375 | alter                          | 改變                             | 🔄        | chunks=['al', 'ter'] | py=ㄛ-ㄊㄜ | theme=academic-words | stage=3
 5376 | amend                          | 修訂                             | ✏️       | chunks=['a', 'mend'] | py=ㄜ-ㄇㄣㄉ | theme=academic-words | stage=3
 5377 | aware                          | 察覺的                            | 👁️       | chunks=['a', 'ware'] | py=ㄜ-ㄨㄟㄜ | theme=academic-words | stage=2
 5378 | capacity                       | 容量                             | 🪣        | chunks=['ca', 'pac', 'i', 'ty'] | py=ㄎㄜ-ㄆㄚ-ㄙㄜ-ㄊㄧ | theme=academic-words | stage=2
 5379 | challenge                      | 挑戰                             | ⚔️       | chunks=['chal', 'lenge'] | py=ㄔㄚ-ㄌㄣㄐ | theme=academic-words | stage=1
 5380 | consult                        | 諮詢                             | 💬        | chunks=['con', 'sult'] | py=ㄎㄣ-ㄙㄚㄛㄊ | theme=academic-words | stage=2
 5381 | discrete                       | 分離的                            | 🔢        | chunks=['dis', 'crete'] | py=ㄉㄧㄙ-ㄎㄖㄧㄊ | theme=academic-words | stage=4
 5382 | enable                         | 使能夠                            | ✅        | chunks=['en', 'a', 'ble'] | py=ㄣ-ㄝ-ㄅㄛ | theme=academic-words | stage=2
 5383 | enforce                        | 執行                             | 👮        | chunks=['en', 'force'] | py=ㄣ-ㄈㄛㄜㄙ | theme=academic-words | stage=3
 5384 | entity                         | 實體                             | 🏛️       | chunks=['en', 'ti', 'ty'] | py=ㄝㄣ-ㄊㄜ-ㄊㄧ | theme=academic-words | stage=3
 5385 | equivalent                     | 相等的                            | 🟰        | chunks=['e', 'quiv', 'a', 'lent'] | py=ㄜ-ㄎㄨㄧ-ㄜ-ㄌㄣㄊ | theme=academic-words | stage=3
 5386 | evolve                         | 演化                             | 🦋        | chunks=['e', 'volve'] | py=ㄧ-ㄨㄚㄛㄈ | theme=academic-words | stage=2
 5387 | expand                         | 擴展                             | 📈        | chunks=['ex', 'pand'] | py=ㄝㄎ-ㄙㄆㄢㄉ | theme=academic-words | stage=2
 5388 | external                       | 外部的                            | 📤        | chunks=['ex', 'ter', 'nal'] | py=ㄝㄎ-ㄙㄊㄜ-ㄋㄛ | theme=academic-words | stage=2
 5389 | facilitate                     | 促進                             | 🤝        | chunks=['fa', 'cil', 'i', 'tate'] | py=ㄈㄜ-ㄙㄧ-ㄌㄜ-ㄊㄟㄊ | theme=academic-words | stage=3
 5390 | fundamental                    | 基本的                            | 🧱        | chunks=['fun', 'da', 'men', 'tal'] | py=ㄈㄚㄣ-ㄉㄜ-ㄇㄣ-ㄊㄛ | theme=academic-words | stage=3
 5391 | generate                       | 產生                             | ⚡        | chunks=['gen', 'er', 'ate'] | py=ㄐㄝ-ㄋㄜ-ㄖㄟㄊ | theme=academic-words | stage=2
 5392 | license                        | 執照                             | 🪪        | chunks=['li', 'cense'] | py=ㄌㄞ-ㄙㄣㄙ | theme=academic-words | stage=2
 5393 | mental                         | 精神的                            | 🧠        | chunks=['men', 'tal'] | py=ㄇㄣ-ㄊㄛ | theme=academic-words | stage=2 base=mind
 5394 | modify                         | 修改                             | ✏️       | chunks=['mod', 'i', 'fy'] | py=ㄇㄚ-ㄉㄜ-ㄈㄞ | theme=academic-words | stage=2
 5395 | notion                         | 概念                             | 💭        | chunks=['no', 'tion'] | py=ㄋㄛ-ㄒㄣ | theme=academic-words | stage=3 base=no
 5396 | orient                         | 定位                             | 🧭        | chunks=['o', 'ri', 'ent'] | py=ㄛ-ㄖㄧ-ㄣㄊ | theme=academic-words | stage=3
 5397 | perspective                    | 觀點                             | 👁️       | chunks=['per', 'spec', 'tive'] | py=ㄆㄜ-ㄙㄆㄝㄎ-ㄊㄧㄈ | theme=academic-words | stage=2
 5398 | precise                        | 精確的                            | 🎯        | chunks=['pre', 'cise'] | py=ㄆㄖㄧ-ㄙㄞㄙ | theme=academic-words | stage=2
 5399 | prime                          | 主要的                            | ⭐        | chunks=['pr', 'ime'] | py=ㄆㄖㄞㄇ | theme=academic-words | stage=2
 5400 | psychology                     | 心理學                            | 🧠        | chunks=['psy', 'chol', 'o', 'gy'] | py=ㄙㄞ-ㄎㄚ-ㄜ-ㄐㄧ | theme=academic-words | stage=2
 5401 | pursue                         | 追求                             | 🎯        | chunks=['pur', 'sue'] | py=ㄆㄜ-ㄙㄩ | theme=academic-words | stage=2
 5402 | ratio                          | 比率                             | 📊        | chunks=['ra', 'tio'] | py=ㄖㄟ-ㄒㄛ | theme=academic-words | stage=3
 5403 | stable                         | 穩定的                            | ⚖️       | chunks=['sta', 'ble'] | py=ㄙㄊㄟ-ㄅㄛ | theme=academic-words | stage=2
 5404 | substitute                     | 替代                             | 🔁        | chunks=['sub', 'sti', 'tute'] | py=ㄙㄚㄅ-ㄙㄊㄜ-ㄊㄩㄊ | theme=academic-words | stage=3
 5405 | sustain                        | 維持                             | 🌱        | chunks=['sus', 'tain'] | py=ㄙㄜ-ㄙㄊㄟㄣ | theme=academic-words | stage=3
 5406 | symbol                         | 符號                             | 🔣        | chunks=['sym', 'bol'] | py=ㄒㄧㄇ-ㄅㄛ | theme=academic-words | stage=1
 5407 | trend                          | 趨勢                             | 📈        | chunks=['tr', 'end'] | py=ㄊㄖㄣㄉ | theme=academic-words | stage=2
 5408 | accurate                       | 準確的                            | 🎯        | chunks=['ac', 'cu', 'rate'] | py=ㄚ-ㄎㄩ-ㄖㄝㄊ | theme=academic-words | stage=2
 5409 | acknowledge                    | 承認                             | 🤝        | chunks=['ac', 'knowl', 'edge'] | py=ㄚㄎ-ㄋㄚ-ㄜㄐ | theme=academic-words | stage=3
 5410 | aggregate                      | 總合                             | 📊        | chunks=['ag', 'gre', 'gate'] | py=ㄚ-ㄍㄖㄜ-ㄍㄝㄊ | theme=academic-words | stage=4
 5411 | allocate                       | 分配                             | 📊        | chunks=['al', 'lo', 'cate'] | py=ㄚ-ㄌㄛ-ㄎㄟㄊ | theme=academic-words | stage=3
 5412 | assign                         | 分派                             | 📋        | chunks=['as', 'sign'] | py=ㄜ-ㄙㄞㄣ | theme=academic-words | stage=2
 5413 | attach                         | 附加                             | 📎        | chunks=['at', 'tach'] | py=ㄜ-ㄊㄚㄔ | theme=academic-words | stage=2
 5414 | capable                        | 有能力的                           | 💪        | chunks=['ca', 'pa', 'ble'] | py=ㄎㄟ-ㄆㄜ-ㄅㄛ | theme=academic-words | stage=2 base=cap
 5415 | cite                           | 引用                             | 🔖        | chunks=['c', 'ite'] | py=ㄙㄞㄊ | theme=academic-words | stage=3
 5416 | cooperate                      | 合作                             | 🤝        | chunks=['co', 'op', 'er', 'ate'] | py=ㄎㄛ-ㄚ-ㄆㄜ-ㄖㄟㄊ | theme=academic-words | stage=2
 5417 | discriminate                   | 區別                             | ⚖️       | chunks=['dis', 'crim', 'i', 'nate'] | py=ㄉㄧㄙ-ㄎㄖㄧ-ㄇㄜ-ㄋㄟㄊ | theme=academic-words | stage=3
 5418 | display                        | 展示                             | 🖼️       | chunks=['dis', 'play'] | py=ㄉㄧㄙ-ㄆㄌㄟ | theme=academic-words | stage=1
 5419 | diverse                        | 多樣的                            | 🌈        | chunks=['di', 'verse'] | py=ㄉㄜ-ㄨㄜㄜㄙ | theme=academic-words | stage=2
 5420 | enhance                        | 提升                             | 📈        | chunks=['en', 'hance'] | py=ㄣ-ㄏㄢㄙ | theme=academic-words | stage=3
 5421 | estate                         | 地產                             | 🏠        | chunks=['es', 'tate'] | py=ㄜ-ㄙㄊㄟㄊ | theme=academic-words | stage=2
 5422 | exceed                         | 超過                             | 📈        | chunks=['ex', 'ceed'] | py=ㄝㄎ-ㄙㄧㄉ | theme=academic-words | stage=3
 5423 | explicit                       | 明確的                            | 💡        | chunks=['ex', 'pli', 'cit'] | py=ㄝㄎ-ㄙㄆㄌㄜ-ㄙㄧㄊ | theme=academic-words | stage=3
 5424 | flexible                       | 靈活的                            | 🤸        | chunks=['flex', 'i', 'ble'] | py=ㄈㄌㄝㄎ-ㄙㄜ-ㄅㄛ | theme=academic-words | stage=2 base=flex
 5425 | gender                         | 性別                             | ⚧️       | chunks=['gen', 'der'] | py=ㄐㄣ-ㄉㄜ | theme=academic-words | stage=2
 5426 | ignorant                       | 無知的                            | 🙈        | chunks=['ig', 'no', 'rant'] | py=ㄧㄍ-ㄋㄜ-ㄖㄣㄊ | theme=academic-words | stage=3
 5427 | incentive                      | 誘因                             | 🎁        | chunks=['in', 'cen', 'tive'] | py=ㄧㄣ-ㄙㄣ-ㄊㄧㄈ | theme=academic-words | stage=3
 5428 | incidence                      | 發生率                            | 📊        | chunks=['in', 'ci', 'dence'] | py=ㄧㄣ-ㄙㄜ-ㄉㄣㄙ | theme=academic-words | stage=4
 5429 | incorporate                    | 納入                             | 🧩        | chunks=['in', 'cor', 'po', 'rate'] | py=ㄧㄣ-ㄎㄛ-ㄆㄜ-ㄖㄝㄊ | theme=academic-words | stage=3
 5430 | index                          | 指標                             | 📖        | chunks=['in', 'dex'] | py=ㄧㄣ-ㄉㄝㄎㄙ | theme=academic-words | stage=2
 5431 | inhibit                        | 抑制                             | 🚫        | chunks=['in', 'hib', 'it'] | py=ㄧㄣ-ㄏㄧ-ㄅㄧㄊ | theme=academic-words | stage=4
 5432 | initiate                       | 發起                             | 🚀        | chunks=['i', 'ni', 'ti', 'ate'] | py=ㄜ-ㄋㄧ-ㄒㄧ-ㄝㄊ | theme=academic-words | stage=3
 5433 | input                          | 輸入                             | 📥        | chunks=['in', 'put'] | py=ㄧㄣ-ㄆㄨㄊ | theme=academic-words | stage=1
 5434 | instruct                       | 指示                             | 📋        | chunks=['in', 'struct'] | py=ㄧㄣ-ㄙㄊㄖㄚㄎㄊ | theme=academic-words | stage=2
